,knode_name,stochastic,observed,subj,node,tag,depends,hidden,subj_idx,response,rt,gain,loss,mean,std,2.5q,25q,50q,75q,97.5q,mc err,map
v_Intercept_subj.4,v_Intercept_subj,True,False,True,v_Intercept_subj.4,(),['subj_idx'],False,4,,,,,0.13330838065096484,0.09686620119115327,-0.05271082011449751,0.06623803477825067,0.1328881261040609,0.19791262713868302,0.3231674481765825,0.0023464615183915313,1.0247822630568153
v_Intercept_subj.5,v_Intercept_subj,True,False,True,v_Intercept_subj.5,(),['subj_idx'],False,5,,,,,-0.9315188868392608,0.2263709306304629,-1.3744401535417758,-1.0854491022423773,-0.9280388347433423,-0.7777193633107957,-0.4895022265672798,0.0058608546017801,1.454282526733171
v_Intercept_subj.6,v_Intercept_subj,True,False,True,v_Intercept_subj.6,(),['subj_idx'],False,6,,,,,-0.9422366243282417,0.1247572653185261,-1.1815286864832626,-1.0270141458230062,-0.9424790093289477,-0.8578331029608273,-0.6899904461907274,0.0037303290166778432,0.6117543841945653
v_Intercept_subj.7,v_Intercept_subj,True,False,True,v_Intercept_subj.7,(),['subj_idx'],False,7,,,,,-0.5269738410100934,0.12273673393333119,-0.7717515645016112,-0.6125385622185701,-0.5245338003652181,-0.44328675771731296,-0.29605763337362717,0.00346199394010823,0.7680199476840899
v_Intercept_subj.8,v_Intercept_subj,True,False,True,v_Intercept_subj.8,(),['subj_idx'],False,8,,,,,0.13775181208014933,0.08676505016166632,-0.030068682914476223,0.07824352738907052,0.1368857708313293,0.19736886976540763,0.3110451095484824,0.002123516757113615,0.9010329906049086
v_Intercept_subj.9,v_Intercept_subj,True,False,True,v_Intercept_subj.9,(),['subj_idx'],False,9,,,,,-0.5127973924089337,0.07852102795049565,-0.6632837055176218,-0.5638358278683216,-0.5137156059651427,-0.4617840009494212,-0.3561963473349578,0.002192634432224632,0.2578031410245351
v_Intercept_subj.10,v_Intercept_subj,True,False,True,v_Intercept_subj.10,(),['subj_idx'],False,10,,,,,-0.3329285802780679,0.060935856898199685,-0.4556312002415356,-0.3741218632963612,-0.3333409072737846,-0.29094053620202437,-0.21301421372206192,0.0015375385182997269,0.16654801462141347
v_Intercept_subj.11,v_Intercept_subj,True,False,True,v_Intercept_subj.11,(),['subj_idx'],False,11,,,,,-0.576611293876134,0.10146970888788588,-0.7715420797069908,-0.6468557639941008,-0.5782176030293783,-0.5068987048915166,-0.3795177222075601,0.0023342620254030236,0.6546043721955136
v_Intercept_subj.12,v_Intercept_subj,True,False,True,v_Intercept_subj.12,(),['subj_idx'],False,12,,,,,-0.11813487300568713,0.09079270734557984,-0.2894621056009816,-0.18135655507979587,-0.11941439425087266,-0.055771130403223346,0.06143589262399646,0.0025023029314799874,0.8316236489612243
v_Intercept_subj.13,v_Intercept_subj,True,False,True,v_Intercept_subj.13,(),['subj_idx'],False,13,,,,,-0.3543576578979627,0.10550929011423148,-0.56590195946411,-0.4232099602224742,-0.35419043995264304,-0.2839176464051598,-0.15007112127407657,0.002467053317287189,0.8112658093642419
v_Intercept_subj.14,v_Intercept_subj,True,False,True,v_Intercept_subj.14,(),['subj_idx'],False,14,,,,,-0.3921413713031236,0.0919848771541743,-0.5753231382798322,-0.4528095288776347,-0.39223107687902203,-0.3285960136452495,-0.2152413024966574,0.0022854871274174955,0.585446697461549
v_Intercept_subj.15,v_Intercept_subj,True,False,True,v_Intercept_subj.15,(),['subj_idx'],False,15,,,,,-0.41438691125063454,0.08694426202831584,-0.5792500394976526,-0.4743536591658247,-0.41542211807262647,-0.3550114753266851,-0.24807758485735953,0.0021388540853843558,0.5655968374121847
v_Intercept_subj.16,v_Intercept_subj,True,False,True,v_Intercept_subj.16,(),['subj_idx'],False,16,,,,,-0.5059965917485494,0.0895786389240638,-0.6794350000223003,-0.5667174329494375,-0.50677484888364,-0.44765608538418666,-0.32854110447897705,0.001980471051971978,0.4832138693575402
v_Intercept_subj.17,v_Intercept_subj,True,False,True,v_Intercept_subj.17,(),['subj_idx'],False,17,,,,,-1.120913667032787,0.1621344532443056,-1.4469692501323725,-1.2273789343339805,-1.1202263647268966,-1.0152763451196802,-0.8008375434045648,0.004485716988977731,0.942480125735815
v_Intercept_subj.18,v_Intercept_subj,True,False,True,v_Intercept_subj.18,(),['subj_idx'],False,18,,,,,-0.33335180373245143,0.08874650657731545,-0.5053637512840742,-0.3919998096961079,-0.3333343811393035,-0.2729283741191344,-0.15840082646582004,0.0021046376295866596,0.6078215705955382
v_Intercept_subj.19,v_Intercept_subj,True,False,True,v_Intercept_subj.19,(),['subj_idx'],False,19,,,,,0.07743863643112837,0.07000060153194085,-0.05989104027390007,0.030663569359058285,0.07735340213978446,0.12586256661293194,0.21208960730696874,0.0013525559317975968,0.6798232329926512
v_Intercept_subj.20,v_Intercept_subj,True,False,True,v_Intercept_subj.20,(),['subj_idx'],False,20,,,,,-0.5032586725699972,0.23901458218549865,-0.9680315193622167,-0.6643634189452197,-0.5028450715559851,-0.3428509286140118,-0.024188424506703554,0.004858162102466344,1.6638043664506696
v_Intercept_subj.21,v_Intercept_subj,True,False,True,v_Intercept_subj.21,(),['subj_idx'],False,21,,,,,-0.6175989042822809,0.12646546424356478,-0.8696244673621698,-0.7036733595711481,-0.6169055830440243,-0.5308604256942122,-0.3742679821189835,0.0034846824128113288,0.8131008594413014
v_Intercept_subj.22,v_Intercept_subj,True,False,True,v_Intercept_subj.22,(),['subj_idx'],False,22,,,,,-0.41535085150590223,0.1209831634805927,-0.6564125596634125,-0.4955145878227042,-0.4138980121718976,-0.3372729907296123,-0.17915698728088836,0.003569725009171087,0.8092040036182723
v_Intercept_subj.23,v_Intercept_subj,True,False,True,v_Intercept_subj.23,(),['subj_idx'],False,23,,,,,-0.6123645852381271,0.1300246723366426,-0.8749047999794514,-0.69891111050502,-0.6098519893234621,-0.5228867975219635,-0.36647336199491787,0.0034965820308715256,0.8720177879367391
v_Intercept_subj.24,v_Intercept_subj,True,False,True,v_Intercept_subj.24,(),['subj_idx'],False,24,,,,,-0.7384098843981292,0.3059491476817865,-1.3350716245904108,-0.94442176038899,-0.7341729926308267,-0.5284294396958277,-0.16244491366324287,0.00689324345071343,1.7825343728376495
v_Intercept_subj.25,v_Intercept_subj,True,False,True,v_Intercept_subj.25,(),['subj_idx'],False,25,,,,,-0.4952013133635038,0.11812717988551893,-0.7262722029773531,-0.57470135073699,-0.49366400302817415,-0.4176089219281951,-0.2594656005603969,0.0029320567049882615,0.8459561830832301
v_Intercept_subj.26,v_Intercept_subj,True,False,True,v_Intercept_subj.26,(),['subj_idx'],False,26,,,,,0.07348989036147267,0.08031227476431467,-0.08578629713220491,0.018653855824006596,0.07475310608598296,0.12730428162617602,0.22864133376222362,0.0018878437425822279,0.8335967149125854
v_Intercept_subj.27,v_Intercept_subj,True,False,True,v_Intercept_subj.27,(),['subj_idx'],False,27,,,,,-0.27139873674739695,0.06714274151892732,-0.4045309933343972,-0.31637010146383265,-0.27044551740644845,-0.2270863604567656,-0.14274127279039078,0.001469416161475005,0.39036570519148
v_Intercept_subj.28,v_Intercept_subj,True,False,True,v_Intercept_subj.28,(),['subj_idx'],False,28,,,,,-0.10582078186013379,0.07767843000438208,-0.2547584124751531,-0.15969686650112344,-0.10613520792831432,-0.05429843769552757,0.04849812392147182,0.00190081863928494,0.6961659538875606
v_Intercept_subj.29,v_Intercept_subj,True,False,True,v_Intercept_subj.29,(),['subj_idx'],False,29,,,,,-0.5706058876862208,0.09255133586170669,-0.7523066562394375,-0.632983684223091,-0.5708706630429845,-0.5079437680215086,-0.3904636804584693,0.0021031762625301374,0.4555970047306971
v_Intercept_subj.30,v_Intercept_subj,True,False,True,v_Intercept_subj.30,(),['subj_idx'],False,30,,,,,-0.5583004614451201,0.10345784323454629,-0.7562901175213033,-0.6296972614391018,-0.5570631744747225,-0.48884315001672607,-0.35305579620676175,0.0031501890908208013,0.5163090794612556
v_Intercept_subj.31,v_Intercept_subj,True,False,True,v_Intercept_subj.31,(),['subj_idx'],False,31,,,,,-0.6724134880342103,0.11876297655416419,-0.9006973035767929,-0.7526324609316577,-0.6735399238103004,-0.5924163629911818,-0.43555199046650356,0.003046226157293902,0.7085660422344224
v_Intercept_subj.32,v_Intercept_subj,True,False,True,v_Intercept_subj.32,(),['subj_idx'],False,32,,,,,-0.39211945337139437,0.13113800230546202,-0.6444859443381623,-0.4838781352306809,-0.38943266666639076,-0.3063910355960189,-0.12570060798323374,0.0035836743213305323,0.8615438223112117
v_Intercept_subj.33,v_Intercept_subj,True,False,True,v_Intercept_subj.33,(),['subj_idx'],False,33,,,,,-0.720369465055027,0.10078798602416535,-0.9118761439645071,-0.7900273897246108,-0.7221634784447925,-0.6512119686033273,-0.5194219357915788,0.002736983260612957,0.45652251814889117
v_Intercept_subj.34,v_Intercept_subj,True,False,True,v_Intercept_subj.34,(),['subj_idx'],False,34,,,,,0.08967501118383234,0.08601584776773791,-0.07866816569945258,0.031855351137716564,0.09021881807817678,0.148859908414519,0.25815055287607347,0.00225036205226917,0.714387271817795
v_Intercept_subj.35,v_Intercept_subj,True,False,True,v_Intercept_subj.35,(),['subj_idx'],False,35,,,,,-0.6526235330719994,0.12072356279089923,-0.8852351963322458,-0.7332534566605289,-0.6536768746458079,-0.5723250812401206,-0.404123128013974,0.0029148276530169825,0.8381674281537842
v_Intercept_subj.36,v_Intercept_subj,True,False,True,v_Intercept_subj.36,(),['subj_idx'],False,36,,,,,-1.201164546602981,0.14818334574006897,-1.480912870990681,-1.30124951997893,-1.2013439173432796,-1.1028802673828448,-0.9052684193629523,0.004661731769800845,0.7462436678146501
v_Intercept_subj.37,v_Intercept_subj,True,False,True,v_Intercept_subj.37,(),['subj_idx'],False,37,,,,,0.22400229325903895,0.08417668689782941,0.055882855036013424,0.16762472807762024,0.22518187683431018,0.2826471441697804,0.38732951059975773,0.0019958245027275213,0.903334680181458
v_Intercept_subj.38,v_Intercept_subj,True,False,True,v_Intercept_subj.38,(),['subj_idx'],False,38,,,,,-0.6129372204699053,0.0962515012227329,-0.8096245814150753,-0.6756261825526417,-0.6107800333646577,-0.5454285544639846,-0.4264643160208778,0.0025307580147351464,0.4522021899442986
v_Intercept_subj.39,v_Intercept_subj,True,False,True,v_Intercept_subj.39,(),['subj_idx'],False,39,,,,,-0.1433694789973701,0.12181836153697066,-0.37571216081362513,-0.2255840355304156,-0.14512126889191565,-0.06345856761160207,0.10602400935226675,0.0027468407296109684,1.0712292701661241
v_Intercept_subj.40,v_Intercept_subj,True,False,True,v_Intercept_subj.40,(),['subj_idx'],False,40,,,,,0.18959584334925814,0.08043434634890952,0.03276162001615448,0.13605240612365005,0.19187136312300562,0.24305007767442766,0.349548703287749,0.001987591014651165,0.8913555489876553
v_Intercept_subj.41,v_Intercept_subj,True,False,True,v_Intercept_subj.41,(),['subj_idx'],False,41,,,,,-0.3243633726200011,0.10636611849232747,-0.5337647804116044,-0.39346026992759525,-0.32266673790526257,-0.2518245330804446,-0.11749338453351577,0.002913890606314009,0.6639164469493569
v_Intercept_subj.42,v_Intercept_subj,True,False,True,v_Intercept_subj.42,(),['subj_idx'],False,42,,,,,-0.6318725057419396,0.08703230491030182,-0.8003884123535796,-0.6892060181235484,-0.6330227632707939,-0.5736534440601774,-0.45970605332174774,0.0024173869601940706,0.3662674866223643
v_Intercept_subj.43,v_Intercept_subj,True,False,True,v_Intercept_subj.43,(),['subj_idx'],False,43,,,,,0.18648561203342034,0.08604116991786186,0.014932797701836975,0.12828928281963833,0.1873714628400645,0.24443350999502134,0.35085819104392085,0.0020213570166347093,0.9202410692385607
