,knode_name,stochastic,observed,subj,node,tag,depends,hidden,subj_idx,trial,rt,response,gain,loss,sure,mean,std,2.5q,25q,50q,75q,97.5q,mc err,map
z_subj.8,z_subj,False,False,True,z_subj.8,(),['subj_idx'],False,8,,,,,,,0.2611093600297763,0.01905972149499865,0.22565070757502542,0.24807519190942565,0.2601851331643549,0.2734897174607484,0.30070108063357176,0.0006046619773029828,0.34977347907235845
z_subj.9,z_subj,False,False,True,z_subj.9,(),['subj_idx'],False,9,,,,,,,0.4986588855044661,0.020977586009781633,0.4585547027482583,0.484090321540482,0.4984241281845917,0.5128177476655031,0.5405742797010679,0.0005107266696202388,0.46259797814529396
z_subj.10,z_subj,False,False,True,z_subj.10,(),['subj_idx'],False,10,,,,,,,0.29082538989555745,0.024341490813428148,0.24539631580932297,0.2740220499872376,0.29050650228411057,0.30632966766491687,0.34228742897315256,0.0010498171325731983,0.3840206813298898
z_subj.11,z_subj,False,False,True,z_subj.11,(),['subj_idx'],False,11,,,,,,,0.44067946637459715,0.02662298196294506,0.38790482593504033,0.4223080497214475,0.44113117080950237,0.4583415810231387,0.49336482149597133,0.0007645601096649065,0.4549719872440039
z_subj.12,z_subj,False,False,True,z_subj.12,(),['subj_idx'],False,12,,,,,,,0.38732839230627747,0.022957022989993622,0.3437470439037886,0.3713967472026691,0.38661561520297133,0.40293374157298545,0.4320998848377696,0.0007201423385033779,0.4193678245336083
z_subj.13,z_subj,False,False,True,z_subj.13,(),['subj_idx'],False,13,,,,,,,0.42162644321111703,0.024610657957337776,0.3761113216088939,0.4041760142055907,0.42130807810583865,0.4385731202336551,0.47064911614915994,0.0006651248718296217,0.42747769789176915
z_subj.14,z_subj,False,False,True,z_subj.14,(),['subj_idx'],False,14,,,,,,,0.4257721871358676,0.021535943431587844,0.38393859575097916,0.4115763776913333,0.4256786319241451,0.4398812090865756,0.46862923658016276,0.0005195241307007933,0.41786485205685864
z_subj.15,z_subj,False,False,True,z_subj.15,(),['subj_idx'],False,15,,,,,,,0.44513233226398624,0.020955186204302406,0.4037808189580366,0.43101380847090764,0.4455627971013725,0.4590420666265048,0.4870917831058576,0.0005010322994450982,0.4343938842724212
z_subj.16,z_subj,False,False,True,z_subj.16,(),['subj_idx'],False,16,,,,,,,0.23017200922999553,0.022289498789323823,0.18921265630182404,0.2145106781638511,0.22907005402624872,0.24478533854596,0.2765088096531558,0.0008287846897809474,0.3634600965259349
z_subj.17,z_subj,False,False,True,z_subj.17,(),['subj_idx'],False,17,,,,,,,0.28823039666765543,0.021478503433063362,0.24722865199634936,0.2735023926616012,0.2878650387870234,0.3025271450642464,0.3312596533427359,0.0007095364449910755,0.37553535356503787
z_subj.18,z_subj,False,False,True,z_subj.18,(),['subj_idx'],False,18,,,,,,,0.3022528151250109,0.027345080684383953,0.2523138215923219,0.2829413314119586,0.301038973750322,0.32069289386961436,0.3573540187128095,0.0011775500932148346,0.39030144485066864
z_subj.19,z_subj,False,False,True,z_subj.19,(),['subj_idx'],False,19,,,,,,,0.4091702869501313,0.022084057949535045,0.36618826163520285,0.3945002013245954,0.40854831694075977,0.424117954968203,0.45258638225780445,0.0006318883023579631,0.42175845833418313
z_subj.20,z_subj,False,False,True,z_subj.20,(),['subj_idx'],False,20,,,,,,,0.5193721973354497,0.021231010676869746,0.47783097633892696,0.5048509072412478,0.5198698987875507,0.5337566762883614,0.5606942571355853,0.0004874626996087925,0.48838416153966363
z_subj.21,z_subj,False,False,True,z_subj.21,(),['subj_idx'],False,21,,,,,,,0.3822957765369297,0.021615735320600567,0.3411736191104551,0.3675504001643298,0.3819133719995732,0.39741587870626555,0.4251642959361002,0.0006080498133748512,0.42410656780162087
z_subj.22,z_subj,False,False,True,z_subj.22,(),['subj_idx'],False,22,,,,,,,0.38137203135057984,0.0280320586517751,0.32951346736810755,0.3628095781721767,0.3816302614608428,0.3995130845773638,0.4379163241726188,0.0011002368530495014,0.42325969977629396
