,knode_name,stochastic,observed,subj,node,tag,depends,hidden,subj_idx,trial,rt,response,gain,loss,sure,mean,std,2.5q,25q,50q,75q,97.5q,mc err,map
z_subj.21,z_subj,False,False,True,z_subj.21,(),['subj_idx'],False,21,,,,,,,0.3864736627843223,0.021338332695768722,0.34414521746041393,0.3723486549040645,0.38670272284861334,0.40058402256452286,0.4283385660839391,0.0005303026677975032,0.4570516800262196
z_subj.22,z_subj,False,False,True,z_subj.22,(),['subj_idx'],False,22,,,,,,,0.3526350110725895,0.025294475094828534,0.3060862511371586,0.33470179381204723,0.35162005331387897,0.3693036207242656,0.40565816434348373,0.0008506816123842458,0.45471440136222824
z_subj.23,z_subj,False,False,True,z_subj.23,(),['subj_idx'],False,23,,,,,,,0.3369526837827117,0.024987852782673688,0.28862568295864033,0.31981041549120887,0.33663480577972177,0.35320137935309553,0.38799212212830764,0.000829138046518202,0.47102566186821976
z_subj.24,z_subj,False,False,True,z_subj.24,(),['subj_idx'],False,24,,,,,,,0.4335425497321923,0.021829261007227055,0.3917422886180125,0.41864196846232915,0.43271430922530624,0.44806573218388956,0.4780454796888888,0.0005310067126636466,0.47565878046805093
z_subj.25,z_subj,False,False,True,z_subj.25,(),['subj_idx'],False,25,,,,,,,0.366578964938456,0.021871068739451126,0.3245989145813212,0.351831977597844,0.3660747137157793,0.38084131574608143,0.4102377399829295,0.0005810864932031432,0.44171113913064347
z_subj.26,z_subj,False,False,True,z_subj.26,(),['subj_idx'],False,26,,,,,,,0.4910516349667579,0.019871782226092764,0.45086572554518395,0.4780527266375594,0.4913645350188561,0.5041634397248524,0.5308418042814383,0.00039260000601177127,0.4967154346407488
z_subj.27,z_subj,False,False,True,z_subj.27,(),['subj_idx'],False,27,,,,,,,0.2823280576861061,0.018171585124180743,0.2479370890466242,0.2702005070252365,0.28203140822919687,0.29435450013247216,0.3186494489249471,0.0004807639571041482,0.39448157470760076
z_subj.28,z_subj,False,False,True,z_subj.28,(),['subj_idx'],False,28,,,,,,,0.4641464536375245,0.022313955894153227,0.421144476795274,0.448808527371254,0.4639648844587083,0.47966871469280076,0.5084947306609563,0.00047395267882570727,0.48434549949705746
z_subj.29,z_subj,False,False,True,z_subj.29,(),['subj_idx'],False,29,,,,,,,0.3501773430071499,0.021121362148246746,0.31089408913475297,0.33573046932559475,0.349246947238689,0.36409194549364277,0.3939855324137665,0.0005166711117689873,0.4259012853665198
z_subj.30,z_subj,False,False,True,z_subj.30,(),['subj_idx'],False,30,,,,,,,0.327289930426671,0.021643276013655722,0.2860149662608487,0.3126288404573546,0.3269504352695195,0.34091811139375355,0.37238423652542846,0.000638907577913732,0.42690247368640466
z_subj.31,z_subj,False,False,True,z_subj.31,(),['subj_idx'],False,31,,,,,,,0.5392189866748206,0.020494697838030464,0.4993789959384977,0.5255102790440904,0.5393981408485591,0.5530278602003432,0.578566055957878,0.00043212052715983236,0.524332252070641
z_subj.32,z_subj,False,False,True,z_subj.32,(),['subj_idx'],False,32,,,,,,,0.6046751111353171,0.01981106077687114,0.5662829267021914,0.5911988477463758,0.6045117436553676,0.6178741180812727,0.6446143017955691,0.00044380599907247457,0.5660445027941627
z_subj.33,z_subj,False,False,True,z_subj.33,(),['subj_idx'],False,33,,,,,,,0.5644818797255747,0.021152080433166853,0.5225969783442517,0.5504675325752788,0.5642994681011213,0.5788954051141266,0.6048669860430537,0.00046362850539271574,0.5410512830017667
z_subj.34,z_subj,False,False,True,z_subj.34,(),['subj_idx'],False,34,,,,,,,0.6052813014180859,0.022782086082320505,0.5592589013645497,0.5901744360239087,0.6058418282152503,0.6200882263963776,0.6497229947805534,0.0006380838470852276,0.5556351514232746
