subj_idx,response,rt,gain,loss 
25,0,0.53409,70,-80
25,0,0.492345,20,-30
25,0,0.484218,40,-70
25,0,0.532133,80,-30
25,1,0.962915,90,-30
25,1,0.680761,80,-10
25,0,0.673548,90,-90
26,1,1.581243,80,-50
26,1,2.105751,40,-20
26,1,0.681807,60,-10
26,0,4.9462,30,-40
26,1,0.889908,60,-60
26,1,0.698555,90,-60
26,0,4.394918,50,-70
26,1,1.152528,30,-20
26,0,3.647034,40,-80
26,0,2.289726,20,-60
26,1,1.483251,60,-60
26,1,0.875258,70,-10
26,1,1.067172,100,-10
26,0,1.147869,20,-30
26,1,0.770633,70,-10
26,1,1.030957,50,-40
26,1,0.6257,90,-80
26,0,1.572569,20,-100
26,1,2.065671,100,-50
26,1,0.818567,90,-30
26,0,1.10099,10,-20
26,1,1.060929,50,-10
26,1,0.789807,100,-100
26,1,0.618382,80,-30
26,1,1.156991,40,-70
26,1,0.859126,60,-30
26,0,0.900331,50,-70
26,0,0.923582,10,-30
26,0,2.251124,30,-60
26,1,1.020564,40,-20
26,0,1.959656,50,-100
26,1,5.444695,50,-50
26,1,0.647161,60,-50
26,0,1.15295,40,-100
26,0,2.878259,60,-100
26,1,0.983622,60,-40
26,1,0.971587,100,-70
26,1,0.784473,90,-60
26,1,0.580529,90,-40
26,0,1.057768,10,-60
26,0,0.923113,10,-50
26,0,1.331085,10,-90
26,1,0.905799,100,-70
26,1,0.745126,90,-30
26,1,0.695054,80,-50
26,0,3.102808,20,-90
26,0,0.79025,10,-30
26,1,1.146427,70,-70
26,1,1.784461,70,-90
26,1,1.196448,80,-40
26,0,1.186914,10,-40
26,1,0.678861,90,-10
26,1,0.880209,80,-40
26,0,0.953678,20,-40
26,1,1.375465,20,-80
26,1,1.356854,50,-10
26,1,1.050344,100,-10
26,1,1.419521,20,-10
26,1,1.438101,80,-70
26,1,0.617098,20,-10
26,1,0.62819,70,-60
26,0,1.054874,20,-50
26,0,1.26419,80,-100
26,1,2.705616,70,-20
26,0,5.865476,10,-20
26,1,0.82677,90,-80
26,0,1.349666,40,-80
26,0,0.796333,40,-10
26,1,5.031986,80,-10
26,1,0.714991,60,-30
26,1,0.51436,80,-30
26,0,0.777668,20,-50
26,1,0.558169,100,-30
26,1,0.724114,90,-70
26,0,0.939442,10,-40
26,0,1.001442,30,-10
26,1,0.724932,90,-90
26,0,1.667569,30,-90
26,0,0.77276,10,-10
26,1,8.273881,30,-50
26,1,1.154901,50,-50
26,0,0.824781,50,-80
26,0,1.299382,40,-100
26,0,0.930704,20,-40
26,1,0.953435,80,-60
26,1,0.750962,90,-70
26,1,1.404275,20,-20
26,1,1.286856,60,-100
26,0,3.079938,30,-40
26,1,0.904729,70,-80
26,0,1.488263,60,-90
26,1,0.992016,70,-60
26,1,0.844222,90,-10
26,0,1.606898,50,-90
26,0,0.778276,10,-80
26,1,6.238374,50,-20
26,0,0.784863,70,-100
26,0,1.08473,40,-90
26,0,1.420603,40,-30
26,1,0.776199,40,-40
26,0,1.97712,90,-100
26,1,1.990144,40,-30
26,0,0.826166,100,-60
26,0,0.524635,100,-40
26,0,2.395257,10,-90
26,0,1.207529,30,-100
26,1,2.29859,60,-80
26,1,0.898631,80,-70
26,1,0.866798,100,-100
26,0,1.364154,30,-100
26,0,1.920522,60,-90
26,1,5.759053,100,-90
26,1,0.756115,80,-20
26,1,1.193277,100,-80
26,1,1.022117,30,-30
26,1,1.424684,40,-60
26,1,1.459366,10,-10
26,1,0.940563,30,-10
26,1,1.026788,100,-30
26,1,0.629421,60,-10
26,0,0.856063,20,-90
26,1,0.777985,90,-40
26,1,0.783277,70,-20
26,0,1.299421,10,-50
26,1,6.315596,50,-30
26,0,0.88341,20,-80
26,1,4.843184,70,-50
26,0,1.645313,80,-90
26,0,1.007391,50,-100
26,1,0.738777,70,-30
26,0,1.744729,90,-100
26,1,0.750588,70,-40
26,0,1.388674,40,-40
26,1,0.744501,70,-40
26,0,7.662799,30,-90
26,1,0.888703,40,-10
26,1,0.744666,100,-80
26,1,0.63852,60,-40
26,1,0.689309,90,-20
26,1,1.15382,90,-50
26,0,0.911092,80,-100
26,0,0.974673,20,-70
26,0,2.707008,30,-60
26,0,1.026669,40,-90
26,0,2.37324,50,-60
26,1,8.61019,60,-20
26,0,1.582461,70,-80
26,0,1.379291,10,-70
26,1,1.256333,60,-80
26,0,0.970395,50,-90
26,0,1.072448,30,-80
26,1,1.545263,90,-90
26,0,2.006991,50,-80
26,1,5.442342,50,-30
26,0,1.260993,30,-80
26,1,0.983045,90,-20
26,0,2.659633,20,-30
26,1,0.829047,50,-20
26,0,0.919936,20,-60
26,0,0.726563,10,-60
26,1,0.85365,70,-50
26,0,1.167253,60,-70
26,0,1.309181,30,-70
26,1,0.660331,100,-40
26,1,0.582503,90,-50
26,1,2.459115,20,-20
26,0,1.100459,70,-90
26,0,0.947632,30,-30
26,0,1.713825,30,-20
26,0,1.228457,60,-70
26,0,0.75906,10,-100
26,0,0.773651,20,-70
26,1,0.674421,100,-60
26,1,0.907206,70,-30
26,0,1.018269,50,-60
26,1,0.693163,80,-60
26,1,0.877652,50,-40
26,0,0.774356,10,-70
26,0,0.779147,40,-60
26,0,1.032257,30,-70
26,0,4.986255,70,-100
26,0,1.310329,30,-50
26,0,0.742518,40,-70
26,0,0.844885,40,-50
26,1,0.791518,80,-20
26,1,0.707841,100,-20
26,1,0.771164,70,-70
26,1,0.856508,80,-10
26,1,1.761781,40,-50
26,1,0.694988,100,-50
26,1,1.758829,80,-90
26,1,0.660217,100,-20
26,0,0.79781,20,-100
26,0,1.241929,100,-90
26,0,2.589064,10,-80
26,1,0.768998,80,-80
26,1,0.741537,60,-50
26,1,0.78836,60,-20
26,0,1.736389,80,-80
27,0,1.493311,10,-80
27,0,2.253325,40,-90
27,0,1.616294,10,-50
27,0,1.899516,70,-80
27,1,1.491607,80,-20
27,1,1.764934,60,-30
27,1,3.5949,20,-10
27,0,5.919457,100,-70
27,0,2.119622,60,-100
27,1,2.303003,70,-30
27,0,1.638914,20,-70
27,0,3.841955,80,-70
27,0,1.708139,70,-100
27,0,1.747338,40,-100
27,1,1.721551,100,-40
27,0,1.336149,70,-50
27,1,2.813983,70,-10
27,1,9.481895,60,-30
27,0,2.474732,20,-50
27,1,5.27497,80,-60
27,1,3.004102,20,-20
27,0,2.37563,30,-80
27,1,9.751959,60,-40
27,0,5.756585,100,-100
27,1,3.874169,70,-20
27,1,3.690835,100,-60
27,1,3.4512,80,-40
27,0,1.020806,40,-90
27,0,1.150886,70,-100
27,1,2.660679,100,-50
27,0,1.141977,20,-100
27,0,3.012158,20,-30
27,0,1.68716,30,-80
27,1,1.647252,90,-40
27,0,1.233219,60,-80
27,0,2.731128,30,-50
27,1,1.114584,70,-20
27,1,2.370754,70,-50
27,0,2.255456,30,-50
27,0,1.313353,10,-20
27,1,0.943163,60,-10
27,0,2.093315,40,-80
27,1,2.14403,100,-50
27,0,3.845862,40,-20
27,1,4.687875,50,-40
27,1,1.087061,90,-20
27,0,2.471787,80,-90
27,1,4.360523,60,-60
27,1,1.15796,90,-30
27,0,1.123359,20,-60
27,0,1.073761,20,-30
27,0,0.866994,20,-80
27,0,1.795727,30,-30
27,1,1.152982,40,-10
27,0,1.390514,90,-100
27,0,1.179012,60,-90
27,1,5.624526,10,-10
27,0,1.043032,50,-80
27,0,1.02969,50,-90
27,0,1.537017,100,-30
27,0,4.646914,20,-70
27,1,2.16179,80,-70
27,0,1.831576,20,-60
27,1,1.058413,80,-30
27,0,3.315816,40,-100
27,1,0.84248,70,-10
27,1,1.70913,80,-50
27,1,8.820101,60,-50
27,1,0.982996,50,-10
27,1,0.795163,60,-20
27,1,1.055052,30,-10
27,1,2.840541,40,-40
27,0,0.986442,30,-60
27,1,0.871028,70,-30
27,0,3.183493,90,-80
27,1,1.131117,100,-20
27,1,1.274255,100,-30
27,1,5.130813,70,-60
27,0,1.002425,20,-90
27,0,1.245733,60,-90
27,0,1.095618,30,-90
27,0,1.335742,90,-90
27,0,2.238241,40,-70
27,0,2.944831,50,-70
27,0,1.279073,80,-100
27,0,1.072194,90,-100
27,0,0.921503,10,-90
27,1,2.752856,80,-50
27,1,0.958297,90,-30
27,0,1.451807,70,-90
27,0,1.061128,30,-100
27,0,4.438104,70,-60
27,1,1.064444,80,-30
27,0,3.466137,90,-70
27,0,1.667577,10,-60
27,1,1.116924,30,-100
27,1,0.860184,100,-90
27,0,7.909263,30,-30
27,0,7.100598,100,-80
27,1,2.068264,90,-50
27,1,1.620827,40,-10
27,1,1.447608,100,-40
27,0,2.569581,80,-80
27,0,3.006685,60,-70
27,1,3.506206,30,-20
27,1,3.058774,60,-50
27,0,2.004095,20,-80
27,1,1.079594,100,-10
27,1,2.208203,40,-60
27,0,3.988325,50,-30
27,0,3.096636,20,-40
27,0,0.961526,10,-40
27,0,7.879205,60,-60
27,0,1.224213,10,-50
27,0,1.267296,40,-80
27,0,1.564289,80,-80
27,0,3.817912,20,-40
27,1,5.692778,20,-20
27,1,2.077521,80,-40
27,0,1.294257,10,-70
27,0,3.710702,90,-70
27,1,5.205891,80,-60
27,1,1.049536,90,-10
27,1,2.844262,30,-10
27,0,2.798761,50,-60
27,0,1.275489,70,-80
27,0,1.307933,60,-100
27,1,1.787491,40,-40
27,0,1.871298,100,-90
27,1,2.511957,40,-30
27,1,1.087388,60,-10
27,1,1.439237,10,-10
27,1,2.426107,90,-60
27,1,1.013477,80,-20
27,0,2.09689,40,-70
27,1,1.257338,50,-20
27,0,1.459308,50,-90
27,1,1.116522,100,-10
27,0,1.26742,50,-80
27,0,1.03686,30,-70
27,1,1.894808,70,-40
27,1,1.334738,50,-30
27,1,3.260683,90,-60
27,0,7.238453,50,-60
27,0,0.961848,10,-90
27,0,1.997847,10,-20
27,0,1.289412,10,-30
27,0,3.425846,40,-50
27,0,0.884697,30,-70
27,1,0.916697,70,-40
27,1,0.755784,60,-20
27,0,0.969363,10,-80
27,1,2.494083,30,-20
27,0,3.326351,30,-40
27,0,1.078063,10,-70
27,1,2.367205,50,-40
27,0,0.827342,10,-100
27,1,1.23051,50,-10
27,1,1.241135,20,-10
27,0,6.139202,60,-70
27,0,0.873056,10,-100
27,0,1.362626,10,-60
27,1,0.752044,90,-20
27,1,1.309842,80,-100
27,0,9.325101,100,-70
27,0,3.027263,30,-40
27,1,2.661773,50,-50
27,0,1.143107,30,-60
27,1,1.333914,80,-10
27,0,2.772447,10,-40
27,0,3.689238,70,-70
27,1,1.193331,100,-20
27,0,1.701001,30,-90
27,1,1.669009,50,-50
27,1,2.74968,100,-60
27,0,1.49926,40,-50
27,0,2.291121,70,-90
27,1,1.883727,40,-20
27,1,1.732413,40,-30
27,0,1.299328,90,-80
27,0,1.091816,80,-90
27,0,0.995915,50,-70
27,0,0.879208,20,-100
27,1,2.527873,60,-40
27,0,0.942512,60,-80
27,0,0.868498,20,-90
27,1,1.973651,90,-40
27,0,2.15498,10,-30
27,1,1.560896,90,-50
27,0,1.134308,100,-100
27,1,1.12447,90,-10
27,0,1.107002,20,-50
27,1,1.202229,50,-20
27,0,1.213076,50,-100
27,1,1.136415,80,-10
28,0,2.816635,70,-100
28,0,1.236699,70,-90
28,1,1.623632,50,-30
28,1,2.123284,90,-10
28,0,3.330276,30,-100
28,0,1.553941,40,-70
28,1,2.696182,80,-80
28,1,4.017469,100,-10
28,1,5.621722,100,-60
28,0,2.964455,30,-90
28,0,5.884472,40,-50
28,0,0.880296,40,-60
28,0,1.074983,10,-60
28,1,2.236036,80,-70
28,0,1.175326,10,-50
28,1,1.463297,40,-10
28,0,1.434136,50,-80
28,1,1.430423,70,-30
28,0,2.233233,40,-100
28,0,1.533205,50,-60
28,1,1.924648,50,-10
28,0,2.276396,30,-70
28,0,2.814872,60,-80
28,1,2.643601,70,-50
28,1,0.790949,40,-40
28,1,3.427504,80,-20
28,1,1.199819,70,-20
28,1,1.380697,80,-10
28,1,0.97047,50,-20
28,0,2.807712,40,-60
28,1,1.092422,100,-80
28,0,1.237178,20,-90
28,0,0.912068,50,-100
28,1,0.704189,80,-80
28,1,0.8321,80,-20
28,1,0.819447,100,-30
28,1,2.094743,100,-40
28,0,1.336014,70,-100
28,0,4.07065,10,-100
28,0,4.256895,20,-40
28,1,2.060356,40,-30
28,1,1.214909,90,-30
28,1,4.682803,70,-90
28,1,1.910281,80,-40
28,1,1.030683,90,-40
28,0,1.642069,30,-90
28,1,0.917128,60,-60
28,1,1.572486,100,-70
28,1,1.074112,100,-80
28,1,5.203708,70,-70
28,1,1.273736,70,-40
28,0,1.475211,10,-100
28,1,2.205549,70,-20
28,1,2.065949,80,-60
28,1,1.604406,80,-10
28,0,1.568759,50,-60
28,1,1.263061,100,-70
28,1,3.121091,70,-40
28,0,5.017069,60,-90
28,1,3.711217,90,-70
28,1,1.688321,100,-40
28,0,1.657457,10,-30
28,1,1.331638,90,-90
28,1,4.011024,100,-30
28,0,1.280307,20,-70
28,1,1.801768,30,-20
28,1,1.494245,70,-10
28,1,1.639062,60,-50
28,1,1.162702,90,-50
28,1,1.416897,80,-50
28,1,0.789017,30,-30
28,0,1.353565,30,-70
28,1,0.752711,70,-10
28,0,1.423316,70,-80
28,0,1.274853,10,-70
28,0,4.988912,60,-90
28,1,0.883128,90,-60
28,0,1.852513,60,-100
28,1,0.638907,100,-50
28,0,1.273542,60,-70
28,1,0.851117,70,-50
28,0,0.925739,20,-100
28,0,1.245134,20,-50
28,1,0.976047,70,-30
28,0,1.125447,10,-40
28,0,1.212924,30,-40
28,0,2.200995,80,-90
28,0,0.870305,40,-70
28,0,0.840204,10,-60
28,1,3.362918,80,-70
28,1,0.857806,60,-10
28,0,1.51588,90,-100
28,0,0.97214,60,-80
28,1,1.505559,60,-30
28,0,1.153777,20,-40
28,1,2.703872,30,-20
28,0,0.98458,30,-80
28,1,2.126017,80,-50
28,0,1.917768,10,-40
28,1,2.249229,70,-60
28,1,0.908061,40,-20
28,1,0.748124,20,-20
28,1,0.554819,50,-50
28,0,1.312641,50,-70
28,0,1.136895,10,-30
28,0,1.416367,50,-90
28,0,0.957268,20,-80
28,0,0.739344,50,-10
28,0,1.345994,40,-90
28,1,1.040925,80,-60
28,0,5.803364,20,-30
28,1,1.297278,100,-20
28,1,5.385951,60,-40
28,1,2.352361,100,-50
28,1,6.087299,90,-30
28,1,2.257897,100,-60
28,0,3.228246,10,-20
28,1,0.736624,60,-40
28,0,1.279324,20,-80
28,1,0.856916,50,-20
28,0,0.834933,20,-90
28,1,1.110303,10,-10
28,1,5.110155,40,-30
28,1,0.600584,60,-60
28,0,2.733078,50,-70
28,1,0.693088,60,-10
28,0,0.853865,30,-80
28,1,0.584448,90,-90
28,1,1.301791,20,-10
28,1,0.839347,80,-30
28,0,1.074669,40,-50
28,1,1.020178,90,-70
28,1,0.680202,20,-20
28,0,0.986162,10,-80
28,0,0.950928,40,-80
28,0,1.12569,20,-60
28,1,0.701211,90,-20
28,1,1.189785,60,-20
28,0,1.458646,50,-90
28,1,0.900888,40,-20
28,1,1.389627,40,-40
28,1,0.930757,90,-10
28,1,0.745888,60,-50
28,0,0.744646,30,-50
28,0,0.911298,20,-100
28,0,1.247378,20,-60
28,0,0.826204,30,-60
28,1,0.669541,90,-20
28,1,2.862695,70,-60
28,1,0.979527,100,-20
28,0,0.857168,20,-70
28,1,0.68332,100,-100
28,1,1.300562,30,-10
28,0,0.790078,30,-40
28,0,0.978818,80,-100
28,0,0.944243,50,-80
28,1,1.246769,50,-30
28,1,0.697593,90,-40
28,1,0.707058,30,-30
28,0,1.259054,30,-60
28,1,0.933269,70,-70
28,0,1.653267,10,-80
28,1,0.663645,100,-100
28,0,2.921649,20,-30
28,0,1.090177,10,-70
28,0,1.147814,40,-80
28,0,0.930661,60,-100
28,0,0.730084,30,-100
28,0,1.201344,30,-10
28,1,1.590074,60,-30
28,1,0.795116,50,-40
28,0,0.791146,90,-100
28,1,0.979893,90,-60
28,1,0.825295,40,-10
28,0,1.852569,40,-90
28,0,1.854932,60,-70
28,0,1.138001,10,-90
28,0,0.921423,10,-50
28,1,0.872936,90,-50
28,1,0.922264,20,-10
28,1,0.626322,80,-30
28,1,0.789662,100,-10
28,0,0.994302,40,-100
28,1,0.751112,90,-80
28,1,0.925768,90,-80
28,1,1.101177,50,-40
28,0,0.92597,10,-90
28,1,0.757321,100,-90
28,0,0.755418,50,-100
28,1,0.777422,80,-40
28,1,0.726806,60,-20
28,0,1.078013,30,-50
28,0,1.104279,80,-90
28,1,0.67228,100,-90
28,0,0.985643,80,-100
28,0,1.230415,20,-50
28,1,0.938477,10,-10
28,1,0.985289,50,-50
28,0,0.87874,10,-20
29,1,4.935255,100,-30
29,0,7.639495,90,-20
29,0,4.917431,40,-20
29,0,1.862799,70,-100
29,0,1.105861,90,-90
29,0,1.186677,50,-60
29,0,2.607422,100,-80
29,0,1.004744,80,-90
29,0,1.121779,70,-50
29,1,6.847985,100,-20
29,0,1.78161,20,-80
29,0,1.859509,20,-30
29,0,3.638471,90,-100
29,0,0.714218,80,-70
29,0,0.986082,10,-10
29,0,1.167505,40,-100
29,0,0.750258,10,-60
29,0,0.91714,40,-80
29,0,1.869143,100,-80
29,0,0.934704,10,-40
29,0,0.678743,50,-70
29,0,0.744363,40,-10
29,0,0.815413,10,-50
29,0,0.980213,10,-10
29,0,5.425438,10,-60
29,0,2.358334,100,-60
29,0,1.221657,10,-70
29,0,0.850049,70,-100
29,0,0.477247,50,-40
29,0,0.855187,30,-10
29,0,1.393328,30,-20
29,0,0.478231,60,-30
29,0,0.404061,100,-70
29,0,6.568687,100,-70
29,0,1.217091,80,-60
29,0,0.901378,70,-80
29,0,0.918503,90,-80
29,0,0.719337,60,-70
29,0,4.903201,40,-50
29,0,6.585173,90,-70
29,0,2.064011,10,-100
29,0,1.235057,60,-10
29,0,1.302437,60,-60
29,0,1.199301,20,-70
29,0,1.668273,80,-50
29,0,1.419416,40,-20
29,0,2.511584,30,-50
29,0,0.824542,30,-70
29,0,0.651894,20,-50
29,0,1.326437,10,-90
29,1,2.574367,70,-10
29,0,1.237101,10,-80
29,0,0.6242,40,-30
29,0,0.739888,50,-80
29,0,0.770767,30,-70
29,0,1.112541,80,-100
29,0,0.609361,30,-40
29,0,3.005448,100,-100
29,0,0.626886,70,-70
29,0,1.022831,30,-90
29,0,0.586873,80,-20
29,0,1.168807,80,-70
29,0,0.807611,30,-20
29,0,0.556305,90,-40
29,1,2.594962,90,-10
29,0,0.744837,70,-90
29,0,2.807595,60,-100
29,0,0.661031,20,-80
29,0,0.431498,50,-90
29,0,1.125312,100,-100
29,0,0.541319,50,-100
29,0,0.644535,60,-100
29,0,1.367192,80,-10
29,0,0.606015,30,-80
29,0,0.978123,10,-20
29,0,0.623557,30,-100
29,0,0.955376,40,-10
29,0,0.487306,70,-50
29,0,0.663888,90,-70
29,0,3.718917,30,-80
29,0,0.719747,40,-50
29,0,0.444836,50,-30
29,0,0.573564,90,-60
29,0,2.84315,30,-50
29,0,0.534634,50,-50
29,0,0.478162,50,-90
29,0,1.063843,20,-10
29,0,0.714751,20,-40
29,0,0.579199,30,-90
29,0,0.670239,90,-50
29,0,0.511557,60,-50
29,0,0.480268,30,-60
29,0,1.090006,70,-90
29,0,0.595718,100,-90
29,0,0.448809,90,-50
29,0,0.955329,30,-10
29,0,0.634236,20,-60
29,0,0.694086,100,-60
29,1,2.166637,90,-10
29,0,0.49329,70,-60
29,0,0.732387,70,-40
29,0,0.44371,80,-80
29,0,0.446899,60,-90
29,0,0.753767,70,-80
29,0,2.1276,40,-30
29,0,4.56773,60,-20
29,0,1.023233,10,-30
29,0,0.634787,80,-100
29,0,0.522619,50,-50
29,0,1.140314,20,-90
29,0,0.475057,30,-40
29,0,0.412212,50,-30
29,0,1.056795,20,-10
29,0,0.523468,10,-30
29,0,0.690701,80,-90
29,0,3.168021,80,-20
29,0,1.031127,80,-30
29,0,0.473839,30,-100
29,0,0.419467,40,-70
29,0,0.415642,90,-30
29,0,0.459248,50,-70
29,0,0.469394,60,-60
29,0,0.655277,30,-30
29,0,0.441825,40,-60
29,0,0.52833,100,-40
29,0,0.840265,70,-20
29,0,0.47544,60,-40
29,0,0.437481,90,-30
29,1,1.408035,100,-10
29,0,0.836802,90,-80
29,0,0.577309,90,-40
29,0,0.567266,70,-20
29,0,1.03789,70,-10
29,0,1.256841,40,-100
29,0,0.643463,30,-60
29,0,0.590139,80,-30
29,0,0.555606,70,-30
29,0,0.753407,70,-60
29,0,0.508602,100,-50
29,0,3.285036,10,-100
29,0,0.406879,50,-20
29,0,0.459345,100,-50
29,0,0.557855,90,-20
29,0,0.458569,60,-30
29,0,1.181144,40,-40
29,0,1.378723,100,-20
29,0,5.096585,100,-90
29,0,0.451137,70,-40
29,0,0.622178,50,-40
29,0,0.76947,40,-40
29,0,0.615426,80,-50
29,0,1.707448,20,-100
29,0,0.972366,90,-90
29,0,2.537937,20,-60
29,0,1.977108,100,-10
29,0,0.647464,70,-70
30,1,3.493393,80,-50
30,1,4.631829,40,-20
30,1,2.565066,60,-10
30,0,1.461253,30,-40
30,0,3.072753,60,-60
30,1,1.484287,90,-60
30,0,4.270991,50,-70
30,0,2.722971,30,-20
30,0,0.988359,40,-80
30,0,2.306255,20,-60
30,0,2.155344,60,-60
30,1,1.19457,70,-10
30,1,0.863387,100,-10
30,0,1.737989,20,-30
30,1,1.152818,70,-10
30,0,0.959504,50,-40
30,0,0.894072,90,-80
30,0,1.014946,20,-100
30,1,1.171711,100,-50
30,1,1.60955,90,-30
30,0,0.878146,10,-20
30,1,1.143422,50,-10
30,0,0.99024,100,-100
30,1,6.28319,80,-30
30,0,0.902243,40,-70
30,1,1.999301,60,-30
30,0,1.532693,50,-70
30,0,0.996288,10,-30
30,0,0.792857,30,-60
30,0,1.278175,40,-20
30,0,1.183742,50,-100
30,0,1.733181,50,-50
30,0,1.676852,60,-50
30,0,0.839227,40,-100
30,0,0.57858,60,-100
30,0,0.855784,60,-40
30,0,1.07387,100,-70
30,0,1.547914,90,-60
30,0,0.89121,90,-40
30,0,1.131658,10,-60
30,0,0.803792,10,-50
30,0,0.84051,10,-90
30,0,1.01944,100,-70
30,1,1.406567,90,-30
30,0,1.259517,80,-50
30,0,0.87044,20,-90
30,0,0.952517,10,-30
30,0,0.927236,70,-70
30,0,0.791128,70,-90
30,1,1.427734,80,-40
30,0,1.617427,10,-40
30,1,0.933079,90,-10
30,1,1.269391,80,-40
30,0,0.960014,20,-40
30,0,0.790795,20,-80
30,1,1.219537,50,-10
30,1,0.903214,100,-10
30,1,2.775125,20,-10
30,0,0.981119,80,-70
30,1,1.371363,20,-10
30,0,1.064653,70,-60
30,1,4.274562,20,-50
30,0,1.725419,80,-100
30,1,2.102203,70,-20
30,0,4.240149,10,-20
30,0,0.948677,90,-80
30,0,0.979536,40,-80
30,0,0.889381,40,-10
30,1,2.098265,80,-10
30,0,0.956026,60,-30
30,1,2.434604,80,-30
30,0,0.774521,20,-50
30,1,1.508511,100,-30
30,0,1.340989,90,-70
30,0,0.860373,10,-40
30,0,0.67834,30,-10
30,0,0.799916,90,-90
30,0,0.604599,30,-90
30,0,0.800448,10,-10
30,0,0.725696,30,-50
30,0,0.693177,50,-50
30,0,0.750403,50,-80
30,0,0.669068,40,-100
30,0,0.583085,20,-40
30,0,0.780247,80,-60
30,0,0.521671,90,-70
30,0,0.864913,20,-20
30,0,0.562995,60,-100
30,0,0.497591,30,-40
30,0,0.490227,70,-80
30,0,0.442941,60,-90
30,0,0.406046,70,-60
30,0,0.570065,90,-10
30,0,0.751993,50,-90
30,0,1.358995,10,-80
30,0,0.597988,50,-20
30,0,0.971533,70,-100
30,0,0.79296,40,-90
30,0,0.693971,40,-30
30,0,0.774713,40,-40
30,0,1.087662,90,-100
30,0,0.664649,40,-30
30,0,1.010617,100,-60
30,1,1.326611,100,-40
30,0,2.566106,10,-90
30,0,0.717321,30,-100
30,0,0.75823,60,-80
30,0,0.79662,80,-70
30,0,0.817328,100,-100
30,0,0.638131,30,-100
30,0,0.944836,60,-90
30,0,1.463313,100,-90
30,0,1.769769,80,-20
30,0,1.69545,100,-80
30,0,0.904525,30,-30
30,0,0.61705,40,-60
30,0,0.781147,10,-10
30,1,1.763068,30,-10
30,1,0.961599,100,-30
30,1,1.544005,60,-10
30,0,1.519138,20,-90
30,0,0.943275,90,-40
30,0,0.87827,70,-20
30,0,0.976015,10,-50
30,0,0.549469,50,-30
30,0,0.796215,20,-80
30,0,0.570102,70,-50
30,0,0.928007,80,-90
30,0,0.935718,50,-100
30,0,0.670869,70,-30
30,0,0.816183,90,-100
30,0,1.020907,70,-40
30,0,0.697047,40,-40
30,0,0.474425,70,-40
30,0,0.468294,30,-90
30,0,0.421853,40,-10
30,0,0.93,100,-80
30,0,0.626106,60,-40
30,1,1.206042,90,-20
30,1,1.394893,90,-50
30,0,2.663698,80,-100
30,0,1.955236,20,-70
30,0,0.650169,30,-60
30,0,0.764979,40,-90
30,0,0.80298,50,-60
30,0,0.599451,60,-20
30,0,1.140061,70,-80
30,0,0.963587,10,-70
30,0,0.570331,60,-80
30,0,0.431873,50,-90
30,0,0.894691,30,-80
30,0,0.711674,90,-90
30,0,0.647595,50,-80
30,0,0.642219,50,-30
30,0,0.748655,30,-80
30,0,0.636081,90,-20
30,0,0.928016,20,-30
30,0,0.535352,50,-20
30,0,0.615323,20,-60
30,0,1.083912,10,-60
30,0,1.49406,70,-50
30,0,0.782949,60,-70
30,0,0.564947,30,-70
30,1,1.139058,100,-40
30,0,1.305708,90,-50
30,0,1.13786,20,-20
30,0,0.736923,70,-90
30,0,0.655452,30,-30
30,0,0.610203,30,-20
30,0,1.006055,10,-100
30,0,0.818293,60,-70
30,0,0.718849,10,-100
30,0,1.030382,20,-70
30,0,0.946102,100,-60
30,0,0.544977,70,-30
30,0,0.536312,50,-60
30,0,0.615692,80,-60
30,0,0.571523,50,-40
30,0,0.561037,10,-70
30,0,0.534671,40,-60
30,0,0.518256,30,-70
30,0,0.5906,70,-100
30,0,0.620046,30,-50
30,0,0.895763,40,-70
30,0,0.416791,40,-50
30,1,1.261317,80,-20
30,1,0.927422,100,-20
30,0,0.927377,70,-70
30,0,0.999395,80,-10
30,0,0.796981,40,-50
30,1,1.329736,100,-50
30,0,1.13774,80,-90
30,1,1.440422,100,-20
30,0,0.7801,20,-100
30,0,1.202115,100,-90
30,0,0.662975,10,-80
30,0,0.825558,80,-80
30,0,0.525017,60,-50
30,0,0.476929,60,-20
30,0,0.790273,80,-80
31,1,2.710599,60,-10
31,0,0.896576,40,-50
31,0,1.017397,60,-60
31,0,1.34982,20,-20
31,1,1.005043,70,-50
31,1,5.480826,100,-90
31,0,2.067592,40,-40
31,0,0.790994,40,-30
31,1,1.971446,80,-80
31,1,0.801927,60,-20
31,0,0.766606,10,-70
31,0,0.805277,40,-100
31,0,0.713971,20,-10
31,0,0.706854,10,-50
31,1,0.842863,100,-30
31,0,0.694156,10,-20
31,1,1.583283,90,-20
31,0,0.885013,30,-10
31,1,2.830491,70,-40
31,0,1.091079,100,-80
31,0,1.339726,30,-40
31,0,1.083322,50,-30
31,0,0.749443,30,-50
31,0,0.684445,50,-100
31,0,0.477723,30,-100
31,1,1.951334,70,-20
31,0,1.286646,70,-40
31,1,0.959513,70,-10
31,0,0.702119,30,-80
31,0,0.65541,10,-90
31,0,0.610124,20,-50
31,0,0.726081,50,-60
31,0,0.510092,40,-50
31,0,0.542578,20,-10
31,1,1.045848,90,-50
31,0,2.681361,90,-40
31,0,1.323851,90,-60
31,0,0.668117,30,-20
31,0,0.830803,30,-90
31,0,1.018952,90,-90
31,0,0.958909,100,-80
31,1,1.069796,70,-30
