subj_idx,response,rt,gain,loss 
12,1,0.550921,60,-10
12,1,0.526358,60,-40
12,1,0.581731,80,-70
12,0,1.72333,40,-60
12,1,1.187863,90,-80
12,1,3.584405,80,-40
12,1,0.782989,30,-30
12,0,0.86084,40,-90
12,1,1.079093,40,-10
12,0,1.584502,30,-100
12,0,1.342577,40,-50
12,0,1.213688,10,-50
12,0,1.127824,30,-40
12,1,0.90412,70,-30
12,0,1.144821,10,-30
12,0,1.000094,20,-50
12,1,0.877524,70,-60
12,1,0.535045,70,-30
12,0,0.790437,20,-80
12,1,0.962941,100,-100
12,0,0.977639,50,-90
12,1,0.79123,50,-10
12,0,0.899902,10,-50
12,1,0.613101,80,-60
12,1,0.825753,90,-50
12,1,0.73309,70,-70
12,0,1.060636,60,-90
12,1,1.126534,30,-20
12,1,1.662099,80,-20
13,0,1.55286,10,-80
13,0,1.055204,20,-60
13,1,1.850037,60,-30
13,1,0.757183,100,-20
13,0,0.851133,40,-80
13,1,0.918549,100,-40
13,0,1.35862,80,-50
13,0,0.708888,10,-70
13,1,1.349032,30,-10
13,1,1.724485,10,-10
13,0,0.828155,30,-60
13,1,0.647546,100,-20
13,0,0.937982,50,-100
13,0,0.984853,40,-30
13,0,0.726195,30,-50
13,0,0.581666,70,-80
13,1,1.211412,90,-60
13,0,0.663901,20,-70
13,1,0.666226,70,-20
13,1,1.236418,100,-60
13,1,0.855776,50,-20
13,1,1.833739,90,-50
13,0,0.757543,60,-100
13,0,1.436171,60,-60
13,1,0.935674,60,-30
13,0,0.775148,20,-40
13,1,0.885016,100,-30
13,0,1.27863,60,-100
13,0,0.816114,30,-80
13,0,0.81996,10,-100
13,0,0.648147,40,-90
13,0,0.706994,60,-90
13,0,2.27485,10,-20
13,0,2.045087,50,-50
13,1,0.721099,100,-30
13,1,1.744455,100,-70
13,1,0.840041,50,-20
13,0,1.70736,50,-30
13,1,0.908344,70,-30
13,0,0.852703,10,-60
13,0,0.807989,40,-30
13,0,0.620549,40,-40
13,0,0.824524,80,-60
13,0,0.731873,20,-20
13,1,0.771805,100,-10
13,0,1.025842,70,-50
13,1,0.765981,50,-70
13,0,4.827927,50,-60
13,1,0.657317,60,-20
13,0,0.827901,40,-70
13,1,1.324953,100,-60
13,0,1.109259,10,-80
13,1,1.197889,40,-10
13,0,0.914863,10,-30
13,1,1.402924,80,-10
13,0,1.383615,10,-20
13,0,0.885818,30,-50
13,0,1.135961,30,-20
13,1,1.631354,100,-70
13,0,1.235187,40,-50
13,0,1.454261,100,-90
13,0,1.729371,20,-100
13,0,0.73729,70,-100
13,0,0.760392,60,-90
13,0,0.711092,40,-60
13,0,1.471101,100,-80
13,0,1.296923,20,-20
13,0,2.058144,60,-60
13,0,0.756595,40,-100
13,1,0.811324,90,-30
13,0,0.71956,40,-60
13,1,1.214842,90,-20
13,0,1.45873,30,-20
13,0,2.573207,80,-90
13,0,1.931639,40,-20
13,0,0.748068,20,-40
13,0,0.739401,60,-70
13,1,1.569982,30,-10
13,0,1.079631,60,-50
13,0,0.881791,30,-100
13,0,0.627829,20,-50
13,0,0.631884,80,-100
13,0,0.619826,40,-100
13,0,0.583686,30,-80
13,0,0.84565,70,-70
13,0,0.537057,30,-70
13,0,0.800264,80,-100
13,1,1.541073,80,-30
13,0,0.955886,70,-90
13,1,5.44245,30,-30
13,0,1.143134,80,-70
13,1,1.101942,90,-50
13,1,1.310489,80,-40
13,0,4.726489,90,-100
13,0,0.783523,20,-100
13,0,0.629605,40,-70
13,0,0.601401,40,-50
13,1,0.837918,70,-10
13,1,0.681274,90,-10
13,0,1.154896,90,-90
13,1,1.093805,100,-50
13,0,1.334693,50,-90
13,1,0.982191,20,-10
13,1,0.787422,60,-10
13,0,1.048153,50,-40
13,1,0.643813,70,-40
13,0,0.798143,50,-90
13,0,0.722834,70,-60
13,0,0.906858,30,-90
13,0,0.555672,10,-40
13,0,0.602212,60,-80
13,1,0.935502,90,-40
13,0,0.679773,10,-30
13,0,1.305502,70,-40
13,1,2.713841,100,-100
13,0,3.210227,20,-30
13,0,6.487614,100,-100
13,0,0.842613,60,-70
13,1,1.277763,20,-10
13,0,0.904031,70,-60
13,0,0.920895,10,-100
13,0,0.824952,40,-40
13,0,0.580378,20,-50
13,0,0.537595,20,-60
13,0,0.600951,70,-80
13,1,0.797123,80,-40
13,1,0.698233,80,-10
13,0,0.8029,20,-90
13,1,0.672057,60,-10
13,1,0.681619,100,-40
13,1,1.091531,50,-30
13,0,0.980763,60,-80
13,0,0.674838,30,-60
13,0,0.70028,70,-100
13,0,0.66177,40,-80
13,0,0.728286,90,-80
13,0,0.728131,30,-100
13,0,0.927533,90,-60
13,0,2.183725,10,-90
13,0,0.949593,80,-90
13,1,0.700713,100,-50
13,1,0.677431,90,-10
13,0,0.654686,90,-80
13,1,0.609567,70,-20
13,0,1.013516,90,-70
13,1,0.681628,70,-10
13,0,0.771046,50,-50
13,0,1.232752,20,-30
13,0,0.71691,20,-90
13,0,0.820947,70,-70
13,1,1.886751,10,-10
13,0,1.511703,20,-80
13,1,0.648209,60,-20
13,1,0.67489,50,-10
13,1,0.635902,50,-10
13,1,0.751897,90,-40
13,1,1.598541,60,-40
13,0,1.420249,100,-90
13,0,1.176417,70,-50
13,0,0.999184,10,-50
13,0,0.700922,10,-40
13,0,0.653597,30,-40
13,1,0.767955,80,-20
13,1,1.062132,80,-20
13,0,1.680304,100,-80
13,0,0.745672,40,-90
13,1,0.729052,70,-30
13,0,1.033038,90,-100
13,0,1.116717,30,-40
13,0,0.885442,80,-80
13,0,0.798219,30,-30
13,1,1.314926,100,-10
13,0,1.395513,50,-80
13,0,1.161012,50,-40
13,1,1.047852,80,-50
13,1,1.362884,40,-10
13,0,0.91308,90,-90
13,0,0.713121,50,-80
13,0,1.937109,70,-90
13,0,0.736893,10,-50
13,0,0.703517,50,-70
13,0,0.727338,50,-100
13,1,0.798838,90,-30
13,0,0.803351,10,-90
13,0,0.600027,30,-70
13,0,1.325269,50,-60
13,0,1.541508,90,-70
13,0,0.644445,80,-80
13,0,0.551377,10,-70
13,0,0.638445,20,-70
13,0,0.649181,30,-90
13,1,1.915812,80,-60
13,1,1.596017,40,-20
13,0,1.041248,80,-70
13,1,1.035769,90,-20
13,1,1.007246,80,-30
13,0,0.635327,10,-60
13,1,1.263449,60,-40
13,0,1.41002,20,-80
13,0,1.063079,60,-50
14,0,4.005438,70,-90
14,1,1.131065,80,-40
14,0,2.539061,60,-30
14,0,1.746532,50,-30
14,0,2.33757,30,-30
14,0,1.225308,40,-30
14,1,1.029628,60,-20
14,0,1.202182,80,-60
14,0,1.591601,80,-70
14,0,3.764341,30,-90
14,0,4.220027,100,-80
14,1,1.289641,100,-50
14,0,2.235044,40,-80
14,1,1.086287,100,-60
14,0,1.294901,40,-90
14,0,2.001188,10,-40
14,0,2.582768,100,-90
14,1,3.061355,70,-10
14,0,2.392782,90,-80
14,1,1.814172,100,-20
14,1,1.202764,80,-20
14,0,0.959942,50,-40
14,0,3.262477,60,-70
14,0,1.35375,20,-100
14,0,0.855963,20,-70
14,1,1.369678,60,-10
14,0,1.295237,100,-70
14,1,2.983941,90,-40
14,0,0.822354,30,-40
14,0,1.10591,20,-30
14,0,0.954434,20,-60
14,0,3.745161,10,-80
14,0,0.953554,10,-30
14,0,1.240301,100,-80
14,1,1.635105,100,-30
14,1,2.910942,40,-20
14,1,1.08837,50,-10
14,0,5.768058,100,-100
14,0,3.27937,70,-60
14,1,1.057482,70,-30
14,1,1.443804,60,-10
14,0,1.007229,30,-20
14,0,0.603244,70,-50
14,0,0.663494,50,-70
14,0,0.665748,70,-90
14,1,1.228492,40,-10
14,0,0.944859,10,-80
14,0,0.84803,10,-60
14,0,0.730785,70,-50
14,1,1.853465,100,-40
14,0,0.904278,80,-60
14,0,0.753043,90,-90
14,0,0.8148,40,-60
14,0,0.939405,60,-60
14,0,0.946228,10,-60
14,1,0.832998,70,-20
14,0,2.092214,20,-10
14,0,0.830185,20,-40
14,0,0.826175,10,-100
14,0,0.902167,50,-60
14,0,0.871091,70,-70
14,1,0.897118,70,-40
14,1,1.642349,100,-50
14,0,1.109884,40,-80
14,0,1.638902,60,-50
14,0,0.865699,80,-80
14,0,0.667743,30,-40
14,0,1.214704,30,-100
14,0,0.938586,60,-90
14,0,1.057554,40,-20
14,0,2.81955,100,-70
14,1,2.280232,80,-30
14,0,0.842583,20,-20
14,0,1.614006,10,-20
14,1,1.618307,80,-40
14,0,1.751215,90,-60
14,0,0.966854,90,-60
14,1,1.589552,90,-30
14,0,1.227178,70,-40
14,0,0.871355,20,-20
14,0,1.465445,30,-60
14,0,0.98033,30,-30
14,0,1.089735,90,-50
14,1,0.898671,90,-40
14,0,0.643321,50,-50
14,0,0.686184,90,-90
14,0,0.823269,40,-100
14,0,0.762669,30,-50
14,0,0.720803,70,-80
14,0,0.743938,60,-100
14,0,0.982618,50,-30
14,0,1.044321,90,-80
14,0,3.023408,10,-70
14,0,0.836465,60,-60
14,0,1.087667,20,-50
14,1,1.232345,80,-50
14,1,1.652744,80,-10
14,0,4.511319,20,-90
14,1,1.192809,80,-10
14,0,0.662612,70,-70
14,0,0.768804,90,-70
14,0,1.574187,10,-50
14,1,1.468295,50,-20
14,0,0.742519,30,-70
14,1,0.990012,90,-20
14,0,0.947305,30,-80
14,0,1.794111,80,-50
14,1,2.031277,90,-50
14,0,1.186909,50,-80
14,0,1.032388,50,-90
14,0,0.716011,10,-90
14,0,0.692038,30,-50
14,0,0.941202,60,-100
14,0,1.540061,80,-90
14,0,1.131071,60,-30
14,1,1.266419,100,-40
14,1,2.820966,60,-40
14,0,5.752186,100,-100
14,0,1.624233,10,-100
14,0,1.500363,10,-30
14,1,0.981343,80,-30
14,1,0.92341,50,-20
14,0,1.562938,90,-100
14,1,3.586251,90,-10
14,1,1.432132,50,-10
14,0,0.939809,10,-90
14,0,0.802344,50,-50
14,1,0.990968,90,-10
14,1,1.172438,90,-30
14,0,0.913917,20,-60
14,0,0.714664,20,-90
14,0,0.818626,70,-100
14,0,0.958655,40,-50
14,0,0.797466,40,-40
14,1,1.202655,70,-20
14,0,1.358894,50,-70
14,0,1.157145,20,-70
14,0,1.251514,10,-40
14,0,2.966175,100,-90
14,0,0.749026,70,-60
14,0,0.860232,90,-100
14,0,0.830521,20,-10
14,0,0.746339,80,-100
14,0,1.032912,40,-100
14,0,0.916542,60,-70
14,0,2.061038,60,-50
14,0,0.832141,60,-90
14,0,0.771764,60,-80
14,0,1.121846,90,-70
14,1,1.920273,30,-10
14,0,1.624092,50,-90
14,0,1.859758,40,-90
14,0,1.358032,80,-100
14,0,0.748236,20,-30
14,0,1.035829,30,-20
14,0,1.038314,80,-80
14,0,0.9221,20,-50
14,0,0.914033,30,-60
14,0,0.730536,10,-20
14,0,0.882103,30,-100
14,0,0.988001,60,-80
14,1,1.633351,100,-60
14,1,1.149214,40,-10
14,1,0.636462,30,-10
14,1,0.671383,70,-10
14,0,0.632498,10,-70
14,0,1.372398,80,-70
14,0,0.737915,50,-100
14,0,0.873291,40,-40
14,0,3.146558,50,-80
14,0,1.034087,10,-10
14,0,7.021164,40,-70
14,0,0.787598,50,-40
14,0,0.808344,20,-80
14,0,0.869005,10,-50
14,0,0.839081,50,-100
14,0,0.93002,30,-80
14,0,1.010086,30,-90
14,0,1.101902,20,-40
14,0,0.94277,70,-100
14,0,1.981508,40,-60
14,1,0.931162,60,-40
14,0,0.771268,40,-70
14,0,0.889257,70,-80
14,0,1.218635,30,-70
14,1,1.319426,100,-10
14,1,1.759613,90,-20
14,0,0.686649,40,-50
14,0,0.880058,10,-10
14,0,1.217534,20,-80
14,0,1.270374,50,-60
14,1,0.927768,100,-20
14,1,0.951818,40,-30
14,1,1.094693,70,-30
14,1,0.831485,100,-30
14,0,0.762721,80,-90
14,0,0.952671,20,-100
14,1,0.967661,100,-10
14,1,0.950364,80,-20
15,0,2.268553,50,-40
15,1,2.023403,90,-60
15,1,2.411982,90,-30
15,1,2.537176,30,-10
15,1,2.561214,40,-20
15,0,4.32853,60,-90
15,1,2.136959,90,-10
15,0,1.816562,10,-100
15,0,2.453136,60,-50
15,0,2.448259,40,-30
15,0,2.339577,70,-90
15,1,1.651472,80,-20
15,1,1.719102,80,-10
15,0,1.302751,40,-100
15,0,1.159025,30,-100
15,0,4.925561,50,-50
15,1,1.81523,60,-40
15,1,6.01195,100,-90
15,1,1.55861,100,-40
15,0,1.188608,10,-70
15,0,1.082178,70,-50
15,1,1.412458,100,-20
15,1,1.289215,100,-40
15,0,2.706743,80,-100
15,1,1.715994,80,-60
15,0,1.332983,80,-80
15,0,1.188735,30,-90
15,0,1.298296,10,-50
15,1,1.963518,50,-10
15,0,1.642743,70,-70
15,0,1.230249,10,-60
15,0,1.377844,20,-100
15,0,1.664012,30,-70
15,0,1.730549,50,-90
15,0,1.554074,10,-40
15,1,1.056879,90,-10
15,0,2.074957,60,-70
15,1,1.613393,40,-10
15,0,1.450613,30,-50
15,0,1.574128,30,-60
15,0,1.779595,40,-60
15,1,2.865954,30,-20
15,1,1.836831,70,-40
15,0,1.623837,30,-70
15,1,1.460061,100,-80
15,0,1.182946,20,-20
15,1,2.164934,100,-60
15,1,1.900158,70,-30
15,1,1.973828,100,-50
15,0,2.268156,10,-90
15,0,1.919245,30,-100
15,0,1.967246,50,-80
15,0,2.901717,90,-50
15,1,1.118904,70,-20
15,0,1.487675,30,-80
15,0,1.416841,90,-70
15,0,1.989461,20,-100
15,0,1.794688,90,-90
15,0,2.192878,90,-80
15,0,2.950238,40,-90
15,1,2.19804,60,-80
15,1,2.444001,90,-30
15,1,0.999121,60,-10
15,0,2.396006,100,-100
15,1,1.257347,60,-10
15,1,1.396032,70,-50
15,0,1.97705,40,-80
15,0,1.487327,20,-10
15,0,1.984385,50,-80
15,0,1.773888,40,-100
15,0,1.627618,20,-50
15,0,1.568595,90,-100
15,1,3.638224,100,-50
15,0,1.210491,40,-40
15,0,2.742602,80,-100
15,0,1.886079,10,-80
15,0,1.711817,10,-40
15,1,1.072728,90,-40
15,1,1.827004,80,-60
15,0,2.031119,30,-50
15,0,1.539048,20,-90
15,1,2.553977,70,-80
15,1,2.313113,30,-10
15,0,2.545729,80,-70
15,1,1.169055,80,-10
15,0,1.918994,10,-10
15,0,4.383438,60,-100
15,0,2.134852,90,-70
15,1,1.783134,50,-50
15,1,1.285457,80,-20
15,1,2.079493,40,-40
15,1,2.05824,100,-60
15,1,2.340734,10,-10
15,0,1.788276,20,-50
15,0,2.530119,50,-40
15,1,1.850565,60,-40
15,0,1.709732,40,-70
15,0,1.718928,70,-100
15,1,1.294499,100,-10
15,1,1.439848,70,-30
15,1,2.87741,10,-20
15,1,1.559989,70,-90
15,0,2.566953,40,-30
15,0,2.421858,60,-30
15,0,1.642058,80,-30
15,0,3.733344,20,-60
15,0,2.77356,60,-60
15,0,2.77957,10,-50
15,0,3.609706,30,-90
15,0,1.974997,10,-80
15,0,2.061006,100,-80
15,1,1.264653,100,-20
15,0,2.147387,40,-90
15,1,1.48333,80,-50
15,0,3.396899,40,-50
15,0,2.954537,90,-100
15,0,2.913804,70,-100
15,0,1.907376,10,-70
15,1,1.475531,80,-40
15,0,1.357272,30,-40
15,0,1.843284,70,-60
15,0,2.030611,20,-40
15,0,2.370098,60,-60
15,0,2.736674,20,-10
15,0,2.048131,10,-30
15,1,1.107711,90,-20
15,0,1.59589,100,-100
15,0,1.744759,100,-90
15,1,2.432046,50,-20
15,1,2.148523,30,-30
15,0,2.276266,30,-40
15,1,1.382758,80,-40
15,0,2.340872,90,-60
15,0,2.052761,80,-90
15,1,1.207134,60,-20
15,1,1.083955,70,-10
15,0,2.501398,60,-70
15,1,1.647413,60,-20
15,1,1.746373,50,-20
15,0,2.545999,60,-80
15,0,2.682141,100,-30
15,0,2.588524,10,-90
15,0,1.794114,90,-90
15,0,2.519535,60,-50
15,0,2.152121,80,-80
15,0,2.759231,40,-70
15,0,2.070834,60,-100
15,0,1.848956,10,-30
15,0,2.772077,30,-80
15,0,1.650232,20,-70
15,0,2.300318,50,-90
15,0,1.501759,20,-80
15,1,1.599267,70,-10
15,0,1.853092,20,-40
15,0,1.288169,100,-70
15,1,2.225671,30,-30
15,1,1.805292,60,-30
15,1,1.578247,50,-10
15,0,1.432089,50,-30
15,0,1.539757,20,-60
15,0,1.114642,30,-20
15,0,1.755357,100,-70
15,0,1.770526,70,-80
15,0,1.400564,20,-30
15,0,1.621522,10,-100
15,1,1.265906,100,-30
15,0,1.604666,40,-50
15,0,1.921739,80,-70
15,0,1.417889,50,-60
15,0,1.318907,60,-90
15,1,0.983077,80,-30
15,0,1.044477,20,-80
15,0,1.167954,10,-60
15,1,1.333966,90,-20
15,0,1.038222,20,-90
15,1,2.249637,70,-40
15,1,1.733525,20,-20
15,0,2.10106,40,-80
15,0,1.950437,40,-60
15,1,1.766025,90,-40
15,0,1.812596,40,-10
15,0,1.776754,10,-20
15,0,2.231119,90,-50
15,1,1.354866,70,-20
15,0,1.937803,50,-30
15,0,1.793444,80,-90
15,0,1.246726,50,-100
15,0,1.769306,50,-70
15,0,1.311143,30,-60
15,0,1.359398,40,-20
15,0,1.24669,70,-60
15,0,1.15362,50,-60
15,0,1.415718,90,-80
15,0,2.116655,80,-50
15,0,1.56537,50,-100
15,1,1.172036,100,-10
15,0,1.162112,50,-70
15,0,1.713102,70,-70
15,0,1.793508,20,-70
15,0,1.663235,20,-30
16,0,6.377842,40,-40
16,0,1.703057,10,-20
16,1,4.150813,10,-10
16,0,1.964452,20,-30
16,0,4.193712,50,-60
16,1,3.046136,70,-50
16,0,3.024142,50,-90
16,0,1.986834,10,-100
16,0,1.743741,30,-30
16,0,1.774594,30,-80
16,1,2.355583,60,-10
16,0,1.105884,60,-60
16,1,1.816731,90,-20
16,1,4.547689,100,-50
16,0,1.849139,70,-80
16,0,1.051134,10,-90
16,1,0.963736,100,-30
16,1,1.401493,90,-10
16,0,2.86969,80,-50
16,1,1.718123,70,-40
16,1,0.917525,50,-20
16,0,1.060378,90,-80
16,0,1.453714,90,-70
16,0,1.0078,60,-50
16,1,1.179031,50,-10
16,1,4.76743,70,-30
16,0,1.116749,10,-40
16,0,1.355604,10,-30
16,0,0.79284,50,-30
16,1,1.204882,70,-10
16,0,0.871798,30,-100
16,0,1.528379,80,-50
16,0,0.90358,10,-100
16,0,0.814901,10,-40
16,0,0.571003,40,-30
16,0,0.679788,30,-50
16,0,1.256202,60,-80
16,0,0.786192,30,-60
16,0,1.022363,40,-40
16,0,0.945566,10,-20
16,0,3.087362,100,-70
16,0,1.295889,60,-90
16,0,1.112143,50,-30
16,0,1.439459,100,-100
16,0,1.36179,20,-50
16,0,1.175029,10,-10
16,0,1.819622,10,-60
16,0,3.094071,70,-90
16,0,0.862345,20,-60
16,0,3.191321,80,-80
16,0,1.997479,70,-60
16,1,0.760858,80,-30
16,0,1.350002,30,-90
16,0,1.019632,30,-100
16,0,1.142845,80,-60
16,1,0.893396,100,-30
16,0,0.885354,50,-50
16,0,0.79781,10,-80
16,0,1.329665,10,-30
16,0,3.832859,90,-80
16,1,1.107586,70,-10
16,0,0.84293,30,-90
16,1,1.021565,80,-20
16,0,0.832684,50,-70
16,0,2.307261,60,-70
16,0,1.627376,100,-60
16,0,2.133705,40,-70
16,1,0.707998,100,-10
16,0,0.763403,90,-100
16,0,1.200985,40,-50
16,0,0.804039,90,-60
16,0,1.288008,20,-90
16,0,1.519515,100,-100
16,1,0.886869,90,-10
16,0,0.991341,30,-60
16,1,1.076126,30,-10
16,0,0.725543,30,-50
16,0,1.357272,60,-90
16,0,0.907641,50,-20
16,0,0.643566,40,-30
16,0,1.269278,20,-70
16,0,1.350402,60,-40
16,1,0.907523,70,-20
16,0,1.290876,10,-70
16,0,0.667298,60,-100
16,0,1.380118,50,-80
16,0,1.121247,100,-80
16,1,1.120111,70,-20
16,0,0.871496,20,-80
16,0,0.935598,80,-100
16,0,0.749479,30,-70
16,1,1.564183,20,-10
16,0,0.994175,50,-40
16,0,1.558577,70,-30
16,0,0.956261,10,-90
16,0,1.10547,40,-70
16,0,0.801263,30,-20
16,0,0.812142,100,-80
16,0,0.727474,70,-70
16,1,0.974674,60,-10
16,0,2.852566,90,-60
16,0,1.23784,10,-70
16,0,0.704249,70,-80
16,0,0.687194,40,-80
16,1,0.871241,50,-10
16,1,0.800175,80,-10
16,1,1.236469,90,-20
16,0,0.966513,10,-80
16,0,0.835101,90,-90
16,0,2.00514,90,-40
16,0,0.785307,50,-60
16,0,0.781396,30,-40
16,0,0.562101,40,-60
16,0,0.727815,30,-70
16,0,0.734678,20,-50
16,0,0.692728,30,-80
16,0,0.5729,90,-30
16,0,0.665923,70,-70
16,0,1.403961,70,-50
16,0,1.639957,80,-90
16,0,2.897913,40,-90
16,0,0.937735,60,-50
16,1,1.319991,60,-20
16,0,1.046671,100,-60
16,1,3.50501,100,-40
16,1,1.273415,30,-10
16,0,0.833798,60,-70
16,0,0.980764,10,-50
16,0,0.577331,80,-40
16,0,1.349785,20,-90
16,0,0.819094,70,-40
16,1,2.76603,80,-40
16,0,1.123931,40,-60
16,0,0.858552,100,-20
16,0,2.291686,70,-90
16,0,1.635719,20,-40
16,0,4.726608,40,-100
16,1,1.677371,60,-30
16,0,1.726591,50,-90
16,0,0.901293,50,-40
16,0,1.244446,100,-90
16,0,0.73445,20,-30
16,1,1.213063,60,-20
16,0,0.944708,50,-50
16,0,1.102687,40,-50
16,0,1.26989,80,-70
16,0,1.846091,20,-40
16,0,1.04067,90,-100
16,0,0.714521,30,-40
16,0,0.826032,60,-30
16,0,2.060144,80,-80
16,1,1.269896,90,-30
16,0,0.615075,60,-40
16,0,1.154309,40,-20
16,1,0.991852,80,-20
16,0,3.059699,40,-100
16,0,1.65389,90,-70
16,0,0.991242,40,-80
16,0,0.596047,40,-90
16,1,1.055864,20,-20
16,0,1.289201,20,-60
16,0,0.601114,90,-50
16,0,3.092501,70,-60
16,0,0.605216,80,-90
16,1,1.000641,40,-20
16,0,0.707788,100,-90
16,0,0.642973,100,-70
16,0,0.733196,90,-40
16,0,0.731619,70,-100
16,0,0.674551,50,-100
16,0,0.626951,100,-40
16,1,0.821395,80,-10
16,1,1.217363,100,-10
16,0,1.371684,30,-20
16,0,1.080541,20,-80
16,0,0.705223,80,-60
16,0,1.016883,90,-50
16,0,1.580183,20,-70
16,0,0.736913,10,-50
16,0,0.711204,30,-30
16,0,0.64631,50,-80
16,0,1.52792,20,-100
16,0,0.974435,20,-100
16,0,0.626999,80,-70
16,1,0.829558,100,-20
16,0,0.905083,60,-100
16,1,1.304328,40,-10
16,0,1.24776,10,-60
16,0,0.729869,50,-70
16,0,0.655795,100,-50
16,1,0.881248,20,-10
16,1,0.627121,40,-10
16,0,0.621797,80,-30
16,1,1.152889,20,-20
16,0,0.454574,60,-80
16,0,1.039773,70,-100
16,0,0.785883,50,-100
16,0,0.693743,90,-90
16,0,0.453763,60,-60
16,0,0.679121,80,-100
17,1,2.986053,100,-20
17,0,0.71822,30,-70
17,0,0.941665,60,-40
17,0,0.883586,70,-10
17,0,1.444329,10,-80
17,0,1.046994,30,-20
17,0,1.072954,40,-100
17,0,0.946269,40,-50
17,0,1.056447,20,-20
17,0,0.849736,40,-90
17,0,0.51635,50,-30
17,0,0.572333,70,-90
17,0,0.433118,30,-70
17,0,0.5643,40,-40
17,0,1.209572,100,-40
17,0,0.629161,40,-30
17,0,0.496313,30,-100
17,0,1.440383,90,-30
17,0,0.5464,60,-40
17,0,0.441112,20,-60
17,0,0.531087,20,-70
17,0,0.626258,60,-10
17,0,0.941032,80,-80
17,0,0.587109,40,-20
17,0,0.407586,30,-30
17,0,1.027101,40,-100
17,0,0.701546,80,-100
17,0,0.573042,70,-80
17,0,0.78555,10,-100
17,0,0.509638,30,-90
17,0,0.453661,20,-40
17,0,0.450447,80,-50
17,0,0.491597,40,-10
17,0,0.4918,30,-100
17,0,0.435715,50,-80
17,0,1.175819,10,-90
17,0,0.48888,90,-50
17,0,0.487031,50,-40
17,0,0.53488,60,-70
17,0,0.525483,60,-50
17,0,0.540244,40,-90
17,0,0.522408,50,-100
17,0,1.00905,100,-50
17,0,0.908156,90,-100
17,0,0.587729,10,-60
17,0,0.488173,10,-20
17,0,0.98021,40,-10
17,0,0.568946,40,-60
17,0,0.62957,100,-60
17,0,0.512826,40,-20
17,0,0.4649,20,-30
17,0,0.474338,30,-10
17,0,0.58011,60,-20
17,0,0.753419,20,-80
17,0,0.66282,70,-30
17,0,0.841708,70,-50
17,0,1.259399,100,-70
17,0,2.413386,80,-40
17,0,1.248962,90,-70
17,0,1.34669,100,-80
17,0,2.080896,100,-90
17,0,0.417362,40,-50
17,0,0.428333,30,-90
17,0,0.415618,70,-90
17,0,0.590755,80,-20
17,0,0.419612,50,-70
17,0,0.572095,80,-90
17,0,0.688908,20,-30
17,0,0.592977,80,-50
17,0,1.292884,90,-100
17,0,0.406359,80,-10
17,0,1.625546,20,-100
17,0,0.732091,10,-40
17,0,0.5069,90,-70
17,0,0.57894,20,-90
17,0,0.456089,50,-90
17,0,1.249516,100,-90
17,0,0.683391,70,-30
17,0,0.468036,50,-50
17,0,0.709429,40,-70
17,0,0.972865,100,-70
17,0,0.594193,60,-100
17,0,0.782202,10,-10
17,0,0.851375,80,-70
17,0,0.628755,60,-50
17,0,1.475293,50,-80
17,0,0.908188,100,-80
17,0,0.635484,90,-90
17,1,1.237259,70,-10
17,0,0.655296,50,-20
17,0,0.545345,30,-40
17,0,0.864142,20,-80
17,0,0.465971,20,-10
17,0,0.419957,70,-60
17,0,0.432142,60,-80
17,0,0.499278,80,-80
17,0,0.460124,90,-90
17,0,0.430114,10,-20
17,0,0.569322,30,-60
17,0,0.430823,20,-10
17,0,0.425952,70,-20
17,0,0.661459,50,-100
17,0,0.40749,70,-80
17,0,0.675329,100,-100
17,0,0.413375,20,-20
17,0,0.482137,90,-30
17,0,0.979361,70,-100
17,0,0.705406,30,-40
17,0,0.514064,70,-70
17,0,0.602724,60,-30
17,1,1.703395,90,-20
17,0,1.631337,100,-30
17,0,0.51536,30,-50
17,0,0.620058,40,-80
17,0,0.582603,10,-50
17,0,0.796719,90,-80
17,0,0.777329,10,-100
17,1,0.831338,100,-10
17,0,0.46671,20,-40
17,0,0.510684,90,-50
17,0,0.851915,50,-10
17,0,1.885783,60,-100
17,0,0.478773,20,-60
17,0,0.476785,10,-70
17,0,0.518106,60,-30
17,0,0.827246,80,-60
17,0,0.510008,60,-20
17,0,0.542014,40,-70
17,0,0.444009,50,-40
17,1,1.063771,80,-10
17,0,0.481887,30,-60
17,0,0.506426,100,-50
17,0,0.454648,70,-40
17,0,0.583797,90,-80
17,0,0.500501,20,-70
17,0,0.588449,10,-60
17,0,0.462042,70,-50
17,0,0.603383,20,-100
17,0,0.59848,50,-20
17,0,0.432008,60,-90
17,0,0.474667,40,-30
17,0,0.473954,40,-80
17,0,0.668459,90,-60
17,0,0.501296,80,-100
17,0,1.04514,80,-90
17,0,0.509874,50,-30
17,0,0.477728,40,-40
17,0,0.526613,70,-70
17,0,0.517265,70,-100
17,0,0.561046,60,-60
17,0,0.446405,60,-90
17,0,0.744612,100,-100
17,0,0.486406,10,-70
17,0,0.480435,30,-30
17,0,0.434591,60,-60
17,0,0.452435,50,-50
17,0,0.46972,80,-30
18,0,3.796086,10,-50
18,1,5.312611,90,-60
18,0,4.264762,20,-40
18,0,4.370776,50,-80
18,1,2.384155,90,-20
18,0,2.444224,50,-100
18,0,1.76778,30,-60
18,1,2.348367,80,-20
18,1,2.666216,100,-70
18,1,2.098996,10,-10
18,1,2.411489,60,-30
18,1,1.702862,50,-20
18,0,1.022284,30,-100
