plotEmpiricalPAcceptVsAdjustedRT.py1.000000000000000000e+00,0.000000000000000000e+00,8.605840000000000156e-01,1.000000000000000000e+01,-1.000000000000000000e+02
1.000000000000000000e+00,0.000000000000000000e+00,1.706345999999999918e+00,1.000000000000000000e+01,-1.000000000000000000e+02
2.000000000000000000e+00,0.000000000000000000e+00,1.778998999999999997e+00,1.000000000000000000e+01,-1.000000000000000000e+02
2.000000000000000000e+00,0.000000000000000000e+00,1.038426000000000071e+00,1.000000000000000000e+01,-1.000000000000000000e+02
3.000000000000000000e+00,0.000000000000000000e+00,3.907808999999999866e+00,1.000000000000000000e+01,-1.000000000000000000e+02
3.000000000000000000e+00,0.000000000000000000e+00,1.045919999999999961e+00,1.000000000000000000e+01,-1.000000000000000000e+02
4.000000000000000000e+00,0.000000000000000000e+00,1.923993000000000064e+00,1.000000000000000000e+01,-1.000000000000000000e+02
4.000000000000000000e+00,0.000000000000000000e+00,9.337060000000000359e-01,1.000000000000000000e+01,-1.000000000000000000e+02
6.000000000000000000e+00,0.000000000000000000e+00,1.705759000000000025e+00,1.000000000000000000e+01,-1.000000000000000000e+02
6.000000000000000000e+00,0.000000000000000000e+00,1.077801999999999927e+00,1.000000000000000000e+01,-1.000000000000000000e+02
7.000000000000000000e+00,0.000000000000000000e+00,1.231697999999999960e+00,1.000000000000000000e+01,-1.000000000000000000e+02
8.000000000000000000e+00,0.000000000000000000e+00,9.995880000000000321e-01,1.000000000000000000e+01,-1.000000000000000000e+02
9.000000000000000000e+00,0.000000000000000000e+00,2.794290999999999858e+00,1.000000000000000000e+01,-1.000000000000000000e+02
9.000000000000000000e+00,0.000000000000000000e+00,8.868009999999999504e-01,1.000000000000000000e+01,-1.000000000000000000e+02
1.000000000000000000e+01,0.000000000000000000e+00,8.398520000000000429e-01,1.000000000000000000e+01,-1.000000000000000000e+02
1.100000000000000000e+01,0.000000000000000000e+00,1.467306999999999917e+00,1.000000000000000000e+01,-1.000000000000000000e+02
1.100000000000000000e+01,0.000000000000000000e+00,1.195297999999999972e+00,1.000000000000000000e+01,-1.000000000000000000e+02
1.200000000000000000e+01,0.000000000000000000e+00,1.292880000000000029e+00,1.000000000000000000e+01,-1.000000000000000000e+02
1.200000000000000000e+01,0.000000000000000000e+00,1.251006000000000062e+00,1.000000000000000000e+01,-1.000000000000000000e+02
1.300000000000000000e+01,0.000000000000000000e+00,8.199600000000000222e-01,1.000000000000000000e+01,-1.000000000000000000e+02
1.300000000000000000e+01,0.000000000000000000e+00,9.208950000000000191e-01,1.000000000000000000e+01,-1.000000000000000000e+02
1.400000000000000000e+01,0.000000000000000000e+00,8.261749999999999927e-01,1.000000000000000000e+01,-1.000000000000000000e+02
1.400000000000000000e+01,0.000000000000000000e+00,1.624233000000000038e+00,1.000000000000000000e+01,-1.000000000000000000e+02
1.500000000000000000e+01,0.000000000000000000e+00,1.816562000000000010e+00,1.000000000000000000e+01,-1.000000000000000000e+02
1.500000000000000000e+01,0.000000000000000000e+00,1.621521999999999908e+00,1.000000000000000000e+01,-1.000000000000000000e+02
1.600000000000000000e+01,0.000000000000000000e+00,1.986833999999999989e+00,1.000000000000000000e+01,-1.000000000000000000e+02
1.600000000000000000e+01,0.000000000000000000e+00,9.035800000000000498e-01,1.000000000000000000e+01,-1.000000000000000000e+02
1.700000000000000000e+01,0.000000000000000000e+00,7.855499999999999705e-01,1.000000000000000000e+01,-1.000000000000000000e+02
1.700000000000000000e+01,0.000000000000000000e+00,7.773290000000000477e-01,1.000000000000000000e+01,-1.000000000000000000e+02
