,knode_name,stochastic,observed,subj,node,tag,depends,hidden,subj_idx,trial,rt,response,gain,loss,sure,mean,std,2.5q,25q,50q,75q,97.5q,mc err,map
t_subj.13,t_subj,True,False,True,t_subj.13,(),['subj_idx'],False,13,,,,,,,0.30732502657604,0.026224340230665548,0.2510306593116095,0.29109515770733113,0.30907081569062345,0.32619510035905286,0.3521885709436853,0.0006484390382992882,0.3734426780747265
t_subj.14,t_subj,True,False,True,t_subj.14,(),['subj_idx'],False,14,,,,,,,0.30584621783762944,0.03935896683130189,0.22285578981669069,0.2814047453251768,0.3076939699057597,0.33434241879197196,0.376547058975303,0.001047337924561781,0.43433554574654915
t_subj.15,t_subj,True,False,True,t_subj.15,(),['subj_idx'],False,15,,,,,,,0.40998315307331407,0.03663778375579395,0.3319177222417325,0.38707739977331795,0.4123054456327971,0.43616375487220893,0.47278451716798886,0.0009167273725736299,0.5043487221433489
t_subj.16,t_subj,True,False,True,t_subj.16,(),['subj_idx'],False,16,,,,,,,0.01869578869950291,0.0146708237316882,0.000817558292017418,0.007471678592319797,0.015273642433624508,0.02648421558914247,0.05540917906381902,0.0003425581885552444,0.13581373726289636
t_subj.17,t_subj,True,False,True,t_subj.17,(),['subj_idx'],False,17,,,,,,,0.37055762801611447,0.023629236238546927,0.31942931394305385,0.35586281875280523,0.3719322386595431,0.3874507996171993,0.4123005138910886,0.0006053360467058097,0.43392068855759197
t_subj.18,t_subj,True,False,True,t_subj.18,(),['subj_idx'],False,18,,,,,,,0.012592996942429395,0.009882979159236237,0.0005075163705361781,0.00489660026921949,0.010198281919866398,0.018150595113258006,0.036870825890946,0.0002439842018834249,0.08429907848870745
t_subj.19,t_subj,True,False,True,t_subj.19,(),['subj_idx'],False,19,,,,,,,0.5441654553016467,0.02395178611370512,0.4910740199358685,0.5290407460561172,0.5463600403122875,0.56123069037967,0.5852852567590636,0.0005574008702897867,0.5937929627162061
t_subj.20,t_subj,True,False,True,t_subj.20,(),['subj_idx'],False,20,,,,,,,0.479586041737847,0.01864533849444113,0.43995772232258024,0.4678497476692287,0.4803296496105617,0.4924318965615626,0.513312527863381,0.0004523150055018452,0.5130927217435344
t_subj.21,t_subj,True,False,True,t_subj.21,(),['subj_idx'],False,21,,,,,,,0.014053039272125705,0.010966879754623895,0.0006141817731861537,0.005571555675738957,0.011385934539751614,0.020050720981633678,0.04131876626278998,0.00026319824315404266,0.07890710638034965
t_subj.22,t_subj,True,False,True,t_subj.22,(),['subj_idx'],False,22,,,,,,,0.2163022321613994,0.017518659707829478,0.1779378241983867,0.2055494701655872,0.21746990441076974,0.22839862400068586,0.2471889523182078,0.0005044907495253723,0.26312427279804185
t_subj.23,t_subj,True,False,True,t_subj.23,(),['subj_idx'],False,23,,,,,,,0.33018527430824796,0.04318515906258006,0.23375725415825951,0.30255829867256073,0.33435033926175106,0.3610728059287088,0.4028991900424574,0.001281062279926284,0.4507365897158504
t_subj.24,t_subj,True,False,True,t_subj.24,(),['subj_idx'],False,24,,,,,,,0.3663022527082694,0.012650913210850682,0.3384800629591241,0.3584759404238595,0.3675731413614234,0.37526031115540726,0.387208277159882,0.000267099982089068,0.38917526448643397
t_subj.25,t_subj,True,False,True,t_subj.25,(),['subj_idx'],False,25,,,,,,,0.34853804727011495,0.04293348896869638,0.2583990756025333,0.32049739000709865,0.3521645140647232,0.37867543942085663,0.42554878874355295,0.001065740176554814,0.49606700347554755
t_subj.26,t_subj,True,False,True,t_subj.26,(),['subj_idx'],False,26,,,,,,,0.2667674102349846,0.05543093693425735,0.15050016597335814,0.23186034033172226,0.2695420287740393,0.3043419995537115,0.36682573077931646,0.0014810009208941185,0.4356230043030203
t_subj.27,t_subj,True,False,True,t_subj.27,(),['subj_idx'],False,27,,,,,,,0.26640032018849463,0.02382012201539614,0.2132929857910621,0.2519415010061467,0.2680813520601708,0.2832624027487631,0.30867394839072176,0.0006844723854973216,0.3259037666042759
t_subj.28,t_subj,True,False,True,t_subj.28,(),['subj_idx'],False,28,,,,,,,0.5223870011946429,0.0124071628882201,0.49452560204741686,0.5148929109942639,0.523586924640187,0.531183854227026,0.5428761678113405,0.0002674207445676246,0.5392474610611352
t_subj.29,t_subj,True,False,True,t_subj.29,(),['subj_idx'],False,29,,,,,,,0.4447135566303879,0.013784309744213068,0.41577406616694534,0.43613695913687117,0.445635137398456,0.45433029752622733,0.47000247243166693,0.0002799737509182734,0.46852845314672104
t_subj.30,t_subj,True,False,True,t_subj.30,(),['subj_idx'],False,30,,,,,,,0.48406637014705894,0.02410943524355753,0.43408853763773003,0.46830851274743635,0.4853023513689545,0.501630611780939,0.527170835767386,0.0006744621529202871,0.549620984986136
t_subj.31,t_subj,True,False,True,t_subj.31,(),['subj_idx'],False,31,,,,,,,0.570079218572424,0.012956447539281487,0.5425496442886931,0.562023609205085,0.5709458216407837,0.5793311014065258,0.5923063792221164,0.00033732296427582854,0.587656710735106
t_subj.32,t_subj,True,False,True,t_subj.32,(),['subj_idx'],False,32,,,,,,,0.629104959960034,0.02132891536002984,0.5839547690211462,0.6157316627554092,0.6301024354701515,0.6438729850697116,0.6660805577171215,0.0005355322597613717,0.6749741031453499
t_subj.33,t_subj,True,False,True,t_subj.33,(),['subj_idx'],False,33,,,,,,,0.5610566417755488,0.017053395100392967,0.5235641690188965,0.5507623341085875,0.562672547342425,0.573066057001782,0.5900925399822756,0.000383328284325433,0.5889819825850892
t_subj.34,t_subj,True,False,True,t_subj.34,(),['subj_idx'],False,34,,,,,,,0.5048778114770331,0.017069273821207296,0.4676411123473675,0.49451517249867927,0.5061200666635728,0.5169290054176867,0.5341819822165348,0.0003866385072555936,0.5347867880998223
t_subj.35,t_subj,True,False,True,t_subj.35,(),['subj_idx'],False,35,,,,,,,0.5227401501307695,0.03120609811630455,0.45659254433598984,0.5023457519287512,0.524268029828698,0.5442155116121112,0.5811109246152413,0.0009213188629119835,0.6103262361370994
t_subj.36,t_subj,True,False,True,t_subj.36,(),['subj_idx'],False,36,,,,,,,0.41566501090875757,0.024844205518326466,0.362578242898354,0.39998886003037576,0.41682690957237306,0.4330779670428352,0.46015091596497626,0.0005618752657780382,0.47288776619161227
t_subj.37,t_subj,True,False,True,t_subj.37,(),['subj_idx'],False,37,,,,,,,0.4459035750305628,0.011819784573059933,0.4200915447163943,0.4383638587389068,0.4468683947840838,0.4543542291959957,0.4658489578796174,0.0002665961561330095,0.46175592255140935
t_subj.38,t_subj,True,False,True,t_subj.38,(),['subj_idx'],False,38,,,,,,,0.5309794528283317,0.03744675064064274,0.4535603371191082,0.5072437617653326,0.5326666829694979,0.5575501050977794,0.5990570991308286,0.0011329392176602498,0.6408583217480109
t_subj.39,t_subj,True,False,True,t_subj.39,(),['subj_idx'],False,39,,,,,,,0.49141202921663857,0.02579380448431646,0.43630398544636645,0.4749536191656449,0.49371937953405187,0.5094757651645645,0.5371955705681222,0.0007526726792880857,0.5542020645823851
v_Intercept,v_Intercept,True,False,False,v_Intercept,(),[],False,,,,,,,,-0.28575748368965853,0.11300730029596667,-0.5137728822534482,-0.3592804146979855,-0.28359305949235813,-0.21290044362327065,-0.062200552396111775,0.002404758968227536,1.3078584569892266
v_Intercept_std,v_Intercept_std,True,False,False,v_Intercept_std,(),[],False,,,,,,,,0.6795195625547383,0.08615569021778953,0.5308353092639726,0.6180459032807353,0.6725656226030862,0.734105908470966,0.8686673492228966,0.0020959690108006282,0.23369793741298422
v_Intercept_tau,v_Intercept_tau,False,False,False,v_Intercept_tau,(),[],True,,,,,,,,,,,,,,,,18.31007997542041
v_Intercept_subj.1,v_Intercept_subj,True,False,True,v_Intercept_subj.1,(),['subj_idx'],False,1,,,,,,,1.3421938123571986,0.18682616815861566,0.9746251932718225,1.2188637829665336,1.3443747412758822,1.4668080249035662,1.7092253890519584,0.008621440096656288,1.84051617732138
v_Intercept_subj.2,v_Intercept_subj,True,False,True,v_Intercept_subj.2,(),['subj_idx'],False,2,,,,,,,0.04516209056605114,0.14920372292977885,-0.2539283866711629,-0.05172514075931228,0.044636821938143334,0.14772985181652026,0.33317970234607414,0.006118822871613853,1.4947809260812783
v_Intercept_subj.3,v_Intercept_subj,True,False,True,v_Intercept_subj.3,(),['subj_idx'],False,3,,,,,,,-0.7428001766381547,0.13714882424498248,-1.007089941828035,-0.8351609048816298,-0.7434433386765333,-0.6466637611268267,-0.4853602407744646,0.00640090013842196,1.1570463937980586
v_Intercept_subj.4,v_Intercept_subj,True,False,True,v_Intercept_subj.4,(),['subj_idx'],False,4,,,,,,,-0.9404002641249252,0.18119796448909875,-1.2898481404158482,-1.0642732270505564,-0.9421663297237287,-0.819251852578315,-0.5799799315126933,0.008050573544633661,1.4254949791109865
v_Intercept_subj.5,v_Intercept_subj,True,False,True,v_Intercept_subj.5,(),['subj_idx'],False,5,,,,,,,-0.9138614988592555,0.15895419251498133,-1.2230938653461891,-1.021847176690091,-0.9120428233558157,-0.8076111300898597,-0.5976589025231601,0.007466939058520476,1.2990285116076703
v_Intercept_subj.6,v_Intercept_subj,True,False,True,v_Intercept_subj.6,(),['subj_idx'],False,6,,,,,,,-0.04238556390673045,0.15147421209546355,-0.3334959620385881,-0.1480969132567362,-0.039471903353787086,0.062353757574942104,0.25751615967361735,0.0066847876292465,1.4552612692324511
v_Intercept_subj.7,v_Intercept_subj,True,False,True,v_Intercept_subj.7,(),['subj_idx'],False,7,,,,,,,0.05436394186472114,0.130897040006377,-0.1972019563009415,-0.03439980161808548,0.055764875706554376,0.14192325905568717,0.31119646689833175,0.006433220967410726,1.3610545265342444
v_Intercept_subj.8,v_Intercept_subj,True,False,True,v_Intercept_subj.8,(),['subj_idx'],False,8,,,,,,,-1.054552678915985,0.12852681537474966,-1.3046696983947912,-1.1431998011987468,-1.0530049853398085,-0.9654500108881964,-0.8006334773320507,0.006612827622737326,0.9960892533971691
v_Intercept_subj.9,v_Intercept_subj,True,False,True,v_Intercept_subj.9,(),['subj_idx'],False,9,,,,,,,-0.2270922886156347,0.13416747918390332,-0.4883656443592444,-0.3185196548014235,-0.22741838133135944,-0.1343329421284716,0.03416841491383574,0.0057107953584050785,1.3058920829744642
v_Intercept_subj.10,v_Intercept_subj,True,False,True,v_Intercept_subj.10,(),['subj_idx'],False,10,,,,,,,-1.222480816970497,0.12832508363077175,-1.462406948644438,-1.3133438677257614,-1.2223476651936007,-1.1314515100723876,-0.9798560985938966,0.006371972750701703,0.9393185680998516
v_Intercept_subj.11,v_Intercept_subj,True,False,True,v_Intercept_subj.11,(),['subj_idx'],False,11,,,,,,,-1.1273920357600544,0.15327886657359363,-1.41441589822401,-1.2344918797612214,-1.1307635436028485,-1.0282626619019883,-0.8136424571932137,0.006953933113313317,1.2292395741615116
v_Intercept_subj.12,v_Intercept_subj,True,False,True,v_Intercept_subj.12,(),['subj_idx'],False,12,,,,,,,-0.06268959206061989,0.10797295703739217,-0.2724091487318541,-0.13463047346603058,-0.062344501595360965,0.007786677934166562,0.1452735093998602,0.005049898817787438,1.1391296460429021
v_Intercept_subj.13,v_Intercept_subj,True,False,True,v_Intercept_subj.13,(),['subj_idx'],False,13,,,,,,,-0.7502248297041881,0.1307198087606298,-1.0048492844660972,-0.8393867009694469,-0.7480901714013929,-0.6604180435420555,-0.49941078963112356,0.005642436458738621,1.0938202887163833
v_Intercept_subj.14,v_Intercept_subj,True,False,True,v_Intercept_subj.14,(),['subj_idx'],False,14,,,,,,,-0.4440154979560707,0.12444808865936202,-0.6954638899577767,-0.5236232950092217,-0.44150882916059575,-0.36212010155432994,-0.19397092552672973,0.006002704689219127,1.1254313392968944
v_Intercept_subj.15,v_Intercept_subj,True,False,True,v_Intercept_subj.15,(),['subj_idx'],False,15,,,,,,,0.04367845530229799,0.12086223020095928,-0.19658734018860874,-0.03715875062584807,0.04466605670502316,0.1252756486653066,0.2776719046144187,0.005752219668688189,1.2919386561541846
v_Intercept_subj.16,v_Intercept_subj,True,False,True,v_Intercept_subj.16,(),['subj_idx'],False,16,,,,,,,-0.774293285932923,0.10536594028491408,-0.9752675866514661,-0.8465374218792869,-0.774350595078829,-0.7005846459286706,-0.5671423756921599,0.005066096602489578,0.7957850472283216
v_Intercept_subj.17,v_Intercept_subj,True,False,True,v_Intercept_subj.17,(),['subj_idx'],False,17,,,,,,,-1.1986122300705238,0.14544376777430443,-1.4805751964891753,-1.299104199291633,-1.1993028246232689,-1.098661366889274,-0.9087526203310402,0.006573267985946757,1.1350032499723062
v_Intercept_subj.18,v_Intercept_subj,True,False,True,v_Intercept_subj.18,(),['subj_idx'],False,18,,,,,,,-1.2535634056873555,0.14514472789681807,-1.5377553691370924,-1.3553735362977526,-1.2536355752703892,-1.1527101955870858,-0.9733084918062975,0.006852284924801552,1.0555820872308097
v_Intercept_subj.19,v_Intercept_subj,True,False,True,v_Intercept_subj.19,(),['subj_idx'],False,19,,,,,,,-0.10404485253497546,0.12560127252478961,-0.346311284202635,-0.18890286551220237,-0.10627730222529216,-0.019928549152044485,0.14505210669618074,0.005715701799243236,1.2692196696081637
v_Intercept_subj.20,v_Intercept_subj,True,False,True,v_Intercept_subj.20,(),['subj_idx'],False,20,,,,,,,0.2825595762033938,0.1587085521767804,-0.025930849397492052,0.1800730696040741,0.2835535081117706,0.390716084109412,0.5902588003174626,0.007873313696529183,1.61351212061716
