,knode_name,stochastic,observed,subj,node,tag,depends,hidden,subj_idx,response,rt,gain,loss,mean,std,2.5q,25q,50q,75q,97.5q,mc err
t_subj.28,t_subj,True,False,True,t_subj.28,(),['subj_idx'],False,28,,,,,0.4342926784093097,0.026982980223787773,0.3772403652545283,0.41739789585759673,0.4361325429048143,0.45277351917574155,0.4823865160598484,0.0007662086807607442
t_subj.29,t_subj,True,False,True,t_subj.29,(),['subj_idx'],False,29,,,,,0.3519531221631735,0.014484938067912744,0.31831713736525724,0.3438158807097597,0.3539028995881561,0.3620621663360897,0.3752924734796119,0.00048482093585138706
t_subj.30,t_subj,True,False,True,t_subj.30,(),['subj_idx'],False,30,,,,,0.35349999673191734,0.012681926638801636,0.32472159798798816,0.34624680459834756,0.3547744025223709,0.3622251864302922,0.37475114896865197,0.00030377809104367666
t_subj.31,t_subj,True,False,True,t_subj.31,(),['subj_idx'],False,31,,,,,0.37564500275607154,0.010538679006336638,0.351968862695215,0.3692628633938874,0.376812851893913,0.3831995017986479,0.39317023010553837,0.0003229898792244374
t_subj.32,t_subj,True,False,True,t_subj.32,(),['subj_idx'],False,32,,,,,0.37909000753723116,0.007878288320823273,0.36127028200391265,0.37431674923411623,0.3799393956473885,0.38463107688960985,0.39225660244997446,0.00023813439228426853
t_subj.33,t_subj,True,False,True,t_subj.33,(),['subj_idx'],False,33,,,,,0.3744723996749958,0.01291235330816348,0.3450857368190064,0.3665335995786914,0.37591648591894544,0.3837434230018389,0.3953143716805059,0.0003613534989056685
t_subj.34,t_subj,True,False,True,t_subj.34,(),['subj_idx'],False,34,,,,,0.3691137249857736,0.023839403822516314,0.3173196672174434,0.35429796780405576,0.37082882111966037,0.38611381693682656,0.4106035534312354,0.0007290985458253214
t_subj.35,t_subj,True,False,True,t_subj.35,(),['subj_idx'],False,35,,,,,0.5653088459750091,0.010848226225287593,0.540289626353772,0.5590560908635921,0.5664902663515405,0.5730541286811407,0.5825275690199612,0.0002479862297101852
t_subj.36,t_subj,True,False,True,t_subj.36,(),['subj_idx'],False,36,,,,,0.35473964497735105,0.010299249110093561,0.3317777648337577,0.34849617475330896,0.3556222746142045,0.36201382919842084,0.37218792993321415,0.000363707336902976
t_subj.37,t_subj,True,False,True,t_subj.37,(),['subj_idx'],False,37,,,,,0.7246465356311582,0.024748805967658646,0.6702595562543955,0.709588601726855,0.7260585571272288,0.7424574825221029,0.7678096153516265,0.0006281067424346063
t_subj.38,t_subj,True,False,True,t_subj.38,(),['subj_idx'],False,38,,,,,0.4997343905744334,0.02037916173832777,0.45405007961745153,0.4874844236925809,0.5016569149011731,0.5139241845711625,0.5338817633958506,0.0006794641131027975
t_subj.39,t_subj,True,False,True,t_subj.39,(),['subj_idx'],False,39,,,,,0.5122241293455959,0.009993489970613546,0.49050991579519365,0.5059865199044865,0.5130703462244466,0.5194227121213466,0.5294103123682314,0.00020597180616036144
t_subj.40,t_subj,True,False,True,t_subj.40,(),['subj_idx'],False,40,,,,,0.5349336353919637,0.029989426598563847,0.47142831765907534,0.5145417807946707,0.536615122565426,0.5570343636725348,0.5873330750703608,0.0009354725618143545
t_subj.41,t_subj,True,False,True,t_subj.41,(),['subj_idx'],False,41,,,,,0.3569144876123404,0.011166259110482326,0.3314074709576082,0.35023419644698267,0.3580979637566405,0.365000653259758,0.37518579791605633,0.0003433066274777675
t_subj.42,t_subj,True,False,True,t_subj.42,(),['subj_idx'],False,42,,,,,0.4260285877373344,0.02163464645902453,0.3787378659446256,0.4125609575387493,0.4275062153142556,0.44183503093034115,0.46279781253568747,0.0006612590738217276
t_subj.43,t_subj,True,False,True,t_subj.43,(),['subj_idx'],False,43,,,,,0.34506695669151727,0.020728924145203994,0.3012804973450584,0.33124530984485584,0.34669946849022804,0.3603427173203199,0.3811766530377428,0.0005243556677753103
t_subj.44,t_subj,True,False,True,t_subj.44,(),['subj_idx'],False,44,,,,,0.5284945213979497,0.019639669850333632,0.48592804604978873,0.5162473099005247,0.5296471822984808,0.5422038306478199,0.5634437241965398,0.0005584670929602825
t_subj.45,t_subj,True,False,True,t_subj.45,(),['subj_idx'],False,45,,,,,0.26287691250493495,0.028752947864290654,0.20383398574620987,0.24419171060607703,0.2641884228782511,0.2831828334220605,0.31494076092054274,0.000547556414597277
t_subj.46,t_subj,True,False,True,t_subj.46,(),['subj_idx'],False,46,,,,,0.34714964942809673,0.0229951196418271,0.2958211018818453,0.3335840322140037,0.35013020081559576,0.3634327345677897,0.3842910707181369,0.0007521883731523392
t_subj.47,t_subj,True,False,True,t_subj.47,(),['subj_idx'],False,47,,,,,0.3806317518598293,0.011872940742458399,0.3542960716253798,0.3730740842256222,0.3817565165049888,0.3894034224340371,0.4002999630533256,0.00030075759284400264
t_subj.48,t_subj,True,False,True,t_subj.48,(),['subj_idx'],False,48,,,,,0.3681514162485497,0.009898479612818319,0.34542902041532597,0.36221004558766223,0.36917611313141474,0.3753333829931473,0.3842329227639771,0.00032404331169173
t_subj.49,t_subj,True,False,True,t_subj.49,(),['subj_idx'],False,49,,,,,0.4770606898112564,0.022003171347986683,0.43114493883284827,0.4625550398044695,0.47832448116528137,0.4928544266229204,0.516121951176406,0.00046109978926490373
z_trans,z_trans,True,False,False,z_trans,(),[],True,,,,,,,,,,,,,
z,z,False,False,False,z,(),[],False,,,,,,0.3929443113844248,0.013604278280505748,0.366399711926861,0.38372200980694987,0.3925976758751306,0.4021328454482648,0.4197081938308864,0.00033441843230330205
z_std,z_std,True,False,False,z_std,(),[],False,,,,,,0.37765071591237676,0.023608314686355034,0.3336642936892737,0.3612611445498328,0.3765281726292362,0.39312810866099035,0.42566604313180467,0.0006919794865194167
z_tau,z_tau,False,False,False,z_tau,(),[],True,,,,,,,,,,,,,
z_subj_trans.1,z_subj_trans,True,False,True,z_subj_trans.1,(),['subj_idx'],True,1,,,,,,,,,,,,
z_subj_trans.2,z_subj_trans,True,False,True,z_subj_trans.2,(),['subj_idx'],True,2,,,,,,,,,,,,
z_subj_trans.3,z_subj_trans,True,False,True,z_subj_trans.3,(),['subj_idx'],True,3,,,,,,,,,,,,
z_subj_trans.4,z_subj_trans,True,False,True,z_subj_trans.4,(),['subj_idx'],True,4,,,,,,,,,,,,
z_subj_trans.5,z_subj_trans,True,False,True,z_subj_trans.5,(),['subj_idx'],True,5,,,,,,,,,,,,
z_subj_trans.6,z_subj_trans,True,False,True,z_subj_trans.6,(),['subj_idx'],True,6,,,,,,,,,,,,
z_subj_trans.7,z_subj_trans,True,False,True,z_subj_trans.7,(),['subj_idx'],True,7,,,,,,,,,,,,
z_subj_trans.8,z_subj_trans,True,False,True,z_subj_trans.8,(),['subj_idx'],True,8,,,,,,,,,,,,
z_subj_trans.9,z_subj_trans,True,False,True,z_subj_trans.9,(),['subj_idx'],True,9,,,,,,,,,,,,
z_subj_trans.10,z_subj_trans,True,False,True,z_subj_trans.10,(),['subj_idx'],True,10,,,,,,,,,,,,
z_subj_trans.11,z_subj_trans,True,False,True,z_subj_trans.11,(),['subj_idx'],True,11,,,,,,,,,,,,
z_subj_trans.12,z_subj_trans,True,False,True,z_subj_trans.12,(),['subj_idx'],True,12,,,,,,,,,,,,
z_subj_trans.13,z_subj_trans,True,False,True,z_subj_trans.13,(),['subj_idx'],True,13,,,,,,,,,,,,
z_subj_trans.14,z_subj_trans,True,False,True,z_subj_trans.14,(),['subj_idx'],True,14,,,,,,,,,,,,
z_subj_trans.15,z_subj_trans,True,False,True,z_subj_trans.15,(),['subj_idx'],True,15,,,,,,,,,,,,
z_subj_trans.16,z_subj_trans,True,False,True,z_subj_trans.16,(),['subj_idx'],True,16,,,,,,,,,,,,
z_subj_trans.17,z_subj_trans,True,False,True,z_subj_trans.17,(),['subj_idx'],True,17,,,,,,,,,,,,
z_subj_trans.18,z_subj_trans,True,False,True,z_subj_trans.18,(),['subj_idx'],True,18,,,,,,,,,,,,
z_subj_trans.19,z_subj_trans,True,False,True,z_subj_trans.19,(),['subj_idx'],True,19,,,,,,,,,,,,
z_subj_trans.20,z_subj_trans,True,False,True,z_subj_trans.20,(),['subj_idx'],True,20,,,,,,,,,,,,
z_subj_trans.21,z_subj_trans,True,False,True,z_subj_trans.21,(),['subj_idx'],True,21,,,,,,,,,,,,
z_subj_trans.22,z_subj_trans,True,False,True,z_subj_trans.22,(),['subj_idx'],True,22,,,,,,,,,,,,
z_subj_trans.23,z_subj_trans,True,False,True,z_subj_trans.23,(),['subj_idx'],True,23,,,,,,,,,,,,
z_subj_trans.24,z_subj_trans,True,False,True,z_subj_trans.24,(),['subj_idx'],True,24,,,,,,,,,,,,
z_subj_trans.25,z_subj_trans,True,False,True,z_subj_trans.25,(),['subj_idx'],True,25,,,,,,,,,,,,
z_subj_trans.26,z_subj_trans,True,False,True,z_subj_trans.26,(),['subj_idx'],True,26,,,,,,,,,,,,
z_subj_trans.27,z_subj_trans,True,False,True,z_subj_trans.27,(),['subj_idx'],True,27,,,,,,,,,,,,
