,knode_name,stochastic,observed,subj,node,tag,depends,hidden,subj_idx,response,rt,gain,loss,mean,std,2.5q,25q,50q,75q,97.5q,mc err
z_subj_trans.28,z_subj_trans,True,False,True,z_subj_trans.28,(),['subj_idx'],True,28,,,,,,,,,,,,
z_subj_trans.29,z_subj_trans,True,False,True,z_subj_trans.29,(),['subj_idx'],True,29,,,,,,,,,,,,
z_subj_trans.30,z_subj_trans,True,False,True,z_subj_trans.30,(),['subj_idx'],True,30,,,,,,,,,,,,
z_subj_trans.31,z_subj_trans,True,False,True,z_subj_trans.31,(),['subj_idx'],True,31,,,,,,,,,,,,
z_subj_trans.32,z_subj_trans,True,False,True,z_subj_trans.32,(),['subj_idx'],True,32,,,,,,,,,,,,
z_subj_trans.33,z_subj_trans,True,False,True,z_subj_trans.33,(),['subj_idx'],True,33,,,,,,,,,,,,
z_subj_trans.34,z_subj_trans,True,False,True,z_subj_trans.34,(),['subj_idx'],True,34,,,,,,,,,,,,
z_subj_trans.35,z_subj_trans,True,False,True,z_subj_trans.35,(),['subj_idx'],True,35,,,,,,,,,,,,
z_subj_trans.36,z_subj_trans,True,False,True,z_subj_trans.36,(),['subj_idx'],True,36,,,,,,,,,,,,
z_subj_trans.37,z_subj_trans,True,False,True,z_subj_trans.37,(),['subj_idx'],True,37,,,,,,,,,,,,
z_subj_trans.38,z_subj_trans,True,False,True,z_subj_trans.38,(),['subj_idx'],True,38,,,,,,,,,,,,
z_subj_trans.39,z_subj_trans,True,False,True,z_subj_trans.39,(),['subj_idx'],True,39,,,,,,,,,,,,
z_subj_trans.40,z_subj_trans,True,False,True,z_subj_trans.40,(),['subj_idx'],True,40,,,,,,,,,,,,
z_subj_trans.41,z_subj_trans,True,False,True,z_subj_trans.41,(),['subj_idx'],True,41,,,,,,,,,,,,
z_subj_trans.42,z_subj_trans,True,False,True,z_subj_trans.42,(),['subj_idx'],True,42,,,,,,,,,,,,
z_subj_trans.43,z_subj_trans,True,False,True,z_subj_trans.43,(),['subj_idx'],True,43,,,,,,,,,,,,
z_subj_trans.44,z_subj_trans,True,False,True,z_subj_trans.44,(),['subj_idx'],True,44,,,,,,,,,,,,
z_subj_trans.45,z_subj_trans,True,False,True,z_subj_trans.45,(),['subj_idx'],True,45,,,,,,,,,,,,
z_subj_trans.46,z_subj_trans,True,False,True,z_subj_trans.46,(),['subj_idx'],True,46,,,,,,,,,,,,
z_subj_trans.47,z_subj_trans,True,False,True,z_subj_trans.47,(),['subj_idx'],True,47,,,,,,,,,,,,
z_subj_trans.48,z_subj_trans,True,False,True,z_subj_trans.48,(),['subj_idx'],True,48,,,,,,,,,,,,
z_subj_trans.49,z_subj_trans,True,False,True,z_subj_trans.49,(),['subj_idx'],True,49,,,,,,,,,,,,
z_subj.1,z_subj,False,False,True,z_subj.1,(),['subj_idx'],False,1,,,,,0.44401906110518075,0.02278540109269578,0.4004243434687229,0.42831042516087364,0.4439388543118402,0.45939172162878694,0.48838811156093714,0.000566324538898724
z_subj.2,z_subj,False,False,True,z_subj.2,(),['subj_idx'],False,2,,,,,0.4179131677713986,0.026666502537938556,0.3677949114653238,0.3994478357429477,0.41782772609794233,0.43586562228223813,0.47062794778815975,0.00075034807634766
z_subj.3,z_subj,False,False,True,z_subj.3,(),['subj_idx'],False,3,,,,,0.3673247469285998,0.024979702092351997,0.3201645371916655,0.3500188898549884,0.36699424571133393,0.3834953258499057,0.41934373470928554,0.0006900451412708318
z_subj.4,z_subj,False,False,True,z_subj.4,(),['subj_idx'],False,4,,,,,0.5282168781932975,0.023247090710817132,0.48215748805386954,0.5123669520243208,0.5282654366393086,0.5434909927448945,0.5731417064563361,0.0006202481669916355
z_subj.5,z_subj,False,False,True,z_subj.5,(),['subj_idx'],False,5,,,,,0.21566635367053943,0.039856300728712775,0.1457931322493064,0.18707859370061614,0.2132421496967633,0.24116012680679283,0.30057812605445566,0.001824075188067404
z_subj.6,z_subj,False,False,True,z_subj.6,(),['subj_idx'],False,6,,,,,0.23686940300243903,0.027054244614293968,0.18832593186152125,0.21766413564411538,0.23520481582865738,0.2543829998069801,0.2952343279639199,0.0013224018673311615
z_subj.7,z_subj,False,False,True,z_subj.7,(),['subj_idx'],False,7,,,,,0.20104860011940315,0.020850114970048076,0.16352614100326393,0.18729038957843314,0.19973106610379557,0.21396538372801618,0.24649673637728153,0.000720497970293494
z_subj.8,z_subj,False,False,True,z_subj.8,(),['subj_idx'],False,8,,,,,0.5462837357209441,0.02430862544926492,0.4977930175373655,0.5297404472786311,0.546853237680877,0.5625211152976892,0.5946992859949642,0.0006245745407918457
z_subj.9,z_subj,False,False,True,z_subj.9,(),['subj_idx'],False,9,,,,,0.4102948824799238,0.02752501851282435,0.3588117429412761,0.39066674478016383,0.40966113378948804,0.4289529781248595,0.4662813773533261,0.000833292229001223
z_subj.10,z_subj,False,False,True,z_subj.10,(),['subj_idx'],False,10,,,,,0.4048563360816165,0.028035391027324486,0.35180052676061957,0.38562105701467425,0.40489669244395565,0.4241211704890783,0.46085403771511113,0.0008167683743512784
z_subj.11,z_subj,False,False,True,z_subj.11,(),['subj_idx'],False,11,,,,,0.5151461660032888,0.024799835586247956,0.46911514634650314,0.49822010222251206,0.5153459615831886,0.5315539048588375,0.5656637855530438,0.0006037266900419844
z_subj.12,z_subj,False,False,True,z_subj.12,(),['subj_idx'],False,12,,,,,0.66987539579033,0.023583474266696346,0.6229636032267925,0.6545896400056701,0.6697622583872929,0.6858212952833309,0.71537865433048,0.000685901538262768
z_subj.13,z_subj,False,False,True,z_subj.13,(),['subj_idx'],False,13,,,,,0.4317323490414369,0.02326529094680279,0.3876390459028326,0.4159032457012919,0.4315817223906258,0.4476145111821687,0.47777244120712314,0.0005672511546405278
z_subj.14,z_subj,False,False,True,z_subj.14,(),['subj_idx'],False,14,,,,,0.3972251224173219,0.023239285392617152,0.35288342193290384,0.38078739711076065,0.39717116856333334,0.41234818243740384,0.444859293140823,0.0005608981811381393
z_subj.15,z_subj,False,False,True,z_subj.15,(),['subj_idx'],False,15,,,,,0.5432302190837208,0.02431322762804453,0.4945789513756638,0.5266266652437909,0.5440572719752959,0.5600884913691122,0.5896822252110385,0.0006310859344957128
z_subj.16,z_subj,False,False,True,z_subj.16,(),['subj_idx'],False,16,,,,,0.41664632977977933,0.025602862447797997,0.367727566272158,0.39941560896487216,0.4162180391156124,0.43335388972559896,0.4679986546400808,0.0007639018181785174
z_subj.17,z_subj,False,False,True,z_subj.17,(),['subj_idx'],False,17,,,,,0.23537415693706368,0.02747752363931332,0.18513444556801567,0.21622048986994674,0.2348038140375936,0.25284751103601166,0.2920239929041604,0.0011637820710386486
z_subj.18,z_subj,False,False,True,z_subj.18,(),['subj_idx'],False,18,,,,,0.4630382046420338,0.02360416231117084,0.4187706126926257,0.44720075314414803,0.4622640634875924,0.47851943380107637,0.510945388028041,0.0005633886978253932
z_subj.19,z_subj,False,False,True,z_subj.19,(),['subj_idx'],False,19,,,,,0.4710661435300338,0.024113562494443474,0.4235771130434154,0.4552849191322467,0.4705785869397422,0.48706860553915055,0.5192110942536734,0.00043600733447850986
z_subj.20,z_subj,False,False,True,z_subj.20,(),['subj_idx'],False,20,,,,,0.23249017030320898,0.055621074701036506,0.13548438012622713,0.19305463025877598,0.2291006171293868,0.26796759906993517,0.34896344651979566,0.0021240514469343407
z_subj.21,z_subj,False,False,True,z_subj.21,(),['subj_idx'],False,21,,,,,0.3920206715240372,0.027072583658202122,0.34035595815686587,0.3728946366003592,0.391603212444935,0.410200702695856,0.4477366007262555,0.0008265393856621451
z_subj.22,z_subj,False,False,True,z_subj.22,(),['subj_idx'],False,22,,,,,0.2257165532855855,0.022778007857837044,0.18237527896901973,0.2104906845221519,0.22527326267415876,0.24026592844262432,0.272834293564041,0.0009250585124201359
z_subj.23,z_subj,False,False,True,z_subj.23,(),['subj_idx'],False,23,,,,,0.42687469954056556,0.02778026587314836,0.37334954176233104,0.4077525364303049,0.4268296227557666,0.44544175318244134,0.4834314619979047,0.0008140316520834984
z_subj.24,z_subj,False,False,True,z_subj.24,(),['subj_idx'],False,24,,,,,0.20971973773511213,0.05375237077256841,0.12132413895592015,0.1714830536082704,0.20361041327933221,0.2407705406229681,0.33203308558497535,0.0024019254230622246
z_subj.25,z_subj,False,False,True,z_subj.25,(),['subj_idx'],False,25,,,,,0.4295874054924622,0.02652782303835772,0.3780347248899652,0.41158156263809176,0.42895904911598876,0.44720829384559163,0.4837937903074781,0.0007013690575712655
z_subj.26,z_subj,False,False,True,z_subj.26,(),['subj_idx'],False,26,,,,,0.5572494066140132,0.022613545899255707,0.5119365887147593,0.542139671336673,0.5580246684105906,0.5728216352825122,0.6004391843813062,0.00048027466551547394
z_subj.27,z_subj,False,False,True,z_subj.27,(),['subj_idx'],False,27,,,,,0.5249000410502517,0.0217465824795972,0.4837294677644924,0.5101729672735789,0.5245153485788016,0.5396322102934467,0.5684953901325649,0.0004540541090622363
z_subj.28,z_subj,False,False,True,z_subj.28,(),['subj_idx'],False,28,,,,,0.5781433532381007,0.02374171733650922,0.5316203404201215,0.5618228887432796,0.5784415544468335,0.5944918816774194,0.6255920216339182,0.0006194421992359573
z_subj.29,z_subj,False,False,True,z_subj.29,(),['subj_idx'],False,29,,,,,0.20255927105899735,0.02168687914481313,0.16346533572924865,0.18761721774120046,0.20111279603599877,0.21639159938849792,0.2503254836328188,0.0008598632493193468
z_subj.30,z_subj,False,False,True,z_subj.30,(),['subj_idx'],False,30,,,,,0.3318538177596119,0.026188740676930736,0.28326143173701707,0.31431412450755536,0.3308263606902107,0.34865603641908327,0.38607853668256314,0.00077254948594418
z_subj.31,z_subj,False,False,True,z_subj.31,(),['subj_idx'],False,31,,,,,0.365347980017724,0.025570145070167163,0.3176356671895814,0.3477163685160036,0.36432795014498903,0.38205001200707134,0.41684606822868653,0.000824138659566938
z_subj.32,z_subj,False,False,True,z_subj.32,(),['subj_idx'],False,32,,,,,0.2597980132452933,0.02230770895197403,0.21847679953690968,0.24456710465388112,0.2590162993206609,0.27383805644446907,0.30784874801415746,0.0007979191663366441
z_subj.33,z_subj,False,False,True,z_subj.33,(),['subj_idx'],False,33,,,,,0.28388817104800806,0.025074333487406116,0.236725028985819,0.2665425059609163,0.2831842902035273,0.3005521301131619,0.3353049898018092,0.0008969351280477943
z_subj.34,z_subj,False,False,True,z_subj.34,(),['subj_idx'],False,34,,,,,0.3821342355207569,0.024608058527275496,0.3364946517521796,0.3653236273479085,0.3816595145473547,0.3984766775806716,0.4314656234894448,0.0006765953045004681
z_subj.35,z_subj,False,False,True,z_subj.35,(),['subj_idx'],False,35,,,,,0.5547474354773135,0.023914060766685882,0.506408364091684,0.5385574064220002,0.5551934817226123,0.5715731628809426,0.6019375934958343,0.0005859781729803648
z_subj.36,z_subj,False,False,True,z_subj.36,(),['subj_idx'],False,36,,,,,0.3351764168515603,0.03267530030631306,0.2764682949966901,0.3118711232805777,0.3339726062976234,0.35687121135263494,0.4030048169506071,0.001384093721682472
z_subj.37,z_subj,False,False,True,z_subj.37,(),['subj_idx'],False,37,,,,,0.49138436258530177,0.02461834100243913,0.440492169486733,0.47547673683991315,0.4915427798688352,0.5083298438108655,0.5402878771707424,0.0005907189026927359
z_subj.38,z_subj,False,False,True,z_subj.38,(),['subj_idx'],False,38,,,,,0.35331693507936063,0.027459576838864068,0.3003288917541093,0.33450075076631075,0.3530248027012595,0.3711623137780586,0.41139238917313636,0.0008619383729200769
z_subj.39,z_subj,False,False,True,z_subj.39,(),['subj_idx'],False,39,,,,,0.48506196751823055,0.02340407652826421,0.439637701211355,0.46912019370889296,0.48472479152603337,0.5007308028989795,0.5308133702585561,0.000506301611726959
z_subj.40,z_subj,False,False,True,z_subj.40,(),['subj_idx'],False,40,,,,,0.5676195633988116,0.024782759605842475,0.5172296174305236,0.5510805813476122,0.567687435609016,0.5848332252032541,0.6143896941100293,0.0006725848893344734
z_subj.41,z_subj,False,False,True,z_subj.41,(),['subj_idx'],False,41,,,,,0.2790414094160558,0.02329153896298221,0.23614841836470044,0.26282796792566676,0.27782419813942066,0.29428760276814087,0.32771965906089323,0.000802646608041099
z_subj.42,z_subj,False,False,True,z_subj.42,(),['subj_idx'],False,42,,,,,0.38966054545069617,0.027036150273968163,0.33805367249288737,0.37104320335984764,0.38869849818230545,0.40777329613893964,0.44265468302168853,0.0008954106703370349
z_subj.43,z_subj,False,False,True,z_subj.43,(),['subj_idx'],False,43,,,,,0.5821550010595855,0.02546533155040634,0.5320902652947415,0.5652293240936584,0.582533664160868,0.6000459660395794,0.6315327721662802,0.0007111694056683482
z_subj.44,z_subj,False,False,True,z_subj.44,(),['subj_idx'],False,44,,,,,0.42470374392313553,0.02353082876078922,0.38181429563406394,0.40810371690810154,0.4243011674316222,0.44025673811396593,0.4724709563138841,0.0005722396268527791
z_subj.45,z_subj,False,False,True,z_subj.45,(),['subj_idx'],False,45,,,,,0.5310620560792452,0.02797750886554977,0.4770152332563953,0.512257493955706,0.530777801272904,0.5503416297090099,0.5844274374560384,0.0005557945259491089
z_subj.46,z_subj,False,False,True,z_subj.46,(),['subj_idx'],False,46,,,,,0.3120243270892643,0.03203016191866398,0.2529063434307695,0.2897926960051866,0.31034734258446495,0.33311910568396846,0.37891958446274165,0.001367126652117633
z_subj.47,z_subj,False,False,True,z_subj.47,(),['subj_idx'],False,47,,,,,0.2849152732973812,0.021810869461568353,0.24423083049828315,0.26990663585734137,0.28496417932265194,0.29948659122698185,0.3267522715834888,0.0006953585054876938
z_subj.48,z_subj,False,False,True,z_subj.48,(),['subj_idx'],False,48,,,,,0.26265822508037917,0.023560360650581674,0.22081247779872853,0.2459043055299419,0.26138645036776564,0.2779161507322787,0.31086599435528867,0.0008557783169541172
z_subj.49,z_subj,False,False,True,z_subj.49,(),['subj_idx'],False,49,,,,,0.3812934015269621,0.02300112752440125,0.3386042528210514,0.36550703238977117,0.38046872297052253,0.3969738602202193,0.42820360545731656,0.0005211429109607685
v_Intercept,v_Intercept,True,False,False,v_Intercept,(),[],False,,,,,,-0.029467146576616383,0.0883153532706943,-0.20887400418211372,-0.08676615605207949,-0.028101348518628326,0.02974079987559463,0.137240099677301,0.002867188929162433
v_Intercept_std,v_Intercept_std,True,False,False,v_Intercept_std,(),[],False,,,,,,0.5510450688714993,0.0754826053683094,0.41801766434449245,0.4980411035107821,0.5451064749698533,0.5988014640424028,0.7113482115188539,0.003238477672810277
v_Intercept_tau,v_Intercept_tau,False,False,False,v_Intercept_tau,(),[],True,,,,,,,,,,,,,
v_Intercept_subj.1,v_Intercept_subj,True,False,True,v_Intercept_subj.1,(),['subj_idx'],False,1,,,,,0.13912604868212838,0.1674679864566748,-0.1946057298247071,0.029164251965922802,0.13894486783076992,0.24947591681563053,0.47489059107641085,0.007542246614174235
v_Intercept_subj.2,v_Intercept_subj,True,False,True,v_Intercept_subj.2,(),['subj_idx'],False,2,,,,,-0.05212777959244002,0.24658339633941015,-0.541017047781208,-0.21129034006133796,-0.05567303824383513,0.11538645195271963,0.4288446048065294,0.012481213468517442
v_Intercept_subj.3,v_Intercept_subj,True,False,True,v_Intercept_subj.3,(),['subj_idx'],False,3,,,,,0.4584243528692774,0.16204748416887502,0.13834469360840743,0.3475567346993127,0.46028029866582465,0.5639675089310809,0.7874644518384204,0.008092988846035872
v_Intercept_subj.4,v_Intercept_subj,True,False,True,v_Intercept_subj.4,(),['subj_idx'],False,4,,,,,0.14985665668842654,0.20937785852866103,-0.24964567514154912,0.009611245897398937,0.1458096736830941,0.2888596865576971,0.5627479473982603,0.010025545070554236
v_Intercept_subj.5,v_Intercept_subj,True,False,True,v_Intercept_subj.5,(),['subj_idx'],False,5,,,,,-0.33922534612476907,0.3616082108385916,-1.0565217072744268,-0.5755975921700331,-0.3313989026281506,-0.10038181043604588,0.37241023346521496,0.012762980838687082
v_Intercept_subj.6,v_Intercept_subj,True,False,True,v_Intercept_subj.6,(),['subj_idx'],False,6,,,,,-1.0386612297619113,0.28773725114842486,-1.5929829574185008,-1.229806373199627,-1.0513509741306835,-0.8489249963093319,-0.4608848860068591,0.015324235154117977
v_Intercept_subj.7,v_Intercept_subj,True,False,True,v_Intercept_subj.7,(),['subj_idx'],False,7,,,,,-0.3983848641883293,0.27511287572263476,-0.9436184212830279,-0.5921416126691732,-0.3903863828171783,-0.19593915710386384,0.10240428579248792,0.012586106662109372
v_Intercept_subj.8,v_Intercept_subj,True,False,True,v_Intercept_subj.8,(),['subj_idx'],False,8,,,,,-0.09045619914220131,0.18909010051895778,-0.45399502865896696,-0.21482762212672973,-0.09415841290227508,0.03136540836987464,0.2883930766614243,0.008530069387758292
v_Intercept_subj.9,v_Intercept_subj,True,False,True,v_Intercept_subj.9,(),['subj_idx'],False,9,,,,,0.040333698522630516,0.16376772952568744,-0.2787849015557632,-0.06812205909986366,0.03704761739825776,0.14830208105707388,0.37177250221699404,0.008045287952290023
v_Intercept_subj.10,v_Intercept_subj,True,False,True,v_Intercept_subj.10,(),['subj_idx'],False,10,,,,,0.20687392932592816,0.1218152351225048,-0.026477618352247018,0.12694243740832972,0.20552115394450052,0.286754947583825,0.44873672969301126,0.005793120191948989
v_Intercept_subj.11,v_Intercept_subj,True,False,True,v_Intercept_subj.11,(),['subj_idx'],False,11,,,,,0.08383845605002439,0.23843159369849914,-0.35808295164847614,-0.07959850213945788,0.0788227201591627,0.2451930453567355,0.5571664341713964,0.012243514210498905
v_Intercept_subj.12,v_Intercept_subj,True,False,True,v_Intercept_subj.12,(),['subj_idx'],False,12,,,,,-0.0877489694015952,0.17448763486216204,-0.42603800492442995,-0.20486308460211494,-0.08495256712209395,0.02986269411516751,0.25698300034195204,0.007814671470514963
v_Intercept_subj.13,v_Intercept_subj,True,False,True,v_Intercept_subj.13,(),['subj_idx'],False,13,,,,,0.008597710331899858,0.21159027056207969,-0.41919895318282285,-0.1307567770614399,0.009301889967546884,0.1540082106019226,0.4158110953579735,0.008968132515950685
v_Intercept_subj.14,v_Intercept_subj,True,False,True,v_Intercept_subj.14,(),['subj_idx'],False,14,,,,,-0.09306227488688827,0.22273401111400593,-0.5280935136139266,-0.23395198033769993,-0.09414102842218376,0.046023729230423555,0.3669277930053316,0.01083487859633175
v_Intercept_subj.15,v_Intercept_subj,True,False,True,v_Intercept_subj.15,(),['subj_idx'],False,15,,,,,-0.1326338033975969,0.19284215757656045,-0.5109728953378164,-0.26568719025904114,-0.12770588177911454,0.0006736011397347474,0.23796765270914327,0.00993529756207148
v_Intercept_subj.16,v_Intercept_subj,True,False,True,v_Intercept_subj.16,(),['subj_idx'],False,16,,,,,0.23609870347300213,0.21065552936956794,-0.15135950371969337,0.08762033395053793,0.23163220860705602,0.37910564908174443,0.6713603316495544,0.01058223794116143
v_Intercept_subj.17,v_Intercept_subj,True,False,True,v_Intercept_subj.17,(),['subj_idx'],False,17,,,,,-1.2199312412105323,0.3642088435173318,-1.940319281412086,-1.4647369390182279,-1.2210592041479693,-0.9795512877951416,-0.491935215784817,0.019951094394119222
v_Intercept_subj.18,v_Intercept_subj,True,False,True,v_Intercept_subj.18,(),['subj_idx'],False,18,,,,,0.5492663357796155,0.1995978226966599,0.15686727742164652,0.4124290659781967,0.5513297253975862,0.6861876122628944,0.9414159013475983,0.009749618539968207
v_Intercept_subj.19,v_Intercept_subj,True,False,True,v_Intercept_subj.19,(),['subj_idx'],False,19,,,,,0.23293247549753882,0.18345964586681385,-0.1110053742511606,0.10741525107857759,0.23348739209798924,0.3576183732317528,0.6029320891519028,0.0094384398797674
v_Intercept_subj.20,v_Intercept_subj,True,False,True,v_Intercept_subj.20,(),['subj_idx'],False,20,,,,,-0.38693062802995076,0.4545130016114837,-1.2853703178681188,-0.6955790868482602,-0.3739715618845538,-0.08305097910613135,0.5067018701423186,0.019528932402677026
v_Intercept_subj.21,v_Intercept_subj,True,False,True,v_Intercept_subj.21,(),['subj_idx'],False,21,,,,,0.49490358357503406,0.234039752614469,0.031127191703822485,0.34061500520351634,0.4974243588207229,0.6601872697993116,0.9374040939057772,0.009991117014446606
v_Intercept_subj.22,v_Intercept_subj,True,False,True,v_Intercept_subj.22,(),['subj_idx'],False,22,,,,,0.5176624691023706,0.22537955773452978,0.08282082038973085,0.3644347605331779,0.5126364836939357,0.665714061755317,0.9643921264919102,0.009127741660081802
v_Intercept_subj.23,v_Intercept_subj,True,False,True,v_Intercept_subj.23,(),['subj_idx'],False,23,,,,,0.7326547834022774,0.24029451671559998,0.27996324401309614,0.5682983195781345,0.728672871320861,0.8913510587507183,1.2090906762237703,0.010403818070666385
v_Intercept_subj.24,v_Intercept_subj,True,False,True,v_Intercept_subj.24,(),['subj_idx'],False,24,,,,,-0.35360952778018256,0.4498753417982638,-1.2753013779664921,-0.6599081685993555,-0.33572817774226316,-0.04546529354978879,0.4967335974291599,0.013297632994088792
v_Intercept_subj.25,v_Intercept_subj,True,False,True,v_Intercept_subj.25,(),['subj_idx'],False,25,,,,,0.3949775398280017,0.2322161506656264,-0.05513788547263453,0.236565840553352,0.3896560086605952,0.5582798381860044,0.849697980826507,0.009852390921024023
v_Intercept_subj.26,v_Intercept_subj,True,False,True,v_Intercept_subj.26,(),['subj_idx'],False,26,,,,,-0.31770614008967174,0.1846683662453338,-0.6903926139308622,-0.44191943017373847,-0.32217465124789124,-0.19205234929474269,0.05019490769680435,0.009367130358855249
v_Intercept_subj.27,v_Intercept_subj,True,False,True,v_Intercept_subj.27,(),['subj_idx'],False,27,,,,,0.40811937268894444,0.1466621576148571,0.12096688381498955,0.31040923633714934,0.40798399861138857,0.5039325574130024,0.6934114675129385,0.007114747745447845
v_Intercept_subj.28,v_Intercept_subj,True,False,True,v_Intercept_subj.28,(),['subj_idx'],False,28,,,,,-0.15792775431660783,0.1963724508408482,-0.5466402525660683,-0.29256134661097755,-0.15904656514336699,-0.019430865112652955,0.21388789529270918,0.010447862366147524
v_Intercept_subj.29,v_Intercept_subj,True,False,True,v_Intercept_subj.29,(),['subj_idx'],False,29,,,,,-0.5272015949552684,0.21311201904234897,-0.9504361270243846,-0.6743310650272865,-0.5256337159664775,-0.380363056326621,-0.1109478335806034,0.010864658420095196
v_Intercept_subj.30,v_Intercept_subj,True,False,True,v_Intercept_subj.30,(),['subj_idx'],False,30,,,,,-0.06877120159634445,0.2002259830018039,-0.4581269144437883,-0.1997027725749216,-0.07573021252663331,0.06658969423473188,0.3364348833326403,0.009127445334057526
v_Intercept_subj.31,v_Intercept_subj,True,False,True,v_Intercept_subj.31,(),['subj_idx'],False,31,,,,,-1.056209198781434,0.2819603328137324,-1.6387791840247752,-1.2423420786679271,-1.0453894535176478,-0.8600882384036028,-0.5323604873134093,0.01506514469193175
v_Intercept_subj.32,v_Intercept_subj,True,False,True,v_Intercept_subj.32,(),['subj_idx'],False,32,,,,,0.3189264972170116,0.24721805788542506,-0.18460181227419492,0.1476840519065407,0.3255126080202048,0.489063592301856,0.7955603676669727,0.011012369647691407
v_Intercept_subj.33,v_Intercept_subj,True,False,True,v_Intercept_subj.33,(),['subj_idx'],False,33,,,,,-0.5518358936892364,0.24768727532153736,-1.0499438507169305,-0.7182779952937879,-0.5520097343599569,-0.3808305531487226,-0.07554893672223345,0.012106001524230258
v_Intercept_subj.34,v_Intercept_subj,True,False,True,v_Intercept_subj.34,(),['subj_idx'],False,34,,,,,1.065029403664204,0.1703645638104758,0.7308865936775584,0.9477852581048697,1.066938008247184,1.1858318729087003,1.3895956854449083,0.008052490611633373
v_Intercept_subj.35,v_Intercept_subj,True,False,True,v_Intercept_subj.35,(),['subj_idx'],False,35,,,,,-0.24452653593414714,0.24373870457837613,-0.7201578104449619,-0.4115160450737896,-0.2466206421348623,-0.07807282696191264,0.22997468967896742,0.010623350446908663
v_Intercept_subj.36,v_Intercept_subj,True,False,True,v_Intercept_subj.36,(),['subj_idx'],False,36,,,,,-0.6628132212404817,0.28654347424051035,-1.2320555912042996,-0.859007890193756,-0.6641634947041677,-0.46042444137322064,-0.12160224507379735,0.013821508588452195
v_Intercept_subj.37,v_Intercept_subj,True,False,True,v_Intercept_subj.37,(),['subj_idx'],False,37,,,,,0.1653912861325027,0.18242743095578381,-0.1954055356967399,0.043277198288099256,0.16597414234228347,0.29285683049393796,0.5187598956441418,0.008721012744079016
v_Intercept_subj.38,v_Intercept_subj,True,False,True,v_Intercept_subj.38,(),['subj_idx'],False,38,,,,,-0.11574159049660886,0.2127242293407902,-0.5313938160697864,-0.25375804393032986,-0.11070160530651019,0.027243031924309234,0.2889011922445421,0.010768311503406954
v_Intercept_subj.39,v_Intercept_subj,True,False,True,v_Intercept_subj.39,(),['subj_idx'],False,39,,,,,0.0008633706976022655,0.25938236118766234,-0.49337072053721764,-0.17958073267367286,-0.0011870873257348313,0.16925771458239963,0.5217990110478652,0.011963558257367165
v_Intercept_subj.40,v_Intercept_subj,True,False,True,v_Intercept_subj.40,(),['subj_idx'],False,40,,,,,-0.32129300868599964,0.1859563715554808,-0.6759352484872154,-0.450850928836811,-0.322883056571415,-0.18910001127922504,0.03665110927792478,0.010535521256390222
v_Intercept_subj.41,v_Intercept_subj,True,False,True,v_Intercept_subj.41,(),['subj_idx'],False,41,,,,,0.47930257174909036,0.23098298271420395,0.007951927959084351,0.32973721422862246,0.4867937759279282,0.6299948187469703,0.9237233679999275,0.011986291884624111
v_Intercept_subj.42,v_Intercept_subj,True,False,True,v_Intercept_subj.42,(),['subj_idx'],False,42,,,,,-0.5193240661805707,0.20589759865049856,-0.9318497946524832,-0.6567229091311942,-0.5171480013632404,-0.38291045020065284,-0.12941371894594478,0.009815637602827325
v_Intercept_subj.43,v_Intercept_subj,True,False,True,v_Intercept_subj.43,(),['subj_idx'],False,43,,,,,0.8124063815448128,0.19768697170816416,0.4229004428006331,0.6828083967701938,0.8160286835258461,0.9495261820124627,1.2023263509645106,0.009599909913529053
v_Intercept_subj.44,v_Intercept_subj,True,False,True,v_Intercept_subj.44,(),['subj_idx'],False,44,,,,,0.37561771063512994,0.20549754053941918,-0.02806562669988659,0.23866755043347251,0.37335769106708466,0.5139301146112185,0.7855823139543593,0.009406015344696077
v_Intercept_subj.45,v_Intercept_subj,True,False,True,v_Intercept_subj.45,(),['subj_idx'],False,45,,,,,0.2267880685200455,0.1945842344226854,-0.15019121102415164,0.09690355266062682,0.22768948085796029,0.3567665222234151,0.6045152051120942,0.009218775091998737
v_Intercept_subj.46,v_Intercept_subj,True,False,True,v_Intercept_subj.46,(),['subj_idx'],False,46,,,,,-0.6286130122478835,0.19875536824310527,-1.0153733155540978,-0.7641488951073087,-0.6328518751012524,-0.4976002198805375,-0.23264538354463743,0.009271107034555555
v_Intercept_subj.47,v_Intercept_subj,True,False,True,v_Intercept_subj.47,(),['subj_idx'],False,47,,,,,0.4604761281468056,0.20624759246662194,0.07196655169924548,0.32018002630454473,0.45555388310290235,0.592788579967306,0.8835030600283356,0.010680944766436096
v_Intercept_subj.48,v_Intercept_subj,True,False,True,v_Intercept_subj.48,(),['subj_idx'],False,48,,,,,-0.7029640527823794,0.24588366838458364,-1.1952662759727053,-0.8690836674786314,-0.7005626267076044,-0.5342546558909778,-0.2361408379677314,0.012055539663715177
v_Intercept_subj.49,v_Intercept_subj,True,False,True,v_Intercept_subj.49,(),['subj_idx'],False,49,,,,,0.02211336405717832,0.18443572858783142,-0.33521849285151656,-0.10223073657980322,0.01468878944891916,0.14774398371722544,0.39031429487814145,0.008789123815256098
v_gain,v_gain,True,False,False,v_gain,(),[],False,,,,,,0.0151173861961564,0.0013080773048650515,0.012573547796102527,0.014252015424976453,0.015120449257576692,0.015979011953320934,0.017702311011163346,3.204364668718495e-05
