,subj_idx,response,rt,gain,loss
664,4,1,1.393,7,-5
665,4,1,2.81,7,-6
666,4,1,2.094,7,-7
667,4,0,1.552,7,-8
668,4,0,1.218,7,-9
669,4,0,1.017,7,-10
670,4,1,1.389,8,-1
671,4,1,1.342,8,-2
672,4,1,0.947,8,-3
673,4,1,1.02,8,-4
674,4,1,1.476,8,-5
675,4,1,2.332,8,-6
676,4,0,3.25,8,-7
677,4,0,1.345,8,-8
678,4,0,1.177,8,-9
679,4,0,1.285,8,-10
680,4,1,1.199,9,-1
681,4,1,0.932,9,-2
682,4,1,1.094,9,-3
683,4,1,1.466,9,-4
684,4,1,1.924,9,-5
685,4,1,1.53,9,-6
686,4,1,2.349,9,-7
687,4,0,1.992,9,-8
688,4,0,1.473,9,-9
689,4,0,1.523,9,-10
690,4,1,1.128,10,-1
691,4,1,1.503,10,-2
692,4,1,0.94,10,-3
693,4,1,1.117,10,-4
694,4,1,1.277,10,-5
695,4,1,1.114,10,-6
696,4,1,1.625,10,-7
697,4,0,3.069,10,-8
698,4,0,1.943,10,-9
699,4,0,1.344,10,-10
700,4,0,1.735,1,-1
701,4,0,1.399,1,-2
702,4,0,1.031,1,-3
703,4,0,1.181,1,-4
704,4,0,0.948,1,-5
705,4,0,0.996,1,-6
706,4,0,1.063,1,-7
707,4,0,1.008,1,-8
708,4,0,1.081,1,-9
709,4,0,1.137,1,-10
710,4,1,1.559,2,-1
711,4,0,0.911,2,-2
712,4,0,0.805,2,-3
713,4,0,1.144,2,-4
714,4,0,0.747,2,-5
715,4,0,0.865,2,-6
716,4,0,0.968,2,-7
717,4,0,1.003,2,-8
718,4,0,0.763,2,-9
719,4,0,0.784,2,-10
720,4,1,1.431,3,-1
721,4,1,1.78,3,-2
722,4,0,0.896,3,-3
723,4,0,1.317,3,-4
724,4,0,1.443,3,-5
725,4,0,1.46,3,-6
726,4,0,1.193,3,-7
727,4,0,1.059,3,-8
728,4,0,1.08,3,-9
729,4,0,1.098,3,-10
730,4,1,0.977,4,-1
731,4,1,1.719,4,-2
732,4,1,2.962,4,-3
733,4,0,1.105,4,-4
734,4,0,1.314,4,-5
735,4,0,1.308,4,-6
736,4,0,0.945,4,-7
737,4,0,0.927,4,-8
738,4,0,1.481,4,-9
739,4,0,1.435,4,-10
740,4,1,1.048,5,-1
741,4,1,1.396,5,-2
742,4,1,1.76,5,-3
743,4,0,1.564,5,-4
744,4,0,0.949,5,-5
