0.000000000000000000e+00,8.511637200000002901e-01,2.000000000000000000e+00,-4.000000000000000000e+00
1.000000000000000000e+00,3.131163720000002204e+00,2.000000000000000000e+00,-4.000000000000000000e+00
0.000000000000000000e+00,1.171163720000000463e+00,2.000000000000000000e+00,-4.000000000000000000e+00
0.000000000000000000e+00,2.011163720000001209e+00,2.000000000000000000e+00,-4.000000000000000000e+00
0.000000000000000000e+00,1.891163720000001103e+00,2.000000000000000000e+00,-4.000000000000000000e+00
0.000000000000000000e+00,7.511637200000002013e-01,2.000000000000000000e+00,-4.000000000000000000e+00
0.000000000000000000e+00,1.771163720000000996e+00,2.000000000000000000e+00,-4.000000000000000000e+00
0.000000000000000000e+00,1.091163720000000392e+00,2.000000000000000000e+00,-4.000000000000000000e+00
0.000000000000000000e+00,1.811163720000001032e+00,2.000000000000000000e+00,-4.000000000000000000e+00
0.000000000000000000e+00,1.651163720000000890e+00,2.000000000000000000e+00,-4.000000000000000000e+00
0.000000000000000000e+00,8.511637200000002901e-01,2.000000000000000000e+00,-4.000000000000000000e+00
0.000000000000000000e+00,1.771163720000000996e+00,2.000000000000000000e+00,-4.000000000000000000e+00
0.000000000000000000e+00,1.291163720000000570e+00,2.000000000000000000e+00,-4.000000000000000000e+00
0.000000000000000000e+00,4.671163719999992026e+00,2.000000000000000000e+00,-4.000000000000000000e+00
1.000000000000000000e+00,1.911163720000001121e+00,2.000000000000000000e+00,-4.000000000000000000e+00
1.000000000000000000e+00,2.071163720000001263e+00,2.000000000000000000e+00,-4.000000000000000000e+00
0.000000000000000000e+00,1.371163720000000641e+00,2.000000000000000000e+00,-4.000000000000000000e+00
0.000000000000000000e+00,1.151163720000000446e+00,2.000000000000000000e+00,-4.000000000000000000e+00
1.000000000000000000e+00,8.911637200000003256e-01,2.000000000000000000e+00,-4.000000000000000000e+00
0.000000000000000000e+00,1.651163720000000890e+00,2.000000000000000000e+00,-4.000000000000000000e+00
0.000000000000000000e+00,1.851163720000001067e+00,2.000000000000000000e+00,-4.000000000000000000e+00
1.000000000000000000e+00,1.111163720000000410e+00,2.000000000000000000e+00,-4.000000000000000000e+00
