,knode_name,stochastic,observed,subj,node,tag,depends,hidden,subj_idx,response,rt,gain,loss,mean,std,2.5q,25q,50q,75q,97.5q,mc err,map
t_subj.35,t_subj,True,False,True,t_subj.35,(),['subj_idx'],False,35,,,,,0.5646768046247075,0.011187746303571066,0.5396253149938529,0.5582960125210766,0.5661241557936868,0.5726006058424802,0.5826181505243487,0.00025030349299067026,0.5750519852556963
t_subj.36,t_subj,True,False,True,t_subj.36,(),['subj_idx'],False,36,,,,,0.3604437758603118,0.008799823947741061,0.3414691980962763,0.3549691389720091,0.3613134276471102,0.36658270537268256,0.37556844773389114,0.0002382976320180916,0.3444389940813621
t_subj.37,t_subj,True,False,True,t_subj.37,(),['subj_idx'],False,37,,,,,0.7267420631054629,0.024549668924835167,0.672563398198052,0.71198728399566,0.7293174845123979,0.7438197611708344,0.7686798713339813,0.000673616832788241,0.7692492644306872
t_subj.38,t_subj,True,False,True,t_subj.38,(),['subj_idx'],False,38,,,,,0.5023699652410423,0.01953830184567284,0.458898129610997,0.4907296160654818,0.5047270661136192,0.5162504215795357,0.5339868091028389,0.0006380319781629258,0.49452599241044215
t_subj.39,t_subj,True,False,True,t_subj.39,(),['subj_idx'],False,39,,,,,0.5122726731587708,0.00976176627722492,0.49123860110802914,0.5063951630608723,0.5129529825545172,0.519142392410197,0.5290347119666561,0.00020432352346788654,0.518362480163083
t_subj.40,t_subj,True,False,True,t_subj.40,(),['subj_idx'],False,40,,,,,0.5317825857591225,0.0301659082096345,0.4663511256971062,0.5131241065912384,0.5342753830099487,0.5529771595606598,0.5849993968330192,0.0009178297917185069,0.5815291686111487
t_subj.41,t_subj,True,False,True,t_subj.41,(),['subj_idx'],False,41,,,,,0.35382620952372296,0.011394644667972936,0.33008424043567486,0.3465001679501747,0.35462107977035734,0.36215360418922665,0.37356165573235434,0.0003168935731071516,0.33049561191151217
t_subj.42,t_subj,True,False,True,t_subj.42,(),['subj_idx'],False,42,,,,,0.43525802581682677,0.019697664810318607,0.39272116025474946,0.42267088064855685,0.4365150182732957,0.4495640401319688,0.46928399388712394,0.0005426894184912751,0.44428105630417586
t_subj.43,t_subj,True,False,True,t_subj.43,(),['subj_idx'],False,43,,,,,0.35879055270318894,0.01861520899766745,0.3181036596970071,0.3469710558268117,0.3608898602239454,0.37233308379544705,0.3902250949810712,0.0004713420413355814,0.3699517047867427
t_subj.44,t_subj,True,False,True,t_subj.44,(),['subj_idx'],False,44,,,,,0.5234727598643604,0.020912274024037232,0.47883442936242465,0.5100308496673415,0.524788973144616,0.538015949664004,0.560702034827894,0.000622741210370718,0.5539121737964083
t_subj.45,t_subj,True,False,True,t_subj.45,(),['subj_idx'],False,45,,,,,0.2644302234192996,0.02929362135773592,0.20449403741457536,0.24515358404798784,0.26629712334863187,0.28491482248922617,0.3174424713237437,0.0006782051551186441,0.30756299352851835
t_subj.46,t_subj,True,False,True,t_subj.46,(),['subj_idx'],False,46,,,,,0.3596657866402803,0.01878121432151561,0.3177718419809607,0.3479581040318502,0.36169968938284563,0.37355982276195193,0.3901535359060191,0.0005330865027841526,0.34867634530846703
t_subj.47,t_subj,True,False,True,t_subj.47,(),['subj_idx'],False,47,,,,,0.3771317256760337,0.012866990425647635,0.3479183859711277,0.36941367641336265,0.3783071052075145,0.3867001279436452,0.3979093001299895,0.0003247007451801172,0.3603421964510595
t_subj.48,t_subj,True,False,True,t_subj.48,(),['subj_idx'],False,48,,,,,0.37414293010670235,0.008320126941850026,0.35559253140408,0.36914584194892214,0.3749313998906663,0.3800586375826165,0.38798328601513393,0.0002417358530572091,0.34949276087306796
t_subj.49,t_subj,True,False,True,t_subj.49,(),['subj_idx'],False,49,,,,,0.4778518491365809,0.02270066848514107,0.42972780410537925,0.46344062709181666,0.4797913705564287,0.49413648906623375,0.5162062280779788,0.0005618819326799631,0.49624036247952846
z_trans,z_trans,True,False,False,z_trans,(),[],True,,,,,,,,,,,,,,-0.11521166666028695
z,z,False,False,False,z,(),[],False,,,,,,0.3905376286311913,0.013754465279311729,0.36451551133086,0.38110361687503364,0.3904161392013474,0.39976783806629607,0.4175674833086365,0.00029420857754754653,0.47122890127510153
z_std,z_std,True,False,False,z_std,(),[],False,,,,,,0.3907599493688105,0.022821469913668388,0.34677513085469036,0.3751390288795952,0.39055954832720663,0.4062676363428658,0.4352979696771991,0.0005722950123835307,0.16472603274317887
z_tau,z_tau,False,False,False,z_tau,(),[],True,,,,,,,,,,,,,,36.85322697679729
z_subj_trans.1,z_subj_trans,True,False,True,z_subj_trans.1,(),['subj_idx'],True,1,,,,,,,,,,,,,-0.12262252106434979
z_subj_trans.2,z_subj_trans,True,False,True,z_subj_trans.2,(),['subj_idx'],True,2,,,,,,,,,,,,,-0.1248342752019454
z_subj_trans.3,z_subj_trans,True,False,True,z_subj_trans.3,(),['subj_idx'],True,3,,,,,,,,,,,,,-0.18758205190102523
z_subj_trans.4,z_subj_trans,True,False,True,z_subj_trans.4,(),['subj_idx'],True,4,,,,,,,,,,,,,0.07610626296628212
z_subj_trans.5,z_subj_trans,True,False,True,z_subj_trans.5,(),['subj_idx'],True,5,,,,,,,,,,,,,-0.11757284112863917
z_subj_trans.6,z_subj_trans,True,False,True,z_subj_trans.6,(),['subj_idx'],True,6,,,,,,,,,,,,,-0.3645741873905478
z_subj_trans.7,z_subj_trans,True,False,True,z_subj_trans.7,(),['subj_idx'],True,7,,,,,,,,,,,,,-0.422658058317784
z_subj_trans.8,z_subj_trans,True,False,True,z_subj_trans.8,(),['subj_idx'],True,8,,,,,,,,,,,,,0.1122413828505974
z_subj_trans.9,z_subj_trans,True,False,True,z_subj_trans.9,(),['subj_idx'],True,9,,,,,,,,,,,,,-0.09445525396604657
z_subj_trans.10,z_subj_trans,True,False,True,z_subj_trans.10,(),['subj_idx'],True,10,,,,,,,,,,,,,-0.09365864221948741
z_subj_trans.11,z_subj_trans,True,False,True,z_subj_trans.11,(),['subj_idx'],True,11,,,,,,,,,,,,,0.04067815447733806
z_subj_trans.12,z_subj_trans,True,False,True,z_subj_trans.12,(),['subj_idx'],True,12,,,,,,,,,,,,,0.32875397850266197
z_subj_trans.13,z_subj_trans,True,False,True,z_subj_trans.13,(),['subj_idx'],True,13,,,,,,,,,,,,,-0.1515640484600716
z_subj_trans.14,z_subj_trans,True,False,True,z_subj_trans.14,(),['subj_idx'],True,14,,,,,,,,,,,,,-0.21645154436277006
z_subj_trans.15,z_subj_trans,True,False,True,z_subj_trans.15,(),['subj_idx'],True,15,,,,,,,,,,,,,0.1023468350892321
