1.000000000000000000e+00,0.000000000000000000e+00,1.418106556999999990e+00,2.000000000000000000e+00,-4.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,1.110644117000000097e+00,2.000000000000000000e+00,-4.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,1.695802868000000130e+00,2.000000000000000000e+00,-4.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,6.982872459999999171e-01,2.000000000000000000e+00,-4.000000000000000000e+00
3.000000000000000000e+00,0.000000000000000000e+00,7.095167790000000974e-01,2.000000000000000000e+00,-4.000000000000000000e+00
3.000000000000000000e+00,0.000000000000000000e+00,7.263941790000000287e-01,2.000000000000000000e+00,-4.000000000000000000e+00
4.000000000000000000e+00,0.000000000000000000e+00,1.042016172000000074e+00,2.000000000000000000e+00,-4.000000000000000000e+00
4.000000000000000000e+00,0.000000000000000000e+00,7.014773809999998999e-01,2.000000000000000000e+00,-4.000000000000000000e+00
5.000000000000000000e+00,0.000000000000000000e+00,1.248760512000000045e+00,2.000000000000000000e+00,-4.000000000000000000e+00
5.000000000000000000e+00,0.000000000000000000e+00,7.759934200000000448e-01,2.000000000000000000e+00,-4.000000000000000000e+00
6.000000000000000000e+00,0.000000000000000000e+00,1.126720857000000020e+00,2.000000000000000000e+00,-4.000000000000000000e+00
6.000000000000000000e+00,0.000000000000000000e+00,1.124219507999999923e+00,2.000000000000000000e+00,-4.000000000000000000e+00
7.000000000000000000e+00,0.000000000000000000e+00,1.005849758999999954e+00,2.000000000000000000e+00,-4.000000000000000000e+00
7.000000000000000000e+00,0.000000000000000000e+00,8.985569620000000146e-01,2.000000000000000000e+00,-4.000000000000000000e+00
8.000000000000000000e+00,0.000000000000000000e+00,1.361121739999999969e+00,2.000000000000000000e+00,-4.000000000000000000e+00
8.000000000000000000e+00,0.000000000000000000e+00,3.767448226000000400e+00,2.000000000000000000e+00,-4.000000000000000000e+00
9.000000000000000000e+00,0.000000000000000000e+00,9.989390599999999898e-01,2.000000000000000000e+00,-4.000000000000000000e+00
9.000000000000000000e+00,0.000000000000000000e+00,8.215034999999999421e-01,2.000000000000000000e+00,-4.000000000000000000e+00
1.000000000000000000e+01,0.000000000000000000e+00,1.977675293999999973e+00,2.000000000000000000e+00,-4.000000000000000000e+00
1.000000000000000000e+01,0.000000000000000000e+00,6.298705970000000320e-01,2.000000000000000000e+00,-4.000000000000000000e+00
1.100000000000000000e+01,0.000000000000000000e+00,6.496893070000000492e-01,2.000000000000000000e+00,-4.000000000000000000e+00
1.100000000000000000e+01,0.000000000000000000e+00,7.245387759999999400e-01,2.000000000000000000e+00,-4.000000000000000000e+00
1.200000000000000000e+01,0.000000000000000000e+00,1.648710234000000163e+00,2.000000000000000000e+00,-4.000000000000000000e+00
1.200000000000000000e+01,0.000000000000000000e+00,1.114514874000000155e+00,2.000000000000000000e+00,-4.000000000000000000e+00
1.300000000000000000e+01,0.000000000000000000e+00,8.910532399999999686e-01,2.000000000000000000e+00,-4.000000000000000000e+00
1.300000000000000000e+01,0.000000000000000000e+00,7.766291699999999798e-01,2.000000000000000000e+00,-4.000000000000000000e+00
1.400000000000000000e+01,0.000000000000000000e+00,1.130063768000000080e+00,2.000000000000000000e+00,-4.000000000000000000e+00
1.400000000000000000e+01,0.000000000000000000e+00,3.168404296999999925e+00,2.000000000000000000e+00,-4.000000000000000000e+00
1.500000000000000000e+01,0.000000000000000000e+00,5.960495599999999783e-01,2.000000000000000000e+00,-4.000000000000000000e+00
1.600000000000000000e+01,0.000000000000000000e+00,4.994487459999999990e-01,2.000000000000000000e+00,-4.000000000000000000e+00
1.700000000000000000e+01,0.000000000000000000e+00,1.272321786000000010e+00,2.000000000000000000e+00,-4.000000000000000000e+00
1.700000000000000000e+01,0.000000000000000000e+00,8.005037790000000264e-01,2.000000000000000000e+00,-4.000000000000000000e+00
1.800000000000000000e+01,0.000000000000000000e+00,7.631983850000000347e-01,2.000000000000000000e+00,-4.000000000000000000e+00
1.800000000000000000e+01,0.000000000000000000e+00,1.137652215999999994e+00,2.000000000000000000e+00,-4.000000000000000000e+00
1.900000000000000000e+01,0.000000000000000000e+00,1.098876879999999945e+00,2.000000000000000000e+00,-4.000000000000000000e+00
1.900000000000000000e+01,0.000000000000000000e+00,1.142209475999999890e+00,2.000000000000000000e+00,-4.000000000000000000e+00
2.000000000000000000e+01,0.000000000000000000e+00,1.366924261999999946e+00,2.000000000000000000e+00,-4.000000000000000000e+00
2.000000000000000000e+01,0.000000000000000000e+00,7.663633559999999401e-01,2.000000000000000000e+00,-4.000000000000000000e+00
2.100000000000000000e+01,0.000000000000000000e+00,1.241042154999999925e+00,2.000000000000000000e+00,-4.000000000000000000e+00
