"","participant_str","participant_num","condition","onset","duration","gain","loss","RT","participant_response","ordinal_response"
"1","sub-001",1,"Equal indifference",4.071,4,14,6,2.388,"weakly_accept",3
"2","sub-001",1,"Equal indifference",11.834,4,34,14,2.289,"strongly_accept",4
"3","sub-001",1,"Equal indifference",19.535,4,34,13,1.873,"strongly_accept",4
"4","sub-001",1,"Equal indifference",27.535,4,10,10,1.457,"weakly_reject",2
"5","sub-001",1,"Equal indifference",36.435,4,12,19,1.973,"strongly_reject",1
"6","sub-001",1,"Equal indifference",43.935,4,20,8,1.767,"weakly_accept",3
"7","sub-001",1,"Equal indifference",50.535,4,28,9,1.561,"strongly_accept",4
"8","sub-001",1,"Equal indifference",59.837,4,20,15,2.289,"weakly_accept",3
"9","sub-001",1,"Equal indifference",65.838,4,10,7,2.287,"weakly_accept",3
"10","sub-001",1,"Equal indifference",71.539,4,16,6,2.08,"weakly_accept",3
"11","sub-001",1,"Equal indifference",80.436,4,16,5,1.871,"weakly_accept",3
"12","sub-001",1,"Equal indifference",89.736,4,10,15,2.08,"strongly_reject",1
"13","sub-001",1,"Equal indifference",95.236,4,16,17,2.288,"weakly_reject",2
"14","sub-001",1,"Equal indifference",100.336,4,20,9,2.807,"weakly_accept",3
"15","sub-001",1,"Equal indifference",105.528,4,24,13,2.08,"weakly_accept",3
"16","sub-001",1,"Equal indifference",113.136,4,18,20,1.872,"weakly_reject",2
"17","sub-001",1,"Equal indifference",122.131,4,22,10,2.393,"strongly_accept",4
"18","sub-001",1,"Equal indifference",128.232,4,38,14,2.079,"strongly_accept",4
"19","sub-001",1,"Equal indifference",135.634,4,38,9,1.458,"strongly_accept",4
"20","sub-001",1,"Equal indifference",141.237,4,28,5,1.766,"strongly_accept",4
"21","sub-001",1,"Equal indifference",148.137,4,32,20,2.495,"weakly_accept",3
"22","sub-001",1,"Equal indifference",155.12,4,32,13,2.806,"weakly_accept",3
"23","sub-001",1,"Equal indifference",163.521,4,14,9,3.223,"weakly_accept",3
"24","sub-001",1,"Equal indifference",171.423,4,32,5,1.454,"strongly_accept",4
"25","sub-001",1,"Equal indifference",178.824,4,20,7,2.803,"weakly_accept",3
"26","sub-001",1,"Equal indifference",188.726,4,36,8,2.287,"strongly_accept",4
"27","sub-001",1,"Equal indifference",195.427,4,30,8,2.806,"strongly_accept",4
"28","sub-001",1,"Equal indifference",200.528,4,28,8,2.597,"strongly_accept",4
"29","sub-001",1,"Equal indifference",207.029,4,24,17,2.392,"weakly_accept",3
"30","sub-001",1,"Equal indifference",213.931,4,26,16,1.978,"weakly_accept",3
"31","sub-001",1,"Equal indifference",220.131,4,38,6,1.349,"strongly_accept",4
"32","sub-001",1,"Equal indifference",229.033,4,30,14,2.914,"weakly_accept",3
"33","sub-001",1,"Equal indifference",234.534,4,36,7,1.456,"strongly_accept",4
"34","sub-001",1,"Equal indifference",239.735,4,14,14,2.185,"weakly_reject",2
"35","sub-001",1,"Equal indifference",247.138,4,26,9,3.116,"strongly_accept",4
"36","sub-001",1,"Equal indifference",253.222,4,40,18,3.119,"strongly_accept",4
"37","sub-001",1,"Equal indifference",262.322,4,24,14,2.077,"weakly_accept",3
"38","sub-001",1,"Equal indifference",271.424,4,36,10,1.56,"strongly_accept",4
"39","sub-001",1,"Equal indifference",276.825,4,16,16,1.976,"weakly_reject",2
"40","sub-001",1,"Equal indifference",285.026,4,20,20,2.7,"weakly_reject",2
"41","sub-001",1,"Equal indifference",291.627,4,28,17,1.974,"weakly_accept",3
"42","sub-001",1,"Equal indifference",301.329,4,12,9,1.766,"weakly_accept",3
"43","sub-001",1,"Equal indifference",310.131,4,32,14,1.56,"weakly_accept",3
"44","sub-001",1,"Equal indifference",315.732,4,36,12,1.247,"strongly_accept",4
"45","sub-001",1,"Equal indifference",321.933,4,38,15,2.184,"strongly_accept",4
"46","sub-001",1,"Equal indifference",329.534,4,32,12,1.977,"strongly_accept",4
"47","sub-001",1,"Equal indifference",335.435,4,28,20,1.766,"weakly_accept",3
"48","sub-001",1,"Equal indifference",340.636,4,38,19,0,"NoResp",NA
"49","sub-001",1,"Equal indifference",348.423,4,12,10,1.664,"weakly_accept",3
"50","sub-001",1,"Equal indifference",353.923,4,40,12,1.143,"strongly_accept",4
"51","sub-001",1,"Equal indifference",361.523,4,34,19,1.353,"weakly_accept",3
"52","sub-001",1,"Equal indifference",367.724,4,22,11,1.452,"weakly_accept",3
"53","sub-001",1,"Equal indifference",373.525,4,24,9,0.937,"strongly_accept",4
"54","sub-001",1,"Equal indifference",378.526,4,16,13,1.56,"weakly_accept",3
"55","sub-001",1,"Equal indifference",384.627,4,22,19,1.351,"weakly_accept",3
"56","sub-001",1,"Equal indifference",390.128,4,22,8,1.663,"strongly_accept",4
"57","sub-001",1,"Equal indifference",395.129,4,10,20,1.765,"strongly_reject",1
"58","sub-001",1,"Equal indifference",400.73,4,20,5,1.873,"strongly_accept",4
"59","sub-001",1,"Equal indifference",410.331,4,30,10,1.141,"strongly_accept",4
"60","sub-001",1,"Equal indifference",416.033,4,18,14,1.764,"weakly_accept",3
"61","sub-001",1,"Equal indifference",421.734,4,34,8,1.666,"strongly_accept",4
"62","sub-001",1,"Equal indifference",427.535,4,30,17,1.249,"strongly_accept",4
"63","sub-001",1,"Equal indifference",435.636,4,10,18,1.247,"strongly_reject",1
"64","sub-001",1,"Equal indifference",441.024,4,38,20,1.663,"weakly_accept",3
"65","sub-001",1,"Equal indifference",4.044,4,40,17,1.144,"strongly_accept",4
"66","sub-001",1,"Equal indifference",10.236,4,18,10,1.247,"weakly_accept",3
"67","sub-001",1,"Equal indifference",16.728,4,34,12,1.56,"strongly_accept",4
"68","sub-001",1,"Equal indifference",24.529,4,14,10,1.561,"weakly_accept",3
"69","sub-001",1,"Equal indifference",30.331,4,30,16,1.77,"weakly_accept",3
"70","sub-001",1,"Equal indifference",39.232,4,36,14,1.352,"strongly_accept",4
"71","sub-001",1,"Equal indifference",47.034,4,30,11,1.249,"strongly_accept",4
"72","sub-001",1,"Equal indifference",54.537,4,30,20,1.353,"weakly_accept",3
"73","sub-001",1,"Equal indifference",59.637,4,20,18,1.767,"weakly_accept",3
"74","sub-001",1,"Equal indifference",65.22,4,32,11,1.56,"strongly_accept",4
"75","sub-001",1,"Equal indifference",71.821,4,26,11,1.247,"strongly_accept",4
"76","sub-001",1,"Equal indifference",77.022,4,22,18,1.559,"weakly_accept",3
"77","sub-001",1,"Equal indifference",86.323,4,18,11,1.145,"weakly_accept",3
"78","sub-001",1,"Equal indifference",95.225,4,36,11,1.247,"strongly_accept",4
"79","sub-001",1,"Equal indifference",100.926,4,38,13,1.351,"strongly_accept",4
"80","sub-001",1,"Equal indifference",109.728,4,12,6,1.561,"weakly_accept",3
"81","sub-001",1,"Equal indifference",115.228,4,16,20,2.079,"strongly_reject",1
"82","sub-001",1,"Equal indifference",122.63,4,10,16,2.078,"strongly_reject",1
"83","sub-001",1,"Equal indifference",128.331,4,40,10,1.142,"strongly_accept",4
"84","sub-001",1,"Equal indifference",133.832,4,12,8,1.871,"weakly_reject",2
"85","sub-001",1,"Equal indifference",139.533,4,30,18,1.766,"weakly_accept",3
"86","sub-001",1,"Equal indifference",146.234,4,34,15,1.765,"weakly_accept",3
"87","sub-001",1,"Equal indifference",155.339,4,20,16,1.456,"weakly_accept",3
"88","sub-001",1,"Equal indifference",164.922,4,32,7,1.248,"strongly_accept",4
"89","sub-001",1,"Equal indifference",172.822,4,16,9,1.456,"weakly_accept",3
"90","sub-001",1,"Equal indifference",179.424,4,30,12,1.352,"strongly_accept",4
"91","sub-001",1,"Equal indifference",184.424,4,36,19,1.142,"strongly_accept",4
"92","sub-001",1,"Equal indifference",192.025,4,12,18,1.767,"strongly_reject",1
"93","sub-001",1,"Equal indifference",198.126,4,26,5,1.142,"strongly_accept",4
"94","sub-001",1,"Equal indifference",203.228,4,40,15,1.248,"strongly_accept",4
"95","sub-001",1,"Equal indifference",209.429,4,12,15,1.973,"weakly_reject",2
"96","sub-001",1,"Equal indifference",219.331,4,18,8,1.457,"weakly_accept",3
"97","sub-001",1,"Equal indifference",227.332,4,34,20,1.559,"weakly_accept",3
"98","sub-001",1,"Equal indifference",233.233,4,20,6,1.974,"strongly_accept",4
"99","sub-001",1,"Equal indifference",241.334,4,16,11,1.142,"weakly_accept",3
"100","sub-001",1,"Equal indifference",246.535,4,38,18,1.972,"weakly_accept",3
"101","sub-001",1,"Equal indifference",252.036,4,16,15,1.768,"weakly_accept",3
"102","sub-001",1,"Equal indifference",257.023,4,18,6,1.767,"strongly_accept",4
"103","sub-001",1,"Equal indifference",262.223,4,36,9,1.038,"strongly_accept",4
"104","sub-001",1,"Equal indifference",269.624,4,10,19,1.561,"strongly_reject",1
"105","sub-001",1,"Equal indifference",277.824,4,30,7,1.04,"strongly_accept",4
"106","sub-001",1,"Equal indifference",283.325,4,16,7,1.455,"weakly_accept",3
"107","sub-001",1,"Equal indifference",291.727,4,28,16,1.455,"weakly_accept",3
"108","sub-001",1,"Equal indifference",301.028,4,20,11,1.351,"weakly_accept",3
"109","sub-001",1,"Equal indifference",308.029,4,26,18,1.767,"weakly_accept",3
"110","sub-001",1,"Equal indifference",315.631,4,40,5,1.146,"strongly_accept",4
"111","sub-001",1,"Equal indifference",322.532,4,26,13,1.662,"strongly_accept",4
"112","sub-001",1,"Equal indifference",328.133,4,24,15,1.351,"weakly_accept",3
"113","sub-001",1,"Equal indifference",334.234,4,18,17,1.974,"weakly_accept",3
"114","sub-001",1,"Equal indifference",343.936,4,12,14,1.977,"weakly_reject",2
"115","sub-001",1,"Equal indifference",353.024,4,34,7,1.249,"strongly_accept",4
"116","sub-001",1,"Equal indifference",359.125,4,40,7,1.246,"strongly_accept",4
"117","sub-001",1,"Equal indifference",365.325,4,28,7,2.287,"strongly_accept",4
"118","sub-001",1,"Equal indifference",372.725,4,22,16,1.665,"weakly_accept",3
"119","sub-001",1,"Equal indifference",378.325,4,16,8,1.872,"weakly_accept",3
"120","sub-001",1,"Equal indifference",385.226,4,10,12,1.455,"weakly_reject",2
"121","sub-001",1,"Equal indifference",394.128,4,24,6,1.666,"strongly_accept",4
"122","sub-001",1,"Equal indifference",399.928,4,28,18,1.767,"weakly_accept",3
"123","sub-001",1,"Equal indifference",407.63,4,40,8,0.936,"strongly_accept",4
"124","sub-001",1,"Equal indifference",413.031,4,14,18,1.767,"weakly_reject",2
"125","sub-001",1,"Equal indifference",420.632,4,24,11,1.456,"weakly_accept",3
"126","sub-001",1,"Equal indifference",429.634,4,24,16,1.455,"weakly_accept",3
"127","sub-001",1,"Equal indifference",435.635,4,24,20,1.768,"weakly_accept",3
"128","sub-001",1,"Equal indifference",441.036,4,32,15,1.664,"strongly_accept",4
"129","sub-001",1,"Equal indifference",4.047,4,20,14,1.456,"weakly_accept",3
"130","sub-001",1,"Equal indifference",10.029,4,32,18,1.867,"weakly_accept",3
"131","sub-001",1,"Equal indifference",16.529,4,34,18,1.769,"strongly_accept",4
"132","sub-001",1,"Equal indifference",25.429,4,36,15,2.287,"strongly_accept",4
"133","sub-001",1,"Equal indifference",33.429,4,10,5,1.456,"weakly_accept",3
"134","sub-001",1,"Equal indifference",42.73,4,16,12,1.25,"weakly_accept",3
"135","sub-001",1,"Equal indifference",48.53,4,26,8,1.872,"strongly_accept",4
"136","sub-001",1,"Equal indifference",53.731,4,40,6,1.04,"strongly_accept",4
"137","sub-001",1,"Equal indifference",61.932,4,10,14,1.457,"weakly_reject",2
"138","sub-001",1,"Equal indifference",67.433,4,26,10,2.496,"strongly_accept",4
"139","sub-001",1,"Equal indifference",75.835,4,20,12,1.249,"weakly_accept",3
"140","sub-001",1,"Equal indifference",83.236,4,18,9,1.663,"weakly_accept",3
"141","sub-001",1,"Equal indifference",91.03,4,12,16,1.768,"weakly_reject",2
"142","sub-001",1,"Equal indifference",97.93,4,34,17,1.663,"weakly_accept",3
"143","sub-001",1,"Equal indifference",103.33,4,36,6,1.249,"strongly_accept",4
"144","sub-001",1,"Equal indifference",108.83,4,30,5,1.143,"strongly_accept",4
"145","sub-001",1,"Equal indifference",114.431,4,14,20,1.662,"strongly_reject",1
"146","sub-001",1,"Equal indifference",123.531,4,10,8,1.351,"weakly_accept",3
"147","sub-001",1,"Equal indifference",129.731,4,24,19,1.766,"weakly_accept",3
"148","sub-001",1,"Equal indifference",138.631,4,22,15,1.245,"weakly_accept",3
"149","sub-001",1,"Equal indifference",145.631,4,12,12,1.768,"weakly_accept",3
"150","sub-001",1,"Equal indifference",150.632,4,20,19,2.185,"weakly_accept",3
"151","sub-001",1,"Equal indifference",156.432,4,32,16,1.665,"weakly_accept",3
"152","sub-001",1,"Equal indifference",164.334,4,28,12,1.454,"strongly_accept",4
"153","sub-001",1,"Equal indifference",170.435,4,28,11,1.457,"strongly_accept",4
"154","sub-001",1,"Equal indifference",176.136,4,40,13,1.248,"strongly_accept",4
"155","sub-001",1,"Equal indifference",182.732,4,14,5,1.873,"weakly_accept",3
"156","sub-001",1,"Equal indifference",187.938,4,24,7,1.353,"strongly_accept",4
"157","sub-001",1,"Equal indifference",196.939,4,32,19,1.456,"weakly_accept",3
"158","sub-001",1,"Equal indifference",204.532,4,22,12,1.352,"weakly_accept",3
"159","sub-001",1,"Equal indifference",214.432,4,32,6,0.937,"strongly_accept",4
"160","sub-001",1,"Equal indifference",220.532,4,22,5,1.04,"strongly_accept",4
"161","sub-001",1,"Equal indifference",226.133,4,32,9,1.142,"strongly_accept",4
"162","sub-001",1,"Equal indifference",231.132,4,28,19,1.144,"weakly_accept",3
"163","sub-001",1,"Equal indifference",236.333,4,26,7,1.559,"strongly_accept",4
"164","sub-001",1,"Equal indifference",242.533,4,32,17,1.456,"weakly_accept",3
"165","sub-001",1,"Equal indifference",252.233,4,16,14,1.77,"weakly_accept",3
"166","sub-001",1,"Equal indifference",258.833,4,12,5,1.56,"weakly_accept",3
"167","sub-001",1,"Equal indifference",267.935,4,38,10,1.245,"strongly_accept",4
"168","sub-001",1,"Equal indifference",273.337,4,36,13,1.456,"strongly_accept",4
"169","sub-001",1,"Equal indifference",282.133,4,16,19,2.08,"strongly_reject",1
"170","sub-001",1,"Equal indifference",287.834,4,22,17,1.456,"weakly_accept",3
"171","sub-001",1,"Equal indifference",294.733,4,10,9,1.663,"weakly_accept",3
"172","sub-001",1,"Equal indifference",301.434,4,40,9,1.248,"strongly_accept",4
"173","sub-001",1,"Equal indifference",308.834,4,28,14,1.559,"weakly_accept",3
"174","sub-001",1,"Equal indifference",316.934,4,22,6,1.559,"strongly_accept",4
"175","sub-001",1,"Equal indifference",322.834,4,14,17,1.561,"weakly_reject",2
"176","sub-001",1,"Equal indifference",330.434,4,18,18,1.659,"weakly_accept",3
"177","sub-001",1,"Equal indifference",336.134,4,18,16,1.766,"weakly_accept",3
"178","sub-001",1,"Equal indifference",341.234,4,24,12,1.769,"weakly_accept",3
"179","sub-001",1,"Equal indifference",346.734,4,14,11,1.455,"weakly_accept",3
"180","sub-001",1,"Equal indifference",354.534,4,36,5,0.933,"strongly_accept",4
"181","sub-001",1,"Equal indifference",360.635,4,30,13,1.456,"strongly_accept",4
"182","sub-001",1,"Equal indifference",366.136,4,36,17,1.664,"weakly_accept",3
"183","sub-001",1,"Equal indifference",371.237,4,40,14,1.145,"strongly_accept",4
"184","sub-001",1,"Equal indifference",378.835,4,10,13,1.456,"weakly_reject",2
"185","sub-001",1,"Equal indifference",387.735,4,40,19,1.977,"weakly_accept",3
"186","sub-001",1,"Equal indifference",395.435,4,24,8,1.247,"strongly_accept",4
"187","sub-001",1,"Equal indifference",401.635,4,38,11,1.975,"strongly_accept",4
"188","sub-001",1,"Equal indifference",407.235,4,30,15,1.664,"weakly_accept",3
"189","sub-001",1,"Equal indifference",414.635,4,34,10,1.349,"strongly_accept",4
"190","sub-001",1,"Equal indifference",423.936,4,22,14,1.768,"weakly_accept",3
"191","sub-001",1,"Equal indifference",431.435,4,38,5,0.937,"strongly_accept",4
"192","sub-001",1,"Equal indifference",441.036,4,14,19,1.562,"weakly_reject",2
"193","sub-001",1,"Equal indifference",4.05,4,28,13,1.352,"weakly_accept",3
"194","sub-001",1,"Equal indifference",9.733,4,32,8,1.146,"strongly_accept",4
"195","sub-001",1,"Equal indifference",15.234,4,14,13,1.145,"weakly_accept",3
"196","sub-001",1,"Equal indifference",20.435,4,18,5,1.246,"weakly_accept",3
"197","sub-001",1,"Equal indifference",29.736,4,20,13,1.456,"weakly_accept",3
"198","sub-001",1,"Equal indifference",36.729,4,36,16,2.39,"strongly_accept",4
"199","sub-001",1,"Equal indifference",46.329,4,12,20,1.458,"strongly_reject",1
"200","sub-001",1,"Equal indifference",54.129,4,26,17,1.456,"weakly_accept",3
"201","sub-001",1,"Equal indifference",59.932,4,14,12,1.766,"weakly_accept",3
"202","sub-001",1,"Equal indifference",65.53,4,12,11,1.248,"weakly_accept",3
"203","sub-001",1,"Equal indifference",74.629,4,18,15,1.768,"weakly_accept",3
"204","sub-001",1,"Equal indifference",84.33,4,18,19,1.768,"weakly_reject",2
"205","sub-001",1,"Equal indifference",93.23,4,28,15,1.664,"weakly_accept",3
"206","sub-001",1,"Equal indifference",102.333,4,26,19,1.246,"weakly_accept",3
"207","sub-001",1,"Equal indifference",107.734,4,14,8,1.561,"weakly_accept",3
"208","sub-001",1,"Equal indifference",114.635,4,10,11,1.249,"weakly_reject",2
"209","sub-001",1,"Equal indifference",120.636,4,40,11,1.25,"strongly_accept",4
"210","sub-001",1,"Equal indifference",127.33,4,38,7,1.248,"strongly_accept",4
"211","sub-001",1,"Equal indifference",135.53,4,10,17,1.352,"strongly_reject",1
"212","sub-001",1,"Equal indifference",140.932,4,20,17,1.248,"weakly_accept",3
"213","sub-001",1,"Equal indifference",149.937,4,24,10,1.561,"strongly_accept",4
"214","sub-001",1,"Equal indifference",158.831,4,30,19,1.659,"weakly_accept",3
"215","sub-001",1,"Equal indifference",163.935,4,34,9,1.039,"strongly_accept",4
"216","sub-001",1,"Equal indifference",170.031,4,26,15,1.559,"weakly_accept",3
"217","sub-001",1,"Equal indifference",175.531,4,16,18,1.978,"weakly_reject",2
"218","sub-001",1,"Equal indifference",182.931,4,14,16,1.352,"weakly_reject",2
"219","sub-001",1,"Equal indifference",190.631,4,34,6,1.249,"strongly_accept",4
"220","sub-001",1,"Equal indifference",198.232,4,24,18,1.456,"weakly_accept",3
"221","sub-001",1,"Equal indifference",203.434,4,34,5,0.937,"strongly_accept",4
"222","sub-001",1,"Equal indifference",212.235,4,10,6,1.248,"weakly_accept",3
"223","sub-001",1,"Equal indifference",217.436,4,26,20,1.354,"weakly_accept",3
"224","sub-001",1,"Equal indifference",225.532,4,12,13,1.456,"weakly_reject",2
"225","sub-001",1,"Equal indifference",233.132,4,36,18,1.561,"weakly_accept",3
"226","sub-001",1,"Equal indifference",239.332,4,22,9,1.559,"strongly_accept",4
"227","sub-001",1,"Equal indifference",244.832,4,18,12,1.766,"weakly_accept",3
"228","sub-001",1,"Equal indifference",250.532,4,32,10,1.042,"strongly_accept",4
"229","sub-001",1,"Equal indifference",257.432,4,38,12,1.56,"strongly_accept",4
"230","sub-001",1,"Equal indifference",263.133,4,14,7,2.288,"weakly_accept",3
"231","sub-001",1,"Equal indifference",272.433,4,20,10,1.353,"weakly_accept",3
"232","sub-001",1,"Equal indifference",278.533,4,12,17,2.287,"strongly_reject",1
"233","sub-001",1,"Equal indifference",284.732,4,28,10,1.768,"strongly_accept",4
"234","sub-001",1,"Equal indifference",289.733,4,38,16,1.976,"strongly_accept",4
"235","sub-001",1,"Equal indifference",295.333,4,18,13,1.975,"weakly_accept",3
"236","sub-001",1,"Equal indifference",301.834,4,26,6,1.041,"strongly_accept",4
"237","sub-001",1,"Equal indifference",308.035,4,34,11,1.144,"strongly_accept",4
"238","sub-001",1,"Equal indifference",313.836,4,30,6,1.144,"strongly_accept",4
"239","sub-001",1,"Equal indifference",321.233,4,12,7,1.249,"weakly_accept",3
"240","sub-001",1,"Equal indifference",326.833,4,18,7,1.767,"strongly_accept",4
"241","sub-001",1,"Equal indifference",334.334,4,22,20,1.769,"weakly_accept",3
"242","sub-001",1,"Equal indifference",341.936,4,36,20,1.766,"strongly_accept",4
"243","sub-001",1,"Equal indifference",350.334,4,16,10,1.247,"weakly_accept",3
"244","sub-001",1,"Equal indifference",356.936,4,38,8,1.041,"strongly_accept",4
"245","sub-001",1,"Equal indifference",364.734,4,14,15,1.456,"weakly_reject",2
"246","sub-001",1,"Equal indifference",372.634,4,30,9,1.039,"strongly_accept",4
"247","sub-001",1,"Equal indifference",379.234,4,26,12,1.248,"strongly_accept",4
"248","sub-001",1,"Equal indifference",388.134,4,38,17,1.249,"weakly_accept",3
"249","sub-001",1,"Equal indifference",394.035,4,22,13,1.457,"weakly_accept",3
"250","sub-001",1,"Equal indifference",403.937,4,40,16,0.935,"strongly_accept",4
"251","sub-001",1,"Equal indifference",409.436,4,26,14,1.144,"weakly_accept",3
"252","sub-001",1,"Equal indifference",416.837,4,34,16,1.765,"weakly_accept",3
"253","sub-001",1,"Equal indifference",424.834,4,40,20,1.453,"weakly_accept",3
"254","sub-001",1,"Equal indifference",429.835,4,28,6,1.454,"strongly_accept",4
"255","sub-001",1,"Equal indifference",435.935,4,22,7,1.663,"strongly_accept",4
"256","sub-001",1,"Equal indifference",441.035,4,24,5,1.041,"strongly_accept",4
"513","sub-003",3,"Equal indifference",4.054,4,14,14,1.247,"strongly_accept",4
"514","sub-003",3,"Equal indifference",9.032,4,38,14,1.041,"strongly_accept",4
"515","sub-003",3,"Equal indifference",14.633,4,10,18,2.803,"weakly_accept",3
"516","sub-003",3,"Equal indifference",20.137,4,16,5,0.936,"strongly_accept",4
"517","sub-003",3,"Equal indifference",25.537,4,40,12,1.142,"strongly_accept",4
"518","sub-003",3,"Equal indifference",31.237,4,40,18,1.145,"strongly_accept",4
"519","sub-003",3,"Equal indifference",37.021,4,24,9,1.04,"strongly_accept",4
"520","sub-003",3,"Equal indifference",46.122,4,30,14,1.352,"strongly_accept",4
"521","sub-003",3,"Equal indifference",51.223,4,10,15,2.289,"weakly_reject",2
"522","sub-003",3,"Equal indifference",58.124,4,28,5,1.041,"strongly_accept",4
"523","sub-003",3,"Equal indifference",67.426,4,18,20,1.87,"weakly_accept",3
"524","sub-003",3,"Equal indifference",77.128,4,24,14,1.456,"strongly_accept",4
"525","sub-003",3,"Equal indifference",82.928,4,12,9,1.248,"strongly_accept",4
"526","sub-003",3,"Equal indifference",90.53,4,36,7,1.242,"strongly_accept",4
"527","sub-003",3,"Equal indifference",97.932,4,38,19,1.25,"strongly_accept",4
"528","sub-003",3,"Equal indifference",104.532,4,20,15,2.702,"weakly_accept",3
"529","sub-003",3,"Equal indifference",110.734,4,32,12,1.144,"strongly_accept",4
"530","sub-003",3,"Equal indifference",117.635,4,30,17,1.144,"strongly_accept",4
"531","sub-003",3,"Equal indifference",126.039,4,14,9,1.249,"strongly_accept",4
"532","sub-003",3,"Equal indifference",133.521,4,38,9,1.038,"strongly_accept",4
"533","sub-003",3,"Equal indifference",138.622,4,32,5,1.041,"strongly_accept",4
"534","sub-003",3,"Equal indifference",147.423,4,10,10,2.392,"weakly_reject",2
"535","sub-003",3,"Equal indifference",153.525,4,12,10,1.247,"strongly_accept",4
"536","sub-003",3,"Equal indifference",163.426,4,28,17,1.456,"strongly_accept",4
"537","sub-003",3,"Equal indifference",171.628,4,34,8,0.935,"strongly_accept",4
"538","sub-003",3,"Equal indifference",177.228,4,28,9,1.04,"strongly_accept",4
"539","sub-003",3,"Equal indifference",183.93,4,20,9,1.041,"strongly_accept",4
"540","sub-003",3,"Equal indifference",191.934,4,38,6,0.936,"strongly_accept",4
"541","sub-003",3,"Equal indifference",197.332,4,32,20,1.038,"strongly_accept",4
"542","sub-003",3,"Equal indifference",205.133,4,38,15,1.351,"strongly_accept",4
"543","sub-003",3,"Equal indifference",213.235,4,28,20,2.597,"strongly_accept",4
"544","sub-003",3,"Equal indifference",219.336,4,16,13,2.082,"strongly_accept",4
"545","sub-003",3,"Equal indifference",225.924,4,34,14,1.248,"strongly_accept",4
"546","sub-003",3,"Equal indifference",235.023,4,20,7,1.35,"strongly_accept",4
"547","sub-003",3,"Equal indifference",240.925,4,18,14,1.766,"strongly_accept",4
"548","sub-003",3,"Equal indifference",247.925,4,24,13,1.455,"strongly_accept",4
"549","sub-003",3,"Equal indifference",252.927,4,34,13,1.456,"strongly_accept",4
"550","sub-003",3,"Equal indifference",258.929,4,36,10,1.246,"strongly_accept",4
"551","sub-003",3,"Equal indifference",267.929,4,32,13,1.039,"strongly_accept",4
"552","sub-003",3,"Equal indifference",274.429,4,26,16,1.458,"strongly_accept",4
"553","sub-003",3,"Equal indifference",283.331,4,30,8,1.246,"strongly_accept",4
"554","sub-003",3,"Equal indifference",291.232,4,24,17,1.038,"strongly_accept",4
"555","sub-003",3,"Equal indifference",298.633,4,34,19,0.833,"strongly_accept",4
"556","sub-003",3,"Equal indifference",308.235,4,16,16,2.081,"weakly_accept",3
"557","sub-003",3,"Equal indifference",315.836,4,38,20,1.353,"strongly_accept",4
"558","sub-003",3,"Equal indifference",323.425,4,22,8,1.249,"strongly_accept",4
"559","sub-003",3,"Equal indifference",328.624,4,22,19,1.143,"strongly_accept",4
"560","sub-003",3,"Equal indifference",334.725,4,10,7,2.078,"strongly_accept",4
"561","sub-003",3,"Equal indifference",342.125,4,22,10,1.458,"strongly_accept",4
"562","sub-003",3,"Equal indifference",347.825,4,10,20,0.832,"strongly_accept",4
"563","sub-003",3,"Equal indifference",353.026,4,28,8,1.04,"strongly_accept",4
"564","sub-003",3,"Equal indifference",359.227,4,16,17,2.911,"weakly_accept",3
"565","sub-003",3,"Equal indifference",364.428,4,26,9,1.146,"strongly_accept",4
"566","sub-003",3,"Equal indifference",369.929,4,30,10,1.347,"strongly_accept",4
"567","sub-003",3,"Equal indifference",375.53,4,36,8,1.143,"strongly_accept",4
"568","sub-003",3,"Equal indifference",381.031,4,36,12,2.393,"strongly_accept",4
"569","sub-003",3,"Equal indifference",389.933,4,14,6,1.664,"strongly_accept",4
"570","sub-003",3,"Equal indifference",396.134,4,20,8,1.04,"strongly_accept",4
"571","sub-003",3,"Equal indifference",401.835,4,16,6,1.348,"strongly_accept",4
"572","sub-003",3,"Equal indifference",411.136,4,12,19,3.225,"weakly_reject",2
"573","sub-003",3,"Equal indifference",420.026,4,32,14,3.641,"strongly_accept",4
"574","sub-003",3,"Equal indifference",427.826,4,20,20,0,"NoResp",NA
"575","sub-003",3,"Equal indifference",433.326,4,20,5,1.456,"strongly_accept",4
"576","sub-003",3,"Equal indifference",441.027,4,22,11,1.457,"strongly_accept",4
"577","sub-003",3,"Equal indifference",4.048,4,34,7,1.351,"strongly_accept",4
"578","sub-003",3,"Equal indifference",9.53,4,40,7,1.249,"strongly_accept",4
"579","sub-003",3,"Equal indifference",15.632,4,38,13,1.247,"strongly_accept",4
"580","sub-003",3,"Equal indifference",21.333,4,34,20,1.041,"strongly_accept",4
"581","sub-003",3,"Equal indifference",27.434,4,18,10,3.742,"strongly_accept",4
"582","sub-003",3,"Equal indifference",32.835,4,30,11,0.935,"strongly_accept",4
"583","sub-003",3,"Equal indifference",41.927,4,26,11,1.456,"strongly_accept",4
"584","sub-003",3,"Equal indifference",50.828,4,40,10,1.352,"strongly_accept",4
"585","sub-003",3,"Equal indifference",60.528,4,20,18,1.352,"strongly_accept",4
"586","sub-003",3,"Equal indifference",68.128,4,14,10,1.873,"strongly_accept",4
"587","sub-003",3,"Equal indifference",74.328,4,10,16,0,"NoResp",NA
"588","sub-003",3,"Equal indifference",82.028,4,24,15,1.144,"strongly_accept",4
