,knode_name,stochastic,observed,subj,node,tag,depends,hidden,subj_idx,gain,loss,rt,response,mean,std,2.5q,25q,50q,75q,97.5q,mc err,map
t_subj.106,t_subj,True,False,True,t_subj.106,(),['subj_idx'],False,106,,,,,0.5708568919643644,0.008937327355859772,0.5511036870810879,0.5653905544048748,0.57173010006822,0.5771917058614547,0.5858047393870863,0.0002483938476885325,0.5786240955637207
t_subj.108,t_subj,True,False,True,t_subj.108,(),['subj_idx'],False,108,,,,,0.715610561701621,0.019174745410818803,0.6730606617542605,0.7040409647157563,0.7168906974157737,0.7288117887558597,0.7495680344308356,0.0004630791718505692,0.754089572167225
t_subj.110,t_subj,True,False,True,t_subj.110,(),['subj_idx'],False,110,,,,,0.905525817800409,0.02037697752663257,0.8621408812351106,0.8922319167910651,0.9072226350896432,0.9202280486873333,0.9407862698794703,0.0005294541434372053,0.9528013159078446
t_subj.112,t_subj,True,False,True,t_subj.112,(),['subj_idx'],False,112,,,,,0.6756387560589883,0.011098544268546761,0.6510587474055515,0.6689772730929913,0.6764575062893806,0.6836769063951736,0.6945097064823268,0.0002865535983436275,0.6934351318065424
t_subj.114,t_subj,True,False,True,t_subj.114,(),['subj_idx'],False,114,,,,,0.6589090153163115,0.010056729911845573,0.6374429927200539,0.6524538247527436,0.6595788323063966,0.6659718308441049,0.6767190412440857,0.00027408254955920677,0.6715704704055229
t_subj.116,t_subj,True,False,True,t_subj.116,(),['subj_idx'],False,116,,,,,0.6864703325587197,0.01020688532479071,0.6640313385683418,0.6802273565236829,0.6873320220252928,0.6938926866853478,0.7038401066134398,0.0002479307750973703,0.6950747790024171
t_subj.118,t_subj,True,False,True,t_subj.118,(),['subj_idx'],False,118,,,,,0.4642544366999169,0.010745572026857714,0.43967241709275107,0.4578109617595754,0.46539732186867716,0.4716481094958742,0.48248131466926164,0.0002149278327497489,0.47475905950080144
t_subj.120,t_subj,True,False,True,t_subj.120,(),['subj_idx'],False,120,,,,,0.9483270194315185,0.019992647640268,0.9056804877686075,0.9357129224993951,0.9501097007689283,0.9625742962802979,0.98230970310892,0.000531616771040514,0.9944768358449534
t_subj.124,t_subj,True,False,True,t_subj.124,(),['subj_idx'],False,124,,,,,0.766880388668794,0.013349197926703542,0.7377901197128459,0.7586184944845882,0.7681056498923314,0.7761198924514244,0.7904409219437125,0.00035583574636816165,0.7895858210272573
z_trans,z_trans,True,False,False,z_trans,(),[],True,,,,,,,,,,,,,,-0.027646598117501166
z,z,False,False,False,z,(),[],False,,,,,,0.5303045238071277,0.007307623963516723,0.5159472398690101,0.5254305461441473,0.5303101876071348,0.5350279698077856,0.5447674149202616,0.00015852542077526036,0.4930887906712628
z_std,z_std,True,False,False,z_std,(),[],False,,,,,,0.1905772684858495,0.0189293892604707,0.15520469834235573,0.17767728624484777,0.18963268001091796,0.20302759334111375,0.22953055807989062,0.0005349676001100813,0.11738041512073247
z_tau,z_tau,False,False,False,z_tau,(),[],True,,,,,,,,,,,,,,72.5786219237815
z_subj_trans.2,z_subj_trans,True,False,True,z_subj_trans.2,(),['subj_idx'],True,2,,,,,,,,,,,,,-0.13953278027476654
z_subj_trans.4,z_subj_trans,True,False,True,z_subj_trans.4,(),['subj_idx'],True,4,,,,,,,,,,,,,-0.10575887209116272
z_subj_trans.6,z_subj_trans,True,False,True,z_subj_trans.6,(),['subj_idx'],True,6,,,,,,,,,,,,,0.06710641068365819
z_subj_trans.8,z_subj_trans,True,False,True,z_subj_trans.8,(),['subj_idx'],True,8,,,,,,,,,,,,,-0.2394401707792241
z_subj_trans.10,z_subj_trans,True,False,True,z_subj_trans.10,(),['subj_idx'],True,10,,,,,,,,,,,,,0.03863475887213812
z_subj_trans.14,z_subj_trans,True,False,True,z_subj_trans.14,(),['subj_idx'],True,14,,,,,,,,,,,,,-0.06410180465001408
z_subj_trans.16,z_subj_trans,True,False,True,z_subj_trans.16,(),['subj_idx'],True,16,,,,,,,,,,,,,-0.08413286246964019
z_subj_trans.18,z_subj_trans,True,False,True,z_subj_trans.18,(),['subj_idx'],True,18,,,,,,,,,,,,,-0.38501599243452705
z_subj_trans.20,z_subj_trans,True,False,True,z_subj_trans.20,(),['subj_idx'],True,20,,,,,,,,,,,,,0.005288706247424122
z_subj_trans.22,z_subj_trans,True,False,True,z_subj_trans.22,(),['subj_idx'],True,22,,,,,,,,,,,,,0.1683161569030392
z_subj_trans.24,z_subj_trans,True,False,True,z_subj_trans.24,(),['subj_idx'],True,24,,,,,,,,,,,,,-0.15777931389670571
z_subj_trans.26,z_subj_trans,True,False,True,z_subj_trans.26,(),['subj_idx'],True,26,,,,,,,,,,,,,0.017138099138945016
z_subj_trans.30,z_subj_trans,True,False,True,z_subj_trans.30,(),['subj_idx'],True,30,,,,,,,,,,,,,0.011080824102330585
z_subj_trans.32,z_subj_trans,True,False,True,z_subj_trans.32,(),['subj_idx'],True,32,,,,,,,,,,,,,-0.07226112082887781
z_subj_trans.36,z_subj_trans,True,False,True,z_subj_trans.36,(),['subj_idx'],True,36,,,,,,,,,,,,,0.0018384806163123726
z_subj_trans.38,z_subj_trans,True,False,True,z_subj_trans.38,(),['subj_idx'],True,38,,,,,,,,,,,,,-0.21433376474875665
z_subj_trans.40,z_subj_trans,True,False,True,z_subj_trans.40,(),['subj_idx'],True,40,,,,,,,,,,,,,0.03784421368227135
z_subj_trans.44,z_subj_trans,True,False,True,z_subj_trans.44,(),['subj_idx'],True,44,,,,,,,,,,,,,-0.0580813065675734
z_subj_trans.46,z_subj_trans,True,False,True,z_subj_trans.46,(),['subj_idx'],True,46,,,,,,,,,,,,,0.07696618608021066
z_subj_trans.50,z_subj_trans,True,False,True,z_subj_trans.50,(),['subj_idx'],True,50,,,,,,,,,,,,,-0.06286461676507218
z_subj_trans.52,z_subj_trans,True,False,True,z_subj_trans.52,(),['subj_idx'],True,52,,,,,,,,,,,,,0.03204979256177006
z_subj_trans.54,z_subj_trans,True,False,True,z_subj_trans.54,(),['subj_idx'],True,54,,,,,,,,,,,,,-0.16274485735776664
z_subj_trans.58,z_subj_trans,True,False,True,z_subj_trans.58,(),['subj_idx'],True,58,,,,,,,,,,,,,0.07957650073183871
z_subj_trans.60,z_subj_trans,True,False,True,z_subj_trans.60,(),['subj_idx'],True,60,,,,,,,,,,,,,0.0013505008626390031
z_subj_trans.62,z_subj_trans,True,False,True,z_subj_trans.62,(),['subj_idx'],True,62,,,,,,,,,,,,,-0.17184815939879064
z_subj_trans.64,z_subj_trans,True,False,True,z_subj_trans.64,(),['subj_idx'],True,64,,,,,,,,,,,,,0.18020950611775274
z_subj_trans.66,z_subj_trans,True,False,True,z_subj_trans.66,(),['subj_idx'],True,66,,,,,,,,,,,,,-0.17807640428303828
z_subj_trans.68,z_subj_trans,True,False,True,z_subj_trans.68,(),['subj_idx'],True,68,,,,,,,,,,,,,0.07562563495992318
z_subj_trans.70,z_subj_trans,True,False,True,z_subj_trans.70,(),['subj_idx'],True,70,,,,,,,,,,,,,0.03670752662337612
z_subj_trans.72,z_subj_trans,True,False,True,z_subj_trans.72,(),['subj_idx'],True,72,,,,,,,,,,,,,-0.15290090084369157
z_subj_trans.74,z_subj_trans,True,False,True,z_subj_trans.74,(),['subj_idx'],True,74,,,,,,,,,,,,,0.06350925325256375
z_subj_trans.76,z_subj_trans,True,False,True,z_subj_trans.76,(),['subj_idx'],True,76,,,,,,,,,,,,,-0.058842675087024725
z_subj_trans.80,z_subj_trans,True,False,True,z_subj_trans.80,(),['subj_idx'],True,80,,,,,,,,,,,,,-0.007309600362609669
z_subj_trans.82,z_subj_trans,True,False,True,z_subj_trans.82,(),['subj_idx'],True,82,,,,,,,,,,,,,0.04200016615983404
z_subj_trans.84,z_subj_trans,True,False,True,z_subj_trans.84,(),['subj_idx'],True,84,,,,,,,,,,,,,0.15531560675950576
z_subj_trans.88,z_subj_trans,True,False,True,z_subj_trans.88,(),['subj_idx'],True,88,,,,,,,,,,,,,0.06290641762406622
z_subj_trans.90,z_subj_trans,True,False,True,z_subj_trans.90,(),['subj_idx'],True,90,,,,,,,,,,,,,0.1837017539291881
z_subj_trans.92,z_subj_trans,True,False,True,z_subj_trans.92,(),['subj_idx'],True,92,,,,,,,,,,,,,-0.12488987419624371
z_subj_trans.94,z_subj_trans,True,False,True,z_subj_trans.94,(),['subj_idx'],True,94,,,,,,,,,,,,,-0.3354794842093792
z_subj_trans.96,z_subj_trans,True,False,True,z_subj_trans.96,(),['subj_idx'],True,96,,,,,,,,,,,,,0.04522980975354174
z_subj_trans.98,z_subj_trans,True,False,True,z_subj_trans.98,(),['subj_idx'],True,98,,,,,,,,,,,,,-0.004274348208140247
z_subj_trans.100,z_subj_trans,True,False,True,z_subj_trans.100,(),['subj_idx'],True,100,,,,,,,,,,,,,0.025146190307549894
z_subj_trans.102,z_subj_trans,True,False,True,z_subj_trans.102,(),['subj_idx'],True,102,,,,,,,,,,,,,0.08489395599552015
z_subj_trans.104,z_subj_trans,True,False,True,z_subj_trans.104,(),['subj_idx'],True,104,,,,,,,,,,,,,-0.0666181026583985
z_subj_trans.106,z_subj_trans,True,False,True,z_subj_trans.106,(),['subj_idx'],True,106,,,,,,,,,,,,,0.12716098180290458
z_subj_trans.108,z_subj_trans,True,False,True,z_subj_trans.108,(),['subj_idx'],True,108,,,,,,,,,,,,,0.03403286869689843
z_subj_trans.110,z_subj_trans,True,False,True,z_subj_trans.110,(),['subj_idx'],True,110,,,,,,,,,,,,,0.021412184307321367
z_subj_trans.112,z_subj_trans,True,False,True,z_subj_trans.112,(),['subj_idx'],True,112,,,,,,,,,,,,,0.053606545495790685
z_subj_trans.114,z_subj_trans,True,False,True,z_subj_trans.114,(),['subj_idx'],True,114,,,,,,,,,,,,,-0.018619933838712036
z_subj_trans.116,z_subj_trans,True,False,True,z_subj_trans.116,(),['subj_idx'],True,116,,,,,,,,,,,,,0.04764431743226213
z_subj_trans.118,z_subj_trans,True,False,True,z_subj_trans.118,(),['subj_idx'],True,118,,,,,,,,,,,,,-0.019952958858565267
z_subj_trans.120,z_subj_trans,True,False,True,z_subj_trans.120,(),['subj_idx'],True,120,,,,,,,,,,,,,-0.09433101504097059
z_subj_trans.124,z_subj_trans,True,False,True,z_subj_trans.124,(),['subj_idx'],True,124,,,,,,,,,,,,,-0.2638957729403392
z_subj.2,z_subj,False,False,True,z_subj.2,(),['subj_idx'],False,2,,,,,0.487296186094308,0.020280373196479774,0.4480406283493925,0.47347877366882457,0.48694441709751235,0.5009352420182427,0.5279494950125849,0.0005242238971162978,0.4651732911889738
z_subj.4,z_subj,False,False,True,z_subj.4,(),['subj_idx'],False,4,,,,,0.5071586819873466,0.020575667763552026,0.46740461551105406,0.49327872212672025,0.507451487796244,0.5215325235192458,0.5463748914951472,0.0004927724775130568,0.47358489833049733
z_subj.6,z_subj,False,False,True,z_subj.6,(),['subj_idx'],False,6,,,,,0.5581012087693956,0.02038107504360874,0.5177809090758688,0.5442938007636269,0.5583254301736628,0.5723293687820219,0.5973317361150674,0.000528096130401465,0.5167703097066694
z_subj.8,z_subj,False,False,True,z_subj.8,(),['subj_idx'],False,8,,,,,0.44171522117023565,0.02682929311261416,0.38871579454819977,0.42362768920279825,0.44192044059074803,0.46063256927521085,0.4934394658211247,0.0009445057689488589,0.44042431645231717
z_subj.10,z_subj,False,False,True,z_subj.10,(),['subj_idx'],False,10,,,,,0.5487929163056444,0.020565558665205274,0.5074253637498555,0.5353804570081856,0.5488259377569638,0.5629534991426774,0.5892054591271789,0.0005329516754475807,0.5096574884814208
z_subj.14,z_subj,False,False,True,z_subj.14,(),['subj_idx'],False,14,,,,,0.5139976011655933,0.0198549986123152,0.47473775275072516,0.5000551803365992,0.5145707133706471,0.5278054772048686,0.5515196260946033,0.0005676595972053741,0.48398003402042566
z_subj.16,z_subj,False,False,True,z_subj.16,(),['subj_idx'],False,16,,,,,0.49881314837431867,0.020572771734440207,0.45896011463477776,0.48517223552259087,0.49884779440800786,0.5130899673111102,0.5388574510744027,0.0004918135320165753,0.4789791822920771
z_subj.18,z_subj,False,False,True,z_subj.18,(),['subj_idx'],False,18,,,,,0.39645455262200935,0.02347439582105919,0.3509829727548192,0.38015258916929734,0.3964621186902053,0.41242136008968405,0.4417673206183115,0.000751676907727431,0.4049176726013616
z_subj.20,z_subj,False,False,True,z_subj.20,(),['subj_idx'],False,20,,,,,0.5473946556502326,0.021988867626185505,0.5038090672446907,0.5327912090141259,0.5475695962117025,0.562440307349349,0.589857387258914,0.0005607617972019777,0.5013221734800458
z_subj.22,z_subj,False,False,True,z_subj.22,(),['subj_idx'],False,22,,,,,0.6042920302534915,0.024108277323460995,0.5562601380821374,0.5883298273410059,0.6040330289413588,0.6202575391351003,0.651366120634997,0.0006568949720990788,0.5419799771115582
z_subj.24,z_subj,False,False,True,z_subj.24,(),['subj_idx'],False,24,,,,,0.5061006217382181,0.023564853604966695,0.4600391874267404,0.48997560957968356,0.5062744501573343,0.5219903498346353,0.5517935281657298,0.0007243436377115946,0.4606367976511077
z_subj.26,z_subj,False,False,True,z_subj.26,(),['subj_idx'],False,26,,,,,0.5584780243024078,0.022514583922689332,0.5142529375810475,0.5427216593591058,0.5586135010857219,0.5744069309291836,0.6020906796826883,0.000533158284179639,0.5042844199189157
z_subj.30,z_subj,False,False,True,z_subj.30,(),['subj_idx'],False,30,,,,,0.5411437636675851,0.02035484112278664,0.5005015348670596,0.5278763670850674,0.5412584434372049,0.5548968293872863,0.5801255744008039,0.00046784637282187483,0.5027701776810296
z_subj.32,z_subj,False,False,True,z_subj.32,(),['subj_idx'],False,32,,,,,0.5150694308243458,0.021113774930079165,0.4729251487032586,0.5011934457089166,0.5149161229178316,0.5291546333020962,0.5569961942500059,0.0005265726699167279,0.48194257660058853
z_subj.36,z_subj,False,False,True,z_subj.36,(),['subj_idx'],False,36,,,,,0.5564389599936549,0.022493711741646123,0.5127780848854263,0.5413233959861183,0.556411575347135,0.5714115645107217,0.6020274829181677,0.0006244191081816419,0.5004596200246181
z_subj.38,z_subj,False,False,True,z_subj.38,(),['subj_idx'],False,38,,,,,0.44924327774191913,0.02324282754770843,0.4024635187408362,0.43363885228790405,0.44935445463673385,0.4653134837038873,0.49418536399960217,0.0006844799486739842,0.44662075146643576
z_subj.40,z_subj,False,False,True,z_subj.40,(),['subj_idx'],False,40,,,,,0.5597522483937533,0.021099187794745018,0.5185014112111265,0.5452232856414462,0.5600383593053858,0.5738188614324197,0.6002141282327488,0.0006112616335570292,0.5094599244177491
z_subj.44,z_subj,False,False,True,z_subj.44,(),['subj_idx'],False,44,,,,,0.5168742041417954,0.02235626955616157,0.4733918678898319,0.502206800151221,0.5171911974455563,0.5321918102654392,0.5604569890597462,0.0005967022926732255,0.4854837539335697
z_subj.46,z_subj,False,False,True,z_subj.46,(),['subj_idx'],False,46,,,,,0.5656320721089166,0.01985215981819283,0.5263772630116056,0.551932977869219,0.5660483817594775,0.5793832999315107,0.6033347296210759,0.0005552331640176439,0.5192320535639467
z_subj.50,z_subj,False,False,True,z_subj.50,(),['subj_idx'],False,50,,,,,0.5088440328094169,0.02083366751056904,0.4669174457767539,0.4950916297087269,0.5092142501456765,0.5234076522156377,0.5486052987822434,0.0005182435520023138,0.4842890195652072
z_subj.52,z_subj,False,False,True,z_subj.52,(),['subj_idx'],False,52,,,,,0.537103302089821,0.020875576279277958,0.49575269260116184,0.5230859914971815,0.5371424017263494,0.5512677628875587,0.5784713817454055,0.0005892757428972319,0.5080117623525341
z_subj.54,z_subj,False,False,True,z_subj.54,(),['subj_idx'],False,54,,,,,0.46527169597326506,0.02084831178563151,0.4253091446085915,0.45148418003693747,0.46522328933133333,0.47914126597624257,0.5069199532736738,0.0005456804673475938,0.4594033493290682
z_subj.58,z_subj,False,False,True,z_subj.58,(),['subj_idx'],False,58,,,,,0.5778701660245785,0.020787954022425437,0.5371998644632202,0.5637787648461461,0.5774810792546269,0.5914936898798306,0.6194872110329686,0.0005667919571109675,0.519883633664444
z_subj.60,z_subj,False,False,True,z_subj.60,(),['subj_idx'],False,60,,,,,0.5622996617521249,0.02145061290872967,0.5198057801119815,0.5477939188186149,0.5627217311872751,0.5770383212163527,0.603778241452779,0.0005938843069688452,0.5003376251643449
z_subj.62,z_subj,False,False,True,z_subj.62,(),['subj_idx'],False,62,,,,,0.485834816485237,0.023449873657339956,0.44006599581706024,0.46989603699637605,0.48600555883299945,0.5020468287145026,0.5318919098454655,0.0006424315955317489,0.4571433776722689
z_subj.64,z_subj,False,False,True,z_subj.64,(),['subj_idx'],False,64,,,,,0.6077099258503501,0.02055807820671172,0.5660373566418606,0.5945449537238231,0.6079064877454455,0.6214879012112641,0.6481302138110281,0.0005951230287078761,0.5449308464449248
z_subj.66,z_subj,False,False,True,z_subj.66,(),['subj_idx'],False,66,,,,,0.4852560011951631,0.022785878409374433,0.4408222846325119,0.47005162459600114,0.48540508193269116,0.500483317855119,0.5301088056374633,0.0006356361206807485,0.4555981732501305
z_subj.68,z_subj,False,False,True,z_subj.68,(),['subj_idx'],False,68,,,,,0.5716975809623406,0.02255973087666495,0.5279919780902608,0.5561157682833491,0.5717411889426334,0.5870999788324507,0.6159768146531707,0.000642408893001614,0.5188974030383502
z_subj.70,z_subj,False,False,True,z_subj.70,(),['subj_idx'],False,70,,,,,0.5501063330964449,0.021300384041159227,0.5074411053455137,0.5364802619694918,0.5501041521613097,0.5647194887668207,0.5922729137449463,0.0005480786132877875,0.5091758513512997
z_subj.72,z_subj,False,False,True,z_subj.72,(),['subj_idx'],False,72,,,,,0.49204068475316637,0.023799416455152732,0.4460692872159624,0.47590424646214097,0.4917804021592704,0.5078372514682808,0.5387285235893584,0.0007142768135142225,0.46184907238901834
z_subj.74,z_subj,False,False,True,z_subj.74,(),['subj_idx'],False,74,,,,,0.554320160762072,0.020206801837285095,0.5155923618552594,0.5404606283238454,0.5544839630949899,0.5684036031780877,0.5943379774470149,0.0005319376718307936,0.5158719788017326
z_subj.76,z_subj,False,False,True,z_subj.76,(),['subj_idx'],False,76,,,,,0.5312702918579902,0.02981702471472576,0.4719788669894304,0.5117729846553822,0.5317555607048203,0.5515763544348773,0.5883758343908776,0.0010140854269109535,0.4852935743514392
z_subj.80,z_subj,False,False,True,z_subj.80,(),['subj_idx'],False,80,,,,,0.5428379720961372,0.02073907490813057,0.5019884175041622,0.5289888599402487,0.542883920079342,0.5564866162167352,0.5832062421442588,0.0005417713188545453,0.49817260804584224
z_subj.82,z_subj,False,False,True,z_subj.82,(),['subj_idx'],False,82,,,,,0.5554407454186103,0.024350162961178826,0.5074876134754444,0.5390760403487965,0.5560335392037602,0.5716153576374223,0.6031210176319569,0.0007754380038672872,0.5104984982938695
z_subj.84,z_subj,False,False,True,z_subj.84,(),['subj_idx'],False,84,,,,,0.5889679886872216,0.019477253519913553,0.5496030378194666,0.5759330613665473,0.5891018210575155,0.6019718155814906,0.6268017736548677,0.00043457010179614384,0.5387510339263591
z_subj.88,z_subj,False,False,True,z_subj.88,(),['subj_idx'],False,88,,,,,0.5655347605346038,0.020811910688616278,0.5249852918996951,0.5515163021374058,0.5658128806911883,0.5793182360016498,0.6075011861453629,0.0005296538395306619,0.5157214203247724
z_subj.90,z_subj,False,False,True,z_subj.90,(),['subj_idx'],False,90,,,,,0.6039620002824636,0.02012052550282082,0.5633693195280115,0.590447298025858,0.6043365466570142,0.6176113334182518,0.6425495324678039,0.0005157253938353709,0.5457967215702206
z_subj.92,z_subj,False,False,True,z_subj.92,(),['subj_idx'],False,92,,,,,0.5072752076885344,0.02089853803756461,0.4668174239327496,0.4933645851525836,0.5069232953663096,0.5213081479776305,0.5494577849506731,0.0005640019343972076,0.46881805090612666
z_subj.94,z_subj,False,False,True,z_subj.94,(),['subj_idx'],False,94,,,,,0.4072471999555706,0.025352185448730694,0.35711596491920916,0.390549861069547,0.40723484312730546,0.4242434605454089,0.45699649214583427,0.0008442925755132383,0.41690798059958406
z_subj.96,z_subj,False,False,True,z_subj.96,(),['subj_idx'],False,96,,,,,0.5721513376709347,0.02201401745252476,0.5280053829466438,0.5571660478947602,0.5724012873565769,0.5875948614303886,0.6137790447235051,0.0006090099710278701,0.5113055251610694
z_subj.98,z_subj,False,False,True,z_subj.98,(),['subj_idx'],False,98,,,,,0.5354351840810943,0.02435641533647618,0.48675066873963674,0.5197354944027408,0.5360083925518918,0.5519159381026519,0.5823988916909514,0.0007523050327590225,0.4989314145748905
z_subj.100,z_subj,False,False,True,z_subj.100,(),['subj_idx'],False,100,,,,,0.5497630000970192,0.021260136370846876,0.5082824083722706,0.535677789482134,0.5500157169338326,0.5640032349194124,0.5917573054588989,0.0005740230577228493,0.5062862163329827
z_subj.102,z_subj,False,False,True,z_subj.102,(),['subj_idx'],False,102,,,,,0.5714587278679574,0.021132886684680875,0.5292565185188455,0.5572955330976869,0.5718347896835465,0.5857532142776679,0.6125234375597715,0.0005683579299181681,0.5212107517334742
z_subj.104,z_subj,False,False,True,z_subj.104,(),['subj_idx'],False,104,,,,,0.5149377338820229,0.021767931616409726,0.47242637026388923,0.5003111107545167,0.5149297166082234,0.5299530395545631,0.5577413255594307,0.0005920962261487361,0.48335163096244965
z_subj.106,z_subj,False,False,True,z_subj.106,(),['subj_idx'],False,106,,,,,0.5992662548918812,0.020908935375372348,0.5592210290111357,0.5851024444860409,0.5987868445156175,0.6136542966793197,0.6405920061676107,0.0006113584784562556,0.5317474774735117
z_subj.108,z_subj,False,False,True,z_subj.108,(),['subj_idx'],False,108,,,,,0.5565846013845881,0.02027578435675826,0.5163788994615213,0.5431547545817088,0.5567154152070579,0.5698391941774346,0.5960474322394149,0.0005239382026047565,0.5085073960589358
z_subj.110,z_subj,False,False,True,z_subj.110,(),['subj_idx'],False,110,,,,,0.5492167880079648,0.020598043060128805,0.5089103709762476,0.5348885025113844,0.5492047075194855,0.5627169454776585,0.590047975822985,0.0005229698711978662,0.5053528415634296
z_subj.112,z_subj,False,False,True,z_subj.112,(),['subj_idx'],False,112,,,,,0.5563267332964369,0.020226025749554146,0.5157509068276476,0.5425911824809123,0.5567749034668781,0.5695916725388073,0.5954182851060499,0.0005078161211188809,0.5133984279818085
z_subj.114,z_subj,False,False,True,z_subj.114,(),['subj_idx'],False,114,,,,,0.48137809317573327,0.021119704462457808,0.4408971156771289,0.466565323750222,0.48127349632293226,0.4953033089920837,0.5225187322326111,0.0005442502867761252,0.49534515102664084
z_subj.116,z_subj,False,False,True,z_subj.116,(),['subj_idx'],False,116,,,,,0.5548901152179657,0.020999055431251818,0.5127460309271626,0.5409075213544075,0.5549399385768881,0.5693464139266348,0.5960222140649801,0.0005669541588123358,0.5119088267091081
z_subj.118,z_subj,False,False,True,z_subj.118,(),['subj_idx'],False,118,,,,,0.5367914817659533,0.02267208919261567,0.4925051046187398,0.5213609316853195,0.5371222665084403,0.5525836610868948,0.5813520085476003,0.0005844033496184989,0.4950119257721724
z_subj.120,z_subj,False,False,True,z_subj.120,(),['subj_idx'],False,120,,,,,0.5078578583509156,0.023565757749644617,0.46347456893641525,0.491669493288983,0.5078402223453607,0.5236498180833312,0.5556275509351805,0.0007194279000232159,0.47643471797385295
z_subj.124,z_subj,False,False,True,z_subj.124,(),['subj_idx'],False,124,,,,,0.4366472980842117,0.022632044080134413,0.39448289328411357,0.4206802133151091,0.43646617424091355,0.45137945088405096,0.4818193927116024,0.0006605721042870006,0.4344062832161936
v_Intercept,v_Intercept,True,False,False,v_Intercept,(),[],False,,,,,,-0.25578953632632334,0.11799163007279757,-0.4914182484989258,-0.33566471602719195,-0.25319668404167733,-0.1770155958829983,-0.0268709179129501,0.003000742593195017,1.7368012596798765
v_Intercept_std,v_Intercept_std,True,False,False,v_Intercept_std,(),[],False,,,,,,0.8130810092083086,0.09626490386465587,0.6442613244609304,0.7461450427823988,0.8069826387739113,0.8725460361650287,1.0240845380715897,0.004003474588314187,0.08938095293868058
v_Intercept_tau,v_Intercept_tau,False,False,False,v_Intercept_tau,(),[],True,,,,,,,,,,,,,,125.17282066492834
v_Intercept_subj.2,v_Intercept_subj,True,False,True,v_Intercept_subj.2,(),['subj_idx'],False,2,,,,,-1.3791722461382674,0.28070562803351967,-1.9066150480106254,-1.58103684350283,-1.3773576941341465,-1.1841423477592499,-0.8192246886153451,0.01823785686380335,1.6953307723616786
v_Intercept_subj.4,v_Intercept_subj,True,False,True,v_Intercept_subj.4,(),['subj_idx'],False,4,,,,,-0.09557247157683907,0.2253191346883179,-0.5883372838055175,-0.2441690653626873,-0.07923639333216659,0.0589037450544245,0.30593740819381776,0.013230454021714511,1.6880430445621453
v_Intercept_subj.6,v_Intercept_subj,True,False,True,v_Intercept_subj.6,(),['subj_idx'],False,6,,,,,-0.08605050899791994,0.31101108245729964,-0.6913963040970199,-0.280677092749357,-0.09149654544576605,0.11737188400328769,0.5376192469685819,0.0170332657083994,1.8453707281581833
v_Intercept_subj.8,v_Intercept_subj,True,False,True,v_Intercept_subj.8,(),['subj_idx'],False,8,,,,,-0.8509029269665901,0.26871165266927194,-1.39916883745893,-1.020510278150795,-0.8568187499303936,-0.6645736072956259,-0.3291220078479514,0.015795283320293778,1.720815298560856
v_Intercept_subj.10,v_Intercept_subj,True,False,True,v_Intercept_subj.10,(),['subj_idx'],False,10,,,,,0.13454396748253697,0.2037532659767071,-0.2709078088349442,0.0037170154123178645,0.1349776044554244,0.2733967803267997,0.5395037469470336,0.01276184687376134,1.6993058182159833
v_Intercept_subj.14,v_Intercept_subj,True,False,True,v_Intercept_subj.14,(),['subj_idx'],False,14,,,,,-0.14734807011451723,0.27658168573711,-0.7035718187900245,-0.32134945420828603,-0.1467406288282604,0.03833569273705377,0.39547874388525794,0.016953447426315407,1.8050359014861046
v_Intercept_subj.16,v_Intercept_subj,True,False,True,v_Intercept_subj.16,(),['subj_idx'],False,16,,,,,0.007534488494697344,0.24217073969828226,-0.46989114259459375,-0.14780451624232538,0.007654955550748049,0.16174555605243726,0.5045714748315877,0.015574468591667695,1.748754893986533
v_Intercept_subj.18,v_Intercept_subj,True,False,True,v_Intercept_subj.18,(),['subj_idx'],False,18,,,,,-0.6790112091574797,0.32812515885269117,-1.3198231935363578,-0.9030513227931495,-0.6809159289792779,-0.4543371782877564,-0.007958929833671635,0.021137884213408436,1.8046526243041328
v_Intercept_subj.20,v_Intercept_subj,True,False,True,v_Intercept_subj.20,(),['subj_idx'],False,20,,,,,-0.08667867065690109,0.2250805523518102,-0.522053796541621,-0.2408835378752912,-0.08212211026397395,0.0655034764256041,0.35119364814104226,0.01380192466700072,1.6944071873534963
v_Intercept_subj.22,v_Intercept_subj,True,False,True,v_Intercept_subj.22,(),['subj_idx'],False,22,,,,,-0.4484599239280561,0.21541525271708714,-0.8760963081124804,-0.5948975540823538,-0.44942650723914057,-0.3023602235602485,-0.0294172938057099,0.012504995498342688,1.6893322615140072
v_Intercept_subj.24,v_Intercept_subj,True,False,True,v_Intercept_subj.24,(),['subj_idx'],False,24,,,,,-0.602580078355093,0.25712577140756987,-1.1126963550979465,-0.7748482249466846,-0.5979621300083681,-0.42575143727795084,-0.1064927523700396,0.01716853445256953,1.7505214444814354
v_Intercept_subj.26,v_Intercept_subj,True,False,True,v_Intercept_subj.26,(),['subj_idx'],False,26,,,,,-0.184391912989478,0.20948544492857693,-0.5746752593767234,-0.330173114085178,-0.18862379314924105,-0.04486824626658402,0.23375967897011835,0.012148524295539361,1.6390792436768742
v_Intercept_subj.30,v_Intercept_subj,True,False,True,v_Intercept_subj.30,(),['subj_idx'],False,30,,,,,-0.3749121626953699,0.25611152213908744,-0.8671465803171006,-0.5506219061891002,-0.3713477023601221,-0.1908138044003354,0.11522743055019241,0.01422928087069913,1.7780422296266543
