,subj_idx,response,rt,gain,loss
398,3,0.0,1.456,14,-17
399,3,1.0,1.249,34,-10
400,3,1.0,0.9359999999999999,36,-5
401,3,1.0,2.6010000000000004,22,-14
402,3,1.0,0.938,32,-6
403,3,0.0,1.7690000000000001,12,-12
404,3,1.0,0.938,26,-7
405,3,1.0,1.04,24,-7
406,3,1.0,1.145,32,-18
407,3,0.0,1.5619999999999998,10,-14
408,3,1.0,1.1440000000000001,40,-14
409,3,0.0,1.662,14,-19
410,3,1.0,1.143,34,-17
411,3,0.0,2.391,10,-8
412,3,0.0,2.392,18,-18
413,3,1.0,1.139,26,-8
414,3,1.0,1.5590000000000002,36,-13
415,3,1.0,0.831,10,-9
416,3,1.0,1.3530000000000002,30,-15
417,3,1.0,1.247,22,-12
418,3,1.0,0.938,14,-5
419,3,1.0,1.1440000000000001,26,-10
420,3,1.0,1.041,38,-10
421,3,1.0,0.9359999999999999,32,-17
422,3,1.0,0.937,28,-11
423,3,1.0,0.9329999999999999,32,-9
424,3,1.0,1.0390000000000001,18,-9
425,3,0.0,1.4580000000000002,12,-16
426,3,1.0,1.8719999999999999,22,-6
427,3,1.0,1.04,36,-6
428,3,0.0,1.767,14,-11
429,3,1.0,1.6640000000000001,40,-6
430,3,1.0,1.1420000000000001,36,-17
431,3,1.0,0.9359999999999999,40,-19
432,3,1.0,1.036,12,-5
433,3,1.0,1.248,32,-19
434,3,1.0,1.456,28,-14
435,3,0.0,2.39,16,-19
436,3,0.0,1.663,20,-19
437,3,1.0,1.25,36,-15
438,3,1.0,1.56,28,-19
439,3,1.0,0.728,30,-5
440,3,1.0,0.8320000000000001,28,-12
441,3,1.0,0.935,20,-12
442,3,1.0,2.0780000000000003,22,-17
443,3,0.0,1.765,18,-16
444,3,1.0,1.56,24,-12
445,3,1.0,1.1440000000000001,22,-5
446,3,1.0,1.5590000000000002,30,-13
447,3,1.0,1.8730000000000002,24,-8
448,3,0.0,2.391,14,-16
449,3,1.0,0.937,34,-6
450,3,0.0,1.8719999999999999,12,-20
451,3,0.0,1.768,14,-12
452,3,0.0,1.455,12,-13
453,3,0.0,1.561,10,-11
454,3,1.0,1.041,24,-18
455,3,1.0,0.938,26,-14
456,3,1.0,1.143,14,-8
457,3,0.0,1.976,14,-13
458,3,0.0,1.56,14,-15
459,3,0.0,2.8080000000000003,18,-15
460,3,1.0,1.663,34,-9
461,3,1.0,3.949,36,-18
462,3,0.0,1.665,18,-12
