"","participant_str","participant_num","condition","onset","duration","gain","loss","RT","participant_response","ordinal_response"
"257","sub-002",2,"Equal range",4.051,4,5,11,3.015,"weakly_accept",3
"258","sub-002",2,"Equal range",9.733,4,20,9,1.975,"strongly_accept",4
"259","sub-002",2,"Equal range",14.835,4,8,13,1.87,"weakly_reject",2
"260","sub-002",2,"Equal range",21.836,4,14,9,2.392,"weakly_accept",3
"261","sub-002",2,"Equal range",27.333,4,8,18,1.874,"strongly_reject",1
"262","sub-002",2,"Equal range",34.934,4,10,7,2.493,"weakly_accept",3
"263","sub-002",2,"Equal range",41.434,4,16,17,1.458,"strongly_reject",1
"264","sub-002",2,"Equal range",49.134,4,5,14,1.141,"strongly_reject",1
"265","sub-002",2,"Equal range",55.334,4,6,20,1.041,"strongly_reject",1
"266","sub-002",2,"Equal range",62.733,4,12,11,1.976,"weakly_reject",2
"267","sub-002",2,"Equal range",67.934,4,7,9,1.561,"strongly_reject",1
"268","sub-002",2,"Equal range",73.434,4,19,10,1.56,"weakly_accept",3
"269","sub-002",2,"Equal range",81.834,4,11,15,1.56,"strongly_reject",1
"270","sub-002",2,"Equal range",87.434,4,17,8,1.455,"weakly_accept",3
"271","sub-002",2,"Equal range",93.134,4,7,5,1.143,"strongly_reject",1
"272","sub-002",2,"Equal range",101.235,4,6,17,1.145,"strongly_reject",1
"273","sub-002",2,"Equal range",109.135,4,12,16,1.246,"strongly_reject",1
"274","sub-002",2,"Equal range",116.735,4,6,10,1.145,"strongly_reject",1
"275","sub-002",2,"Equal range",122.136,4,10,13,1.144,"strongly_reject",1
"276","sub-002",2,"Equal range",127.838,4,11,12,1.562,"strongly_reject",1
"277","sub-002",2,"Equal range",134.035,4,13,8,1.353,"weakly_reject",2
"278","sub-002",2,"Equal range",140.937,4,14,19,1.249,"strongly_reject",1
"279","sub-002",2,"Equal range",149.835,4,18,7,1.457,"strongly_accept",4
"280","sub-002",2,"Equal range",158.035,4,18,12,1.766,"weakly_reject",2
"281","sub-002",2,"Equal range",163.035,4,8,7,2.078,"weakly_reject",2
"282","sub-002",2,"Equal range",168.235,4,7,11,1.352,"strongly_reject",1
"283","sub-002",2,"Equal range",173.835,4,7,15,1.559,"strongly_reject",1
"284","sub-002",2,"Equal range",179.036,4,15,9,1.767,"weakly_accept",3
"285","sub-002",2,"Equal range",185.736,4,20,8,1.249,"strongly_accept",4
"286","sub-002",2,"Equal range",194.536,4,9,14,1.144,"strongly_reject",1
"287","sub-002",2,"Equal range",202.336,4,20,18,1.873,"weakly_reject",2
"288","sub-002",2,"Equal range",209.736,4,6,14,1.248,"strongly_reject",1
"289","sub-002",2,"Equal range",219.037,4,12,8,1.872,"weakly_reject",2
"290","sub-002",2,"Equal range",224.821,4,16,14,1.558,"weakly_reject",2
"291","sub-002",2,"Equal range",230.239,4,17,15,1.873,"weakly_reject",2
"292","sub-002",2,"Equal range",236.336,4,14,18,1.56,"strongly_reject",1
"293","sub-002",2,"Equal range",245.225,4,9,17,1.039,"strongly_reject",1
"294","sub-002",2,"Equal range",254.326,4,13,15,0.937,"strongly_reject",1
"295","sub-002",2,"Equal range",259.327,4,14,12,1.56,"weakly_reject",2
"296","sub-002",2,"Equal range",266.228,4,17,20,1.247,"strongly_reject",1
"297","sub-002",2,"Equal range",275.53,4,18,13,1.454,"weakly_accept",3
"298","sub-002",2,"Equal range",285.432,4,12,9,1.873,"weakly_accept",3
"299","sub-002",2,"Equal range",293.233,4,5,8,1.145,"strongly_reject",1
"300","sub-002",2,"Equal range",299.834,4,18,5,1.35,"strongly_accept",4
"301","sub-002",2,"Equal range",307.338,4,5,18,1.352,"strongly_reject",1
"302","sub-002",2,"Equal range",313.521,4,14,20,1.042,"strongly_reject",1
"303","sub-002",2,"Equal range",319.521,4,19,18,2.079,"weakly_reject",2
"304","sub-002",2,"Equal range",328.423,4,15,15,2.079,"weakly_reject",2
"305","sub-002",2,"Equal range",337.525,4,5,5,2.08,"weakly_accept",3
"306","sub-002",2,"Equal range",345.526,4,11,11,1.663,"weakly_accept",3
"307","sub-002",2,"Equal range",353.127,4,15,11,2.182,"weakly_accept",3
"308","sub-002",2,"Equal range",358.228,4,10,18,1.35,"strongly_reject",1
"309","sub-002",2,"Equal range",367.929,4,20,15,1.976,"strongly_accept",4
"310","sub-002",2,"Equal range",373.431,4,17,16,1.458,"strongly_reject",1
"311","sub-002",2,"Equal range",379.032,4,11,5,1.769,"weakly_accept",3
"312","sub-002",2,"Equal range",388.634,4,14,7,1.766,"weakly_accept",3
"313","sub-002",2,"Equal range",397.635,4,11,19,1.561,"strongly_reject",1
"314","sub-002",2,"Equal range",405.039,4,11,20,1.04,"strongly_reject",1
"315","sub-002",2,"Equal range",410.822,4,14,5,1.663,"weakly_accept",3
"316","sub-002",2,"Equal range",416.922,4,13,5,1.248,"weakly_accept",3
"317","sub-002",2,"Equal range",423.022,4,18,20,2.184,"weakly_accept",3
"318","sub-002",2,"Equal range",428.523,4,16,16,1.764,"weakly_reject",2
"319","sub-002",2,"Equal range",435.125,4,11,6,1.872,"weakly_reject",2
"320","sub-002",2,"Equal range",441.026,4,19,9,1.247,"strongly_accept",4
"321","sub-002",2,"Equal range",4.055,4,18,18,1.767,"weakly_accept",3
"322","sub-002",2,"Equal range",10.728,4,17,19,1.871,"weakly_reject",2
"323","sub-002",2,"Equal range",19.629,4,12,10,2.391,"weakly_accept",3
"324","sub-002",2,"Equal range",28.731,4,16,18,1.977,"weakly_accept",3
"325","sub-002",2,"Equal range",34.833,4,9,6,1.351,"weakly_reject",2
"326","sub-002",2,"Equal range",41.034,4,9,12,1.249,"weakly_reject",2
"327","sub-002",2,"Equal range",50.939,4,8,14,1.352,"strongly_reject",1
"328","sub-002",2,"Equal range",59.722,4,6,8,0.936,"strongly_reject",1
"329","sub-002",2,"Equal range",66.722,4,5,7,1.041,"strongly_reject",1
"330","sub-002",2,"Equal range",75.122,4,10,9,1.56,"weakly_accept",3
"331","sub-002",2,"Equal range",82.724,4,17,12,1.871,"strongly_accept",4
"332","sub-002",2,"Equal range",90.226,4,19,17,0.935,"strongly_accept",4
"333","sub-002",2,"Equal range",95.727,4,8,17,1.248,"strongly_reject",1
"334","sub-002",2,"Equal range",103.127,4,11,14,1.351,"strongly_reject",1
"335","sub-002",2,"Equal range",109.729,4,20,12,1.04,"strongly_accept",4
"336","sub-002",2,"Equal range",117.53,4,10,8,1.353,"weakly_accept",3
"337","sub-002",2,"Equal range",123.531,4,18,8,1.769,"strongly_accept",4
"338","sub-002",2,"Equal range",130.935,4,15,18,1.456,"weakly_reject",2
"339","sub-002",2,"Equal range",137.834,4,12,5,1.559,"weakly_accept",3
"340","sub-002",2,"Equal range",147.536,4,14,17,1.249,"weakly_reject",2
"341","sub-002",2,"Equal range",153.723,4,15,7,1.767,"weakly_accept",3
"342","sub-002",2,"Equal range",163.323,4,7,12,0.932,"strongly_reject",1
"343","sub-002",2,"Equal range",168.926,4,6,7,1.143,"strongly_reject",1
"344","sub-002",2,"Equal range",174.024,4,16,19,1.562,"weakly_reject",2
"345","sub-002",2,"Equal range",179.724,4,19,16,1.037,"strongly_accept",4
"346","sub-002",2,"Equal range",187.426,4,9,16,1.246,"strongly_reject",1
"347","sub-002",2,"Equal range",192.927,4,5,20,0.937,"strongly_reject",1
"348","sub-002",2,"Equal range",198.128,4,14,11,1.352,"weakly_reject",2
"349","sub-002",2,"Equal range",203.529,4,15,6,1.352,"weakly_accept",3
"350","sub-002",2,"Equal range",208.73,4,17,11,1.77,"weakly_accept",3
"351","sub-002",2,"Equal range",213.93,4,10,19,1.245,"strongly_reject",1
"352","sub-002",2,"Equal range",219.832,4,6,13,0.936,"strongly_reject",1
"353","sub-002",2,"Equal range",225.433,4,12,12,1.456,"weakly_accept",3
"354","sub-002",2,"Equal range",231.134,4,19,15,1.037,"strongly_accept",4
"355","sub-002",2,"Equal range",238.735,4,7,16,1.041,"strongly_reject",1
"356","sub-002",2,"Equal range",247.724,4,19,8,1.142,"strongly_accept",4
"357","sub-002",2,"Equal range",253.825,4,16,7,1.872,"strongly_accept",4
"358","sub-002",2,"Equal range",259.224,4,19,13,1.56,"strongly_accept",4
"359","sub-002",2,"Equal range",266.825,4,11,16,1.249,"strongly_reject",1
"360","sub-002",2,"Equal range",275.024,4,12,20,1.041,"strongly_reject",1
"361","sub-002",2,"Equal range",282.826,4,16,13,1.764,"weakly_accept",3
"362","sub-002",2,"Equal range",287.827,4,5,17,0.936,"strongly_reject",1
"363","sub-002",2,"Equal range",293.528,4,18,16,1.353,"strongly_accept",4
"364","sub-002",2,"Equal range",302.629,4,16,10,1.97,"strongly_accept",4
"365","sub-002",2,"Equal range",308.131,4,12,6,1.247,"weakly_accept",3
"366","sub-002",2,"Equal range",317.032,4,5,19,1.041,"strongly_reject",1
"367","sub-002",2,"Equal range",322.533,4,14,6,1.144,"weakly_accept",3
"368","sub-002",2,"Equal range",330.435,4,19,6,1.353,"strongly_accept",4
"369","sub-002",2,"Equal range",336.035,4,11,13,1.04,"strongly_reject",1
"370","sub-002",2,"Equal range",344.126,4,13,11,1.04,"weakly_accept",3
"371","sub-002",2,"Equal range",350.726,4,20,19,0.833,"strongly_accept",4
"372","sub-002",2,"Equal range",360.026,4,6,15,1.351,"strongly_reject",1
"373","sub-002",2,"Equal range",368.926,4,14,15,1.872,"weakly_accept",3
"374","sub-002",2,"Equal range",375.026,4,13,14,1.562,"weakly_reject",2
"375","sub-002",2,"Equal range",380.027,4,8,11,1.354,"strongly_reject",1
"376","sub-002",2,"Equal range",386.227,4,9,19,1.04,"strongly_reject",1
"377","sub-002",2,"Equal range",391.328,4,8,9,1.145,"strongly_reject",1
"378","sub-002",2,"Equal range",397.83,4,19,12,1.352,"strongly_accept",4
"379","sub-002",2,"Equal range",405.231,4,18,6,0.937,"strongly_accept",4
"380","sub-002",2,"Equal range",412.132,4,6,9,1.146,"strongly_reject",1
"381","sub-002",2,"Equal range",417.933,4,11,17,1.248,"strongly_reject",1
"382","sub-002",2,"Equal range",427.235,4,8,5,1.145,"strongly_reject",1
"383","sub-002",2,"Equal range",435.236,4,14,10,1.77,"weakly_accept",3
"384","sub-002",2,"Equal range",441.027,4,13,16,1.874,"weakly_reject",2
"385","sub-002",2,"Equal range",4.051,4,12,19,1.764,"strongly_reject",1
"386","sub-002",2,"Equal range",12.934,4,7,13,1.248,"weakly_reject",2
"387","sub-002",2,"Equal range",21.134,4,13,19,1.353,"strongly_reject",1
"388","sub-002",2,"Equal range",27.334,4,19,14,1.145,"strongly_accept",4
"389","sub-002",2,"Equal range",33.134,4,15,5,1.457,"weakly_accept",3
"390","sub-002",2,"Equal range",38.334,4,12,13,1.872,"weakly_reject",2
"391","sub-002",2,"Equal range",47.634,4,10,12,1.456,"weakly_reject",2
"392","sub-002",2,"Equal range",57.335,4,8,15,1.559,"weakly_reject",2
"393","sub-002",2,"Equal range",66.237,4,17,7,1.767,"strongly_accept",4
"394","sub-002",2,"Equal range",71.438,4,13,6,1.868,"weakly_accept",3
"395","sub-002",2,"Equal range",80.335,4,17,10,1.248,"strongly_accept",4
"396","sub-002",2,"Equal range",86.035,4,6,5,1.25,"strongly_reject",1
"397","sub-002",2,"Equal range",94.835,4,7,18,1.039,"strongly_reject",1
"398","sub-002",2,"Equal range",102.935,4,10,14,1.453,"strongly_reject",1
"399","sub-002",2,"Equal range",108.635,4,16,6,1.663,"weakly_accept",3
"400","sub-002",2,"Equal range",114.735,4,16,5,1.352,"weakly_accept",3
"401","sub-002",2,"Equal range",122.336,4,12,17,1.352,"weakly_reject",2
"402","sub-002",2,"Equal range",130.136,4,17,9,1.144,"strongly_accept",4
"403","sub-002",2,"Equal range",135.735,4,9,8,1.56,"weakly_accept",3
"404","sub-002",2,"Equal range",144.736,4,9,7,1.457,"weakly_reject",2
"405","sub-002",2,"Equal range",150.136,4,17,18,1.663,"weakly_accept",3
"406","sub-002",2,"Equal range",156.836,4,14,14,1.659,"weakly_accept",3
"407","sub-002",2,"Equal range",163.737,4,8,20,1.35,"strongly_reject",1
"408","sub-002",2,"Equal range",168.738,4,13,17,1.976,"weakly_accept",3
"409","sub-002",2,"Equal range",174.64,4,6,12,1.145,"strongly_reject",1
"410","sub-002",2,"Equal range",179.736,4,13,20,1.041,"strongly_reject",1
"411","sub-002",2,"Equal range",185.824,4,11,9,1.455,"weakly_accept",3
"412","sub-002",2,"Equal range",192.426,4,20,17,1.038,"strongly_accept",4
"413","sub-002",2,"Equal range",198.226,4,12,15,2.286,"weakly_accept",3
"414","sub-002",2,"Equal range",205.828,4,9,15,1.241,"strongly_reject",1
"415","sub-002",2,"Equal range",212.029,4,9,9,1.531,"weakly_reject",2
"416","sub-002",2,"Equal range",218.03,4,20,7,0.831,"strongly_accept",4
"417","sub-002",2,"Equal range",225.832,4,5,12,1.042,"strongly_reject",1
"418","sub-002",2,"Equal range",233.733,4,20,16,1.328,"strongly_accept",4
"419","sub-002",2,"Equal range",238.734,4,7,17,1.454,"weakly_reject",2
"420","sub-002",2,"Equal range",244.237,4,13,10,1.354,"weakly_accept",3
"421","sub-002",2,"Equal range",250.837,4,17,17,1.56,"weakly_accept",3
"422","sub-002",2,"Equal range",256.438,4,19,11,1.146,"strongly_accept",4
"423","sub-002",2,"Equal range",262.121,4,5,10,1.457,"strongly_reject",1
"424","sub-002",2,"Equal range",269.623,4,20,11,0.936,"strongly_accept",4
"425","sub-002",2,"Equal range",278.724,4,5,13,0.831,"strongly_reject",1
"426","sub-002",2,"Equal range",284.225,4,15,10,2.18,"strongly_accept",4
"427","sub-002",2,"Equal range",291.626,4,13,13,1.664,"weakly_accept",3
"428","sub-002",2,"Equal range",301.229,4,13,12,1.352,"weakly_accept",3
"429","sub-002",2,"Equal range",306.729,4,17,13,1.453,"strongly_accept",4
"430","sub-002",2,"Equal range",316.631,4,15,14,1.352,"weakly_accept",3
"431","sub-002",2,"Equal range",324.032,4,8,8,1.56,"weakly_accept",3
"432","sub-002",2,"Equal range",332.434,4,5,6,1.143,"weakly_reject",2
"433","sub-002",2,"Equal range",339.835,4,10,5,1.144,"weakly_accept",3
"434","sub-002",2,"Equal range",349.122,4,20,6,1.027,"strongly_accept",4
"435","sub-002",2,"Equal range",357.122,4,6,19,0.937,"strongly_reject",1
"436","sub-002",2,"Equal range",362.522,4,15,20,1.143,"strongly_reject",1
"437","sub-002",2,"Equal range",369.023,4,13,9,1.039,"weakly_accept",3
"438","sub-002",2,"Equal range",374.225,4,8,10,0.934,"strongly_reject",1
"439","sub-002",2,"Equal range",380.425,4,9,18,0.832,"strongly_reject",1
"440","sub-002",2,"Equal range",386.026,4,9,5,1.456,"weakly_accept",3
"441","sub-002",2,"Equal range",391.527,4,9,20,1.041,"strongly_reject",1
"442","sub-002",2,"Equal range",398.529,4,14,13,1.351,"weakly_accept",3
"443","sub-002",2,"Equal range",403.63,4,20,20,1.145,"strongly_accept",4
"444","sub-002",2,"Equal range",412.732,4,5,16,0.938,"strongly_reject",1
"445","sub-002",2,"Equal range",420.333,4,7,7,1.04,"weakly_reject",2
"446","sub-002",2,"Equal range",426.433,4,19,5,0.935,"strongly_accept",4
"447","sub-002",2,"Equal range",433.335,4,9,11,1.976,"weakly_reject",2
"448","sub-002",2,"Equal range",441.036,4,20,13,1.352,"strongly_accept",4
"449","sub-002",2,"Equal range",4.055,4,20,14,1.039,"strongly_accept",4
"450","sub-002",2,"Equal range",12.136,4,10,20,0.937,"strongly_reject",1
"451","sub-002",2,"Equal range",17.237,4,8,6,1.247,"weakly_reject",2
"452","sub-002",2,"Equal range",23.721,4,5,9,0.936,"weakly_reject",2
"453","sub-002",2,"Equal range",29.522,4,7,6,0.937,"weakly_reject",2
"454","sub-002",2,"Equal range",36.223,4,15,17,1.142,"weakly_accept",3
"455","sub-002",2,"Equal range",41.624,4,13,18,1.146,"weakly_reject",2
"456","sub-002",2,"Equal range",50.526,4,17,14,1.453,"weakly_accept",3
"457","sub-002",2,"Equal range",56.027,4,16,11,1.248,"weakly_accept",3
"458","sub-002",2,"Equal range",63.628,4,11,8,1.455,"weakly_accept",3
"459","sub-002",2,"Equal range",71.029,4,18,15,1.248,"strongly_accept",4
"460","sub-002",2,"Equal range",76.129,4,12,14,1.352,"weakly_reject",2
"461","sub-002",2,"Equal range",84.031,4,11,18,1.143,"weakly_reject",2
"462","sub-002",2,"Equal range",93.133,4,20,5,0.83,"strongly_accept",4
"463","sub-002",2,"Equal range",99.334,4,12,7,1.455,"weakly_accept",3
"464","sub-002",2,"Equal range",106.335,4,6,11,1.04,"weakly_reject",2
"465","sub-002",2,"Equal range",112.94,4,6,16,1.142,"strongly_reject",1
"466","sub-002",2,"Equal range",120.322,4,9,10,1.041,"strongly_reject",1
"467","sub-002",2,"Equal range",127.923,4,15,13,1.144,"weakly_accept",3
"468","sub-002",2,"Equal range",137.024,4,10,11,1.143,"weakly_reject",2
"469","sub-002",2,"Equal range",142.225,4,10,17,1.25,"strongly_reject",1
"470","sub-002",2,"Equal range",151.227,4,7,20,0.831,"strongly_reject",1
"471","sub-002",2,"Equal range",159.428,4,16,20,0.833,"strongly_reject",1
"472","sub-002",2,"Equal range",164.931,4,18,19,1.664,"weakly_accept",3
"473","sub-002",2,"Equal range",170.13,4,16,8,1.87,"weakly_accept",3
"474","sub-002",2,"Equal range",175.531,4,8,16,0.937,"strongly_reject",1
"475","sub-002",2,"Equal range",181.232,4,19,20,1.455,"strongly_accept",4
"476","sub-002",2,"Equal range",190.133,4,18,10,1.143,"strongly_accept",4
"477","sub-002",2,"Equal range",195.634,4,18,14,1.145,"strongly_accept",4
"478","sub-002",2,"Equal range",201.735,4,15,12,1.768,"weakly_accept",3
"479","sub-002",2,"Equal range",206.736,4,6,18,1.455,"strongly_reject",1
"480","sub-002",2,"Equal range",212.423,4,7,19,0.832,"strongly_reject",1
"481","sub-002",2,"Equal range",219.023,4,18,17,1.249,"strongly_accept",4
"482","sub-002",2,"Equal range",225.925,4,7,8,1.041,"strongly_reject",1
"483","sub-002",2,"Equal range",235.624,4,14,8,1.144,"weakly_accept",3
"484","sub-002",2,"Equal range",240.825,4,17,6,1.143,"strongly_accept",4
"485","sub-002",2,"Equal range",247.026,4,12,18,1.662,"weakly_accept",3
"486","sub-002",2,"Equal range",255.931,4,16,12,1.56,"weakly_accept",3
"487","sub-002",2,"Equal range",263.729,4,16,9,1.038,"weakly_accept",3
"488","sub-002",2,"Equal range",269.933,4,20,10,0.937,"strongly_accept",4
"489","sub-002",2,"Equal range",275.731,4,5,15,1.041,"strongly_reject",1
"490","sub-002",2,"Equal range",285.034,4,7,14,1.146,"strongly_reject",1
"491","sub-002",2,"Equal range",291.135,4,15,19,1.248,"strongly_accept",4
"492","sub-002",2,"Equal range",300.736,4,9,13,1.04,"strongly_reject",1
"493","sub-002",2,"Equal range",306.624,4,10,16,1.453,"strongly_reject",1
"494","sub-002",2,"Equal range",314.224,4,10,15,1.037,"strongly_reject",1
"495","sub-002",2,"Equal range",320.225,4,11,10,1.145,"strongly_reject",1
"496","sub-002",2,"Equal range",328.625,4,18,11,1.041,"strongly_accept",4
"497","sub-002",2,"Equal range",334.125,4,19,7,0.833,"strongly_accept",4
"498","sub-002",2,"Equal range",341.627,4,19,19,0.935,"strongly_accept",4
"499","sub-002",2,"Equal range",346.628,4,10,6,1.349,"weakly_accept",3
"500","sub-002",2,"Equal range",354.329,4,15,8,1.248,"weakly_accept",3
"501","sub-002",2,"Equal range",363.63,4,6,6,1.246,"weakly_reject",2
"502","sub-002",2,"Equal range",369.231,4,11,7,1.247,"weakly_accept",3
"503","sub-002",2,"Equal range",376.632,4,15,16,1.351,"weakly_reject",2
"504","sub-002",2,"Equal range",382.234,4,7,10,1.665,"weakly_reject",2
"505","sub-002",2,"Equal range",391.035,4,13,7,1.455,"weakly_accept",3
"506","sub-002",2,"Equal range",400.926,4,16,15,1.35,"weakly_accept",3
"507","sub-002",2,"Equal range",406.625,4,14,16,1.661,"weakly_reject",2
"508","sub-002",2,"Equal range",414.626,4,10,10,1.249,"weakly_reject",2
"509","sub-002",2,"Equal range",420.226,4,18,9,1.141,"strongly_accept",4
"510","sub-002",2,"Equal range",428.026,4,17,5,1.558,"strongly_accept",4
"511","sub-002",2,"Equal range",434.928,4,8,12,1.249,"strongly_reject",1
"512","sub-002",2,"Equal range",441.028,4,8,19,0.938,"strongly_reject",1
"769","sub-004",4,"Equal range",4.048,4,6,17,1.873,"strongly_reject",1
"770","sub-004",4,"Equal range",13.13,4,11,15,1.765,"weakly_reject",2
"771","sub-004",4,"Equal range",18.33,4,5,14,2.287,"strongly_reject",1
"772","sub-004",4,"Equal range",23.83,4,7,15,1.353,"strongly_reject",1
"773","sub-004",4,"Equal range",30.831,4,15,15,2.497,"strongly_accept",4
"774","sub-004",4,"Equal range",37.432,4,12,16,2.597,"weakly_accept",3
"775","sub-004",4,"Equal range",46.233,4,20,18,3.636,"strongly_accept",4
"776","sub-004",4,"Equal range",54.235,4,12,11,2.183,"weakly_accept",3
"777","sub-004",4,"Equal range",61.636,4,12,9,2.497,"strongly_accept",4
"778","sub-004",4,"Equal range",69.831,4,15,9,1.455,"strongly_accept",4
"779","sub-004",4,"Equal range",76.031,4,13,15,2.912,"weakly_reject",2
"780","sub-004",4,"Equal range",83.531,4,15,11,1.456,"strongly_accept",4
"781","sub-004",4,"Equal range",93.431,4,17,15,2.909,"weakly_accept",3
"782","sub-004",4,"Equal range",99.631,4,20,9,1.453,"strongly_accept",4
"783","sub-004",4,"Equal range",105.031,4,18,20,0,"NoResp",NA
"784","sub-004",4,"Equal range",113.931,4,7,5,3.949,"weakly_accept",3
"785","sub-004",4,"Equal range",120.032,4,19,10,1.662,"strongly_accept",4
"786","sub-004",4,"Equal range",125.631,4,17,8,1.457,"strongly_accept",4
"787","sub-004",4,"Equal range",133.732,4,14,19,2.496,"weakly_reject",2
"788","sub-004",4,"Equal range",142.634,4,17,16,3.948,"weakly_reject",2
"789","sub-004",4,"Equal range",149.235,4,7,9,3.014,"strongly_reject",1
"790","sub-004",4,"Equal range",154.935,4,6,20,2.289,"strongly_reject",1
"791","sub-004",4,"Equal range",160.032,4,5,8,2.392,"strongly_reject",1
"792","sub-004",4,"Equal range",169.732,4,18,5,1.247,"strongly_accept",4
"793","sub-004",4,"Equal range",175.432,4,5,5,1.977,"weakly_accept",3
"794","sub-004",4,"Equal range",180.933,4,14,18,0,"NoResp",NA
"795","sub-004",4,"Equal range",187.033,4,6,14,1.353,"strongly_reject",1
"796","sub-004",4,"Equal range",192.133,4,9,14,1.561,"strongly_reject",1
"797","sub-004",4,"Equal range",199.934,4,11,11,2.185,"weakly_accept",3
"798","sub-004",4,"Equal range",205.432,4,12,8,2.081,"strongly_accept",4
"799","sub-004",4,"Equal range",214.733,4,10,18,3.015,"weakly_reject",2
"800","sub-004",4,"Equal range",220.533,4,11,12,2.703,"weakly_reject",2
"801","sub-004",4,"Equal range",225.533,4,5,18,2.289,"strongly_reject",1
"802","sub-004",4,"Equal range",233.934,4,16,16,1.871,"weakly_accept",3
"803","sub-004",4,"Equal range",239.534,4,5,11,2.495,"weakly_reject",2
"804","sub-004",4,"Equal range",245.535,4,14,7,2.081,"strongly_reject",1
"805","sub-004",4,"Equal range",251.136,4,18,12,1.77,"strongly_accept",4
"806","sub-004",4,"Equal range",256.633,4,19,18,2.497,"weakly_accept",3
"807","sub-004",4,"Equal range",261.834,4,11,19,2.595,"strongly_reject",1
"808","sub-004",4,"Equal range",268.334,4,16,14,1.769,"strongly_accept",4
"809","sub-004",4,"Equal range",275.734,4,11,6,1.353,"strongly_accept",4
"810","sub-004",4,"Equal range",283.334,4,11,5,0.936,"strongly_accept",4
"811","sub-004",4,"Equal range",289.534,4,8,7,1.873,"strongly_accept",4
"812","sub-004",4,"Equal range",294.734,4,7,11,2.492,"strongly_reject",1
"813","sub-004",4,"Equal range",302.434,4,20,15,1.247,"strongly_accept",4
"814","sub-004",4,"Equal range",310.234,4,13,5,0.936,"strongly_accept",4
"815","sub-004",4,"Equal range",317.834,4,8,18,1.352,"strongly_reject",1
"816","sub-004",4,"Equal range",323.534,4,11,20,2.702,"strongly_reject",1
"817","sub-004",4,"Equal range",332.634,4,14,12,1.455,"strongly_accept",4
"818","sub-004",4,"Equal range",337.635,4,10,7,2.079,"strongly_accept",4
"819","sub-004",4,"Equal range",343.435,4,14,5,1.665,"strongly_accept",4
"820","sub-004",4,"Equal range",353.037,4,14,9,1.559,"strongly_accept",4
"821","sub-004",4,"Equal range",360.435,4,6,10,1.04,"strongly_reject",1
"822","sub-004",4,"Equal range",369.335,4,18,13,1.144,"strongly_accept",4
"823","sub-004",4,"Equal range",376.235,4,16,17,2.287,"weakly_reject",2
"824","sub-004",4,"Equal range",382.937,4,17,20,3.638,"weakly_reject",2
"825","sub-004",4,"Equal range",391.936,4,13,8,1.353,"strongly_accept",4
"826","sub-004",4,"Equal range",399.536,4,19,9,1.347,"strongly_accept",4
"827","sub-004",4,"Equal range",408.835,4,9,17,1.974,"strongly_reject",1
"828","sub-004",4,"Equal range",414.736,4,8,13,1.975,"weakly_reject",2
"829","sub-004",4,"Equal range",420.836,4,14,20,3.013,"weakly_reject",2
"830","sub-004",4,"Equal range",428.736,4,10,13,3.641,"weakly_reject",2
"831","sub-004",4,"Equal range",435.636,4,20,8,1.354,"strongly_accept",4
"832","sub-004",4,"Equal range",441.036,4,18,7,1.769,"strongly_accept",4
"833","sub-004",4,"Equal range",4.048,4,11,17,1.872,"weakly_reject",2
"834","sub-004",4,"Equal range",12.931,4,13,16,1.352,"weakly_reject",2
"835","sub-004",4,"Equal range",21.731,4,9,16,1.457,"strongly_reject",1
"836","sub-004",4,"Equal range",29.131,4,13,14,2.287,"weakly_reject",2
"837","sub-004",4,"Equal range",37.231,4,14,10,1.146,"strongly_accept",4
"838","sub-004",4,"Equal range",42.731,4,14,11,1.351,"strongly_accept",4
"839","sub-004",4,"Equal range",50.533,4,10,19,1.457,"strongly_reject",1
"840","sub-004",4,"Equal range",56.534,4,20,12,1.146,"strongly_accept",4
"841","sub-004",4,"Equal range",66.235,4,8,14,2.08,"strongly_reject",1
"842","sub-004",4,"Equal range",71.336,4,9,12,1.562,"strongly_reject",1
"843","sub-004",4,"Equal range",80.232,4,10,9,2.497,"weakly_accept",3
"844","sub-004",4,"Equal range",85.832,4,12,10,1.978,"strongly_accept",4
"845","sub-004",4,"Equal range",91.932,4,16,7,1.143,"strongly_accept",4
"846","sub-004",4,"Equal range",98.132,4,19,16,2.08,"strongly_accept",4
"847","sub-004",4,"Equal range",103.832,4,9,6,3.326,"weakly_accept",3
"848","sub-004",4,"Equal range",110.432,4,19,17,3.431,"strongly_accept",4
"849","sub-004",4,"Equal range",115.934,4,5,19,1.664,"strongly_reject",1
"850","sub-004",4,"Equal range",122.032,4,16,13,3.119,"strongly_accept",4
"851","sub-004",4,"Equal range",127.733,4,7,12,1.872,"weakly_reject",2
"852","sub-004",4,"Equal range",136.832,4,7,16,2.705,"strongly_reject",1
"853","sub-004",4,"Equal range",142.333,4,19,6,1.25,"strongly_accept",4
"854","sub-004",4,"Equal range",150.533,4,19,12,2.392,"strongly_accept",4
"855","sub-004",4,"Equal range",155.734,4,17,12,3.532,"strongly_accept",4
"856","sub-004",4,"Equal range",161.235,4,8,11,1.457,"weakly_reject",2
"857","sub-004",4,"Equal range",169.133,4,18,18,1.77,"strongly_accept",4
"858","sub-004",4,"Equal range",178.433,4,15,7,1.25,"strongly_accept",4
"859","sub-004",4,"Equal range",186.433,4,16,10,2.807,"strongly_accept",4
"860","sub-004",4,"Equal range",191.434,4,9,19,1.352,"strongly_reject",1
"861","sub-004",4,"Equal range",196.434,4,20,19,1.769,"strongly_accept",4
